,District,PropertyType,MainMaterial,B_area,Rooms,LivingR,BathR,Price
2773,中和區,公寓,鋼筋混凝土造,72.74,3.0,2.0,1.0,6750000.0
2774,中和區,公寓,加強磚造,76.16,3.0,2.0,2.0,9580000.0
2775,中和區,公寓,鋼筋混凝土造,103.68,3.0,2.0,1.0,11380000.0
2776,中和區,公寓,鋼筋混凝土造,94.29,3.0,2.0,1.0,11750000.0
2777,中和區,住宅大樓,鋼筋混凝土造,78.47,2.0,2.0,1.0,11200000.0
2778,中和區,公寓,鋼筋混凝土造,103.78,3.0,2.0,2.0,8800000.0
2779,中和區,住宅大樓,鋼筋混凝土造,82.84,2.0,2.0,1.0,10200000.0
2780,中和區,公寓,鋼筋混凝土造,158.61,4.0,2.0,2.0,15000000.0
2781,中和區,公寓,鋼筋混凝土造,70.09,2.0,2.0,2.0,8150000.0
2782,中和區,公寓,鋼筋混凝土造,77.59,3.0,2.0,1.0,7600000.0
2783,中和區,公寓,鋼筋混凝土造,92.22,5.0,2.0,4.0,12000000.0
2784,中和區,公寓,鋼筋混凝土造,138.13,4.0,2.0,2.0,13300000.0
2785,中和區,公寓,鋼筋混凝土造,101.65,3.0,2.0,2.0,9400000.0
2786,中和區,公寓,見其他登記事項,44.94,2.0,2.0,1.0,6300000.0
2787,中和區,公寓,加強磚造,64.32,1.0,2.0,1.0,6450000.0
2788,中和區,公寓,加強磚造,70.44,2.0,2.0,1.0,7200000.0
2789,中和區,公寓,鋼筋混凝土造,95.24,3.0,2.0,2.0,12000000.0
2790,中和區,公寓,加強磚造,89.6,3.0,2.0,1.0,7400000.0
2791,中和區,公寓,加強磚造,80.28,3.0,2.0,1.0,8250000.0
2792,中和區,住宅大樓,鋼筋混凝土造,88.51,2.0,2.0,1.0,14100000.0
2793,中和區,公寓,鋼筋混凝土造,114.52,3.0,2.0,2.0,10100000.0
2794,中和區,公寓,鋼筋混凝土造,88.8,3.0,2.0,1.0,8780000.0
2795,中和區,住宅大樓,鋼筋混凝土造,67.26,2.0,1.0,1.0,8700000.0
2796,中和區,公寓,加強磚造,53.14,2.0,1.0,2.0,6400000.0
2797,中和區,公寓,鋼筋混凝土造,88.38,2.0,2.0,1.0,9600000.0
2798,中和區,住宅大樓,鋼筋混凝土造,58.19,2.0,1.0,1.0,6600000.0
2799,中和區,公寓,鋼筋混凝土造,107.45,3.0,2.0,2.0,9500000.0
2800,中和區,公寓,鋼筋混凝土造,87.52,3.0,2.0,2.0,9800000.0
2801,中和區,公寓,鋼筋混凝土造,99.56,3.0,2.0,2.0,10200000.0
2802,中和區,住宅大樓,鋼筋混凝土造,39.34,2.0,1.0,1.0,6720000.0
2803,中和區,公寓,鋼筋混凝土造,127.07,5.0,0.0,5.0,11800000.0
2804,中和區,公寓,加強磚造,59.62,2.0,1.0,1.0,6000000.0
2805,中和區,公寓,加強磚造,112.16,3.0,1.0,2.0,6400000.0
2806,中和區,公寓,鋼筋混凝土造,89.09,3.0,2.0,1.0,8620000.0
2807,中和區,公寓,鋼筋混凝土造,76.18,3.0,2.0,1.0,8500000.0
2808,中和區,華廈,鋼筋混凝土造,72.98,3.0,2.0,1.0,8860000.0
2809,中和區,公寓,鋼筋混凝土造,88.63,3.0,2.0,1.0,9600000.0
2810,中和區,住宅大樓,鋼筋混凝土造,44.1,2.0,1.0,1.0,6180000.0
2811,中和區,華廈,鋼筋混凝土造,61.6,2.0,2.0,1.0,7730000.0
2812,中和區,公寓,鋼筋混凝土造,79.68,3.0,2.0,1.0,9100000.0
2813,中和區,公寓,鋼筋混凝土造,82.69,2.0,2.0,2.0,8050000.0
2814,中和區,住宅大樓,鋼筋混凝土造,80.15,2.0,1.0,1.0,10400000.0
2815,中和區,住宅大樓,鋼骨混凝土造,114.11,3.0,2.0,1.0,14000000.0
2816,中和區,公寓,鋼筋混凝土造,105.41,3.0,2.0,2.0,13000000.0
2817,中和區,公寓,加強磚造,64.79,3.0,2.0,1.0,6700000.0
2818,中和區,住宅大樓,鋼筋混凝土造,44.5,1.0,1.0,1.0,6900000.0
2819,中和區,公寓,鋼筋混凝土造,95.3,3.0,2.0,1.0,8150000.0
2820,中和區,公寓,鋼筋混凝土造,119.31,4.0,2.0,2.0,13000000.0
2821,中和區,公寓,加強磚造,65.18,2.0,2.0,1.0,7100000.0
2822,中和區,住宅大樓,鋼筋混凝土造,46.2,1.0,1.0,1.0,6800000.0
2823,中和區,住宅大樓,鋼筋混凝土造,79.68,2.0,1.0,1.0,10800000.0
2824,中和區,透天厝,加強磚造,82.4,3.0,2.0,1.0,14500000.0
2825,中和區,公寓,鋼筋混凝土造,121.4,3.0,2.0,2.0,8600000.0
2826,中和區,住宅大樓,鋼骨混凝土造,81.54,2.0,2.0,1.0,11900000.0
2827,中和區,住宅大樓,鋼筋混凝土造,102.0,2.0,2.0,1.0,8400000.0
2828,中和區,公寓,鋼筋混凝土造,99.18,3.0,2.0,1.0,9680000.0
2829,中和區,公寓,鋼筋混凝土造,100.86,10.0,0.0,7.0,14800000.0
2830,中和區,公寓,鋼筋混凝土造,102.73,3.0,2.0,2.0,8900000.0
2831,中和區,住宅大樓,鋼骨鋼筋混凝土造,119.79,2.0,1.0,1.0,14850000.0
2832,中和區,公寓,加強磚造,96.75,3.0,2.0,1.0,10800000.0
2833,中和區,住宅大樓,鋼筋混凝土造,102.78,3.0,2.0,1.0,14500000.0
2834,中和區,公寓,鋼筋混凝土造,75.54,4.0,2.0,1.0,7600000.0
2835,中和區,公寓,鋼筋混凝土造,81.27,6.0,0.0,6.0,7700000.0
2836,中和區,公寓,加強磚造,44.55,3.0,2.0,1.0,6700000.0
2837,中和區,公寓,鋼筋混凝土造,107.93,3.0,2.0,1.0,9600000.0
2838,中和區,公寓,鋼筋混凝土造,85.62,3.0,2.0,1.0,7800000.0
2839,中和區,公寓,見其他登記事項,90.06,2.0,1.0,1.0,7500000.0
2840,中和區,公寓,鋼筋混凝土造,78.27,3.0,2.0,1.0,7200000.0
2841,中和區,公寓,鋼筋混凝土造,89.26,3.0,2.0,2.0,8500000.0
2842,中和區,華廈,鋼筋混凝土造,94.63,3.0,2.0,2.0,11420000.0
2843,中和區,住宅大樓,鋼筋混凝土造,65.81,2.0,2.0,1.0,10900000.0
2844,中和區,公寓,鋼筋混凝土造,104.83,3.0,2.0,2.0,8900000.0
2845,中和區,華廈,鋼筋混凝土造,63.62,2.0,2.0,1.0,9600000.0
2846,中和區,公寓,加強磚造,71.96,0.0,0.0,0.0,13800000.0
2847,中和區,華廈,鋼筋混凝土造,98.98,4.0,2.0,2.0,12600000.0
2848,中和區,公寓,見其他登記事項,112.24,2.0,2.0,2.0,11600000.0
2849,中和區,住宅大樓,鋼筋混凝土造,70.9,2.0,2.0,1.0,10100000.0
2850,中和區,華廈,鋼筋混凝土造,176.15,4.0,2.0,2.0,14800000.0
2851,中和區,住宅大樓,鋼筋混凝土造,80.84,3.0,2.0,2.0,9400000.0
2852,中和區,公寓,鋼筋混凝土造,101.52,3.0,2.0,2.0,9800000.0
2853,中和區,公寓,鋼筋混凝土造,99.58,3.0,1.0,2.0,8600000.0
2854,中和區,公寓,鋼筋混凝土造,104.85,3.0,2.0,2.0,10400000.0
2855,中和區,公寓,鋼筋混凝土造,93.09,3.0,2.0,2.0,9380000.0
2856,中和區,公寓,鋼筋混凝土造,107.98,3.0,2.0,2.0,9660000.0
2857,中和區,公寓,鋼筋混凝土造,93.63,2.0,2.0,1.0,7600000.0
2858,中和區,公寓,加強磚造,88.32,3.0,2.0,1.0,8160000.0
2859,中和區,公寓,鋼筋混凝土造,82.34,2.0,1.0,1.0,7400000.0
2860,中和區,公寓,見其他登記事項,115.44,3.0,2.0,2.0,10850000.0
2861,中和區,公寓,鋼筋混凝土造,89.69,3.0,2.0,2.0,10950000.0
2862,中和區,公寓,鋼筋混凝土造,94.43,3.0,2.0,2.0,7500000.0
2863,中和區,華廈,鋼筋混凝土造,112.72,3.0,2.0,2.0,12500000.0
2864,中和區,公寓,鋼筋混凝土造,99.76,4.0,0.0,4.0,11380000.0
2865,中和區,公寓,鋼筋混凝土造,114.49,3.0,2.0,2.0,11700000.0
2866,中和區,公寓,鋼筋混凝土造,94.33,3.0,2.0,2.0,8880000.0
2867,中和區,公寓,鋼筋混凝土造,92.21,3.0,2.0,1.0,11000000.0
2868,中和區,公寓,鋼筋混凝土造,82.3,3.0,2.0,1.0,7300000.0
2869,中和區,華廈,鋼筋混凝土造,114.1,3.0,2.0,2.0,11800000.0
2870,中和區,住宅大樓,鋼筋混凝土造,92.44,2.0,2.0,1.0,10200000.0
2871,中和區,住宅大樓,鋼筋混凝土造,64.83,2.0,2.0,2.0,11500000.0
2872,中和區,公寓,鋼筋混凝土造,97.87,4.0,0.0,4.0,10600000.0
2873,中和區,公寓,鋼筋混凝土造,80.7,3.0,1.0,1.0,7000000.0
2874,中和區,公寓,鋼筋混凝土造,105.59,3.0,2.0,1.0,9380000.0
2875,中和區,公寓,鋼筋混凝土造,97.44,3.0,2.0,1.0,9000000.0
2876,中和區,住宅大樓,鋼筋混凝土造,69.47,2.0,1.0,1.0,8900000.0
2877,中和區,公寓,加強磚造,72.42,3.0,2.0,1.0,8350000.0
2878,中和區,公寓,鋼筋混凝土造,66.24,2.0,2.0,1.0,7800000.0
2879,中和區,公寓,見其他登記事項,69.84,2.0,2.0,1.0,7480000.0
2880,中和區,公寓,鋼筋混凝土造,112.01,3.0,2.0,2.0,13000000.0
2881,中和區,透天厝,加強磚造,53.0,4.0,2.0,3.0,8500000.0
2882,中和區,公寓,加強磚造,130.43,0.0,0.0,0.0,12660000.0
2883,中和區,公寓,鋼筋混凝土造,106.01,3.0,2.0,1.0,9500000.0
2884,中和區,住宅大樓,鋼筋混凝土造,122.64,3.0,2.0,2.0,13400000.0
2885,中和區,公寓,鋼筋混凝土造,95.2,3.0,2.0,1.0,8180000.0
2886,中和區,公寓,鋼筋混凝土造,64.67,3.0,2.0,1.0,6650000.0
2887,中和區,華廈,鋼筋混凝土造,133.63,3.0,2.0,2.0,11980000.0
2888,中和區,公寓,鋼筋混凝土造,69.6,3.0,2.0,1.0,6000000.0
2889,中和區,住宅大樓,鋼筋混凝土造,43.22,2.0,2.0,1.0,7500000.0
2890,中和區,公寓,鋼筋混凝土造,90.88,3.0,2.0,2.0,12200000.0
2891,中和區,公寓,加強磚造,56.44,2.0,2.0,1.0,7000000.0
2892,中和區,公寓,鋼筋混凝土造,99.08,3.0,2.0,2.0,9800000.0
2893,中和區,住宅大樓,鋼筋混凝土造,73.87,2.0,2.0,1.0,9600000.0
2894,中和區,住宅大樓,鋼筋混凝土造,147.95,3.0,2.0,2.0,13500000.0
2895,中和區,公寓,鋼筋混凝土造,70.95,3.0,2.0,1.0,7800000.0
2896,中和區,公寓,加強磚造,52.83,2.0,1.0,1.0,6600000.0
2897,中和區,公寓,鋼筋混凝土造,98.27,3.0,2.0,2.0,6700000.0
2898,中和區,公寓,鋼筋混凝土造,92.77,3.0,2.0,1.0,8500000.0
2899,中和區,公寓,加強磚造,63.77,3.0,2.0,1.0,9666666.0
2900,中和區,住宅大樓,鋼骨鋼筋混凝土造,117.07,3.0,2.0,1.0,15220000.0
2901,中和區,華廈,鋼筋混凝土造,97.07,3.0,2.0,2.0,10600000.0
2902,中和區,公寓,鋼筋混凝土造,108.34,3.0,2.0,1.0,11800000.0
2903,中和區,公寓,加強磚造,56.3,2.0,2.0,1.0,9180000.0
2904,中和區,公寓,鋼筋混凝土造,91.93,3.0,2.0,2.0,7450000.0
2905,中和區,公寓,加強磚造,88.69,3.0,2.0,1.0,9200000.0
2906,中和區,公寓,鋼筋混凝土造,119.66,3.0,2.0,1.0,12000000.0
2907,中和區,公寓,鋼筋混凝土造,77.04,3.0,2.0,1.0,7500000.0
2908,中和區,公寓,鋼筋混凝土造,93.66,3.0,2.0,2.0,8800000.0
2909,中和區,公寓,鋼筋混凝土造,79.8,2.0,1.0,1.0,6500000.0
2910,中和區,住宅大樓,鋼筋混凝土造,58.13,2.0,1.0,1.0,7100000.0
2911,中和區,公寓,鋼筋混凝土造,99.45,3.0,2.0,2.0,13100000.0
2912,中和區,住宅大樓,鋼筋混凝土造,141.33,3.0,2.0,2.0,13300000.0
2913,中和區,公寓,鋼筋混凝土造,81.27,3.0,2.0,1.0,10600000.0
2914,中和區,公寓,鋼筋混凝土造,96.06,3.0,2.0,1.0,9600000.0
2915,中和區,公寓,鋼筋混凝土造,97.1,3.0,2.0,2.0,11500000.0
2916,中和區,公寓,鋼筋混凝土造,82.2,5.0,0.0,5.0,9400000.0
2917,中和區,公寓,鋼筋混凝土造,78.7,3.0,1.0,1.0,8000000.0
2918,中和區,公寓,鋼筋混凝土造,94.56,3.0,2.0,1.0,8150000.0
2919,中和區,公寓,鋼筋混凝土造,63.82,3.0,2.0,3.0,8700000.0
2920,中和區,公寓,加強磚造,86.38,4.0,1.0,1.0,6300000.0
2921,中和區,公寓,鋼筋混凝土造,93.43,2.0,2.0,1.0,8500000.0
2922,中和區,住宅大樓,鋼筋混凝土造,85.4,2.0,2.0,1.0,7400000.0
2923,中和區,公寓,鋼筋混凝土造,84.0,3.0,2.0,1.0,6500000.0
2924,中和區,公寓,加強磚造,87.8,3.0,2.0,1.0,6500000.0
2925,中和區,住宅大樓,鋼筋混凝土造,155.78,3.0,2.0,2.0,14500000.0
2926,中和區,公寓,鋼筋混凝土造,78.68,3.0,2.0,1.0,8550000.0
2927,中和區,住宅大樓,鋼筋混凝土造,74.62,2.0,2.0,1.0,12450000.0
2928,中和區,公寓,加強磚造,94.09,0.0,0.0,0.0,11800000.0
2929,中和區,住宅大樓,鋼筋混凝土造,93.88,3.0,2.0,1.0,9450000.0
2930,中和區,公寓,鋼筋混凝土造,88.2,3.0,2.0,1.0,9700000.0
2931,中和區,公寓,鋼筋混凝土造,91.72,3.0,2.0,1.0,8330000.0
2932,中和區,公寓,鋼筋混凝土造,90.99,4.0,1.0,1.0,7800000.0
2933,中和區,公寓,鋼筋混凝土造,145.05,3.0,2.0,1.0,14500000.0
2934,中和區,住宅大樓,鋼筋混凝土造,105.93,2.0,2.0,1.0,14380000.0
2935,中和區,公寓,鋼筋混凝土造,88.2,3.0,2.0,1.0,8000000.0
2936,中和區,公寓,鋼筋混凝土造,79.88,3.0,2.0,1.0,9000000.0
2937,中和區,公寓,鋼筋混凝土造,78.77,3.0,2.0,1.0,12000000.0
2938,中和區,公寓,鋼筋混凝土造,94.51,3.0,1.0,1.0,8000000.0
2939,中和區,公寓,鋼筋混凝土造,93.5,3.0,2.0,1.0,14650000.0
2940,中和區,公寓,鋼筋混凝土造,90.89,3.0,2.0,1.0,9200000.0
2941,中和區,華廈,鋼筋混凝土造,124.99,3.0,2.0,1.0,10800000.0
2942,中和區,住宅大樓,鋼筋混凝土造,60.92,2.0,1.0,1.0,6000000.0
2943,中和區,公寓,鋼筋混凝土造,89.36,3.0,2.0,1.0,7550000.0
2944,中和區,公寓,鋼筋混凝土造,94.72,3.0,2.0,1.0,9400000.0
2945,中和區,住宅大樓,鋼筋混凝土造,74.62,2.0,2.0,1.0,12300000.0
2946,中和區,住宅大樓,鋼筋混凝土造,52.9,3.0,1.0,1.0,6780000.0
2947,中和區,公寓,加強磚造,76.16,3.0,2.0,1.0,10800000.0
2948,中和區,住宅大樓,鋼筋混凝土造,149.09,3.0,2.0,1.0,15000000.0
2949,中和區,公寓,見其他登記事項,68.04,2.0,2.0,1.0,7000000.0
2950,中和區,公寓,鋼筋混凝土造,82.21,3.0,1.0,2.0,8500000.0
2951,中和區,公寓,鋼筋混凝土造,90.72,3.0,2.0,1.0,12000000.0
2952,中和區,公寓,鋼筋混凝土造,69.55,4.0,4.0,4.0,8600000.0
2953,中和區,公寓,鋼筋混凝土造,98.48,3.0,2.0,2.0,9880000.0
2954,中和區,公寓,鋼筋混凝土造,73.32,3.0,1.0,1.0,7300000.0
2955,中和區,公寓,鋼筋混凝土造,123.31,4.0,2.0,2.0,12400000.0
2956,中和區,公寓,鋼筋混凝土造,111.35,3.0,2.0,2.0,11500000.0
2957,中和區,公寓,鋼筋混凝土造,106.75,4.0,2.0,2.0,11000000.0
2958,中和區,公寓,鋼筋混凝土造,82.03,3.0,1.0,1.0,7250000.0
2959,中和區,華廈,鋼筋混凝土造,160.95,3.0,2.0,2.0,13800000.0
2960,中和區,公寓,鋼筋混凝土造,88.51,3.0,2.0,1.0,8650000.0
2961,中和區,住宅大樓,鋼筋混凝土造,103.41,3.0,1.0,2.0,11000000.0
2962,中和區,住宅大樓,鋼筋混凝土造,113.12,2.0,2.0,1.0,11700000.0
2963,中和區,住宅大樓,鋼筋混凝土造,85.49,2.0,1.0,1.0,11000000.0
2964,中和區,公寓,加強磚造,52.08,2.0,2.0,2.0,6500000.0
2965,中和區,公寓,鋼筋混凝土造,98.73,3.0,2.0,2.0,7800000.0
2966,中和區,公寓,鋼筋混凝土造,96.38,3.0,2.0,1.0,8000000.0
2967,中和區,公寓,鋼筋混凝土造,116.31,3.0,2.0,3.0,10180000.0
2968,中和區,公寓,鋼筋混凝土造,83.9,3.0,2.0,1.0,8000000.0
2969,中和區,公寓,鋼筋混凝土造,98.98,3.0,2.0,1.0,9400000.0
2970,中和區,公寓,鋼筋混凝土造,88.98,3.0,2.0,1.0,9500000.0
2971,中和區,公寓,鋼筋混凝土造,124.73,3.0,2.0,2.0,8600000.0
2972,中和區,華廈,鋼筋混凝土造,76.97,2.0,2.0,2.0,11700000.0
2973,中和區,公寓,鋼筋混凝土造,158.68,3.0,2.0,2.0,14400000.0
2974,中和區,住宅大樓,鋼筋混凝土造,94.36,3.0,1.0,1.0,12800000.0
2975,中和區,公寓,鋼筋混凝土造,79.68,4.0,2.0,1.0,8200000.0
2976,中和區,住宅大樓,鋼筋混凝土造,113.98,3.0,2.0,2.0,5900000.0
2977,中和區,公寓,鋼筋混凝土造,74.45,3.0,1.0,1.0,6700000.0
2978,中和區,住宅大樓,鋼筋混凝土造,58.6,2.0,1.0,1.0,6830000.0
2979,中和區,住宅大樓,鋼骨鋼筋混凝土造,85.71,2.0,2.0,1.0,11530000.0
2980,中和區,公寓,鋼筋混凝土造,133.4,4.0,2.0,2.0,13120000.0
2981,中和區,華廈,鋼筋混凝土造,100.17,3.0,2.0,2.0,11880000.0
2982,中和區,公寓,鋼筋混凝土造,118.37,3.0,2.0,2.0,13500000.0
2983,中和區,公寓,鋼筋混凝土造,91.36,3.0,2.0,1.0,8550000.0
2984,中和區,公寓,鋼筋混凝土造,138.2,7.0,4.0,3.0,14880000.0
2985,中和區,華廈,鋼筋混凝土造,64.75,2.0,1.0,1.0,8500000.0
2986,中和區,住宅大樓,鋼筋混凝土造,153.05,3.0,2.0,2.0,15000000.0
2987,中和區,公寓,鋼筋混凝土造,79.92,3.0,2.0,1.0,7800000.0
2988,中和區,公寓,加強磚造,97.76,3.0,2.0,1.0,9860000.0
2989,中和區,公寓,鋼筋混凝土造,102.77,3.0,2.0,2.0,9900000.0
2990,中和區,公寓,鋼筋混凝土造,86.65,4.0,0.0,4.0,9150000.0
2991,中和區,住宅大樓,鋼筋混凝土造,95.28,2.0,2.0,1.0,12800000.0
2992,中和區,公寓,鋼筋混凝土造,82.93,3.0,2.0,1.0,7880000.0
2993,中和區,公寓,鋼筋混凝土造,81.9,4.0,4.0,4.0,13300000.0
2994,中和區,公寓,鋼筋混凝土造,77.76,2.0,2.0,1.0,8100000.0
2995,中和區,住宅大樓,鋼筋混凝土造,106.67,2.0,2.0,1.0,14700000.0
2996,中和區,住宅大樓,鋼筋混凝土造,114.14,2.0,2.0,1.0,14600000.0
2997,中和區,公寓,鋼筋混凝土造,138.2,4.0,2.0,3.0,13300000.0
2998,中和區,公寓,鋼筋混凝土造,110.25,3.0,2.0,1.0,12000000.0
2999,中和區,住宅大樓,鋼筋混凝土造,103.67,3.0,2.0,2.0,13200000.0
3000,中和區,住宅大樓,鋼筋混凝土造,57.97,2.0,1.0,1.0,7500000.0
3001,中和區,住宅大樓,鋼筋混凝土造,83.3,2.0,2.0,1.0,12500000.0
3002,中和區,公寓,鋼筋混凝土造,98.08,3.0,2.0,2.0,10600000.0
3003,中和區,公寓,鋼筋混凝土造,57.38,3.0,2.0,1.0,7660000.0
3004,中和區,公寓,加強磚造,67.87,2.0,2.0,1.0,8300000.0
3005,中和區,公寓,鋼筋混凝土造,88.64,3.0,2.0,2.0,9100000.0
3006,中和區,公寓,鋼筋混凝土造,103.34,3.0,2.0,2.0,9400000.0
3007,中和區,公寓,加強磚造,69.88,2.0,2.0,1.0,9400000.0
3008,中和區,公寓,鋼筋混凝土造,112.09,3.0,2.0,2.0,10800000.0
3009,中和區,公寓,鋼筋混凝土造,98.36,3.0,2.0,2.0,10100000.0
3010,中和區,公寓,鋼筋混凝土造,60.15,3.0,2.0,1.0,6100000.0
3011,中和區,公寓,鋼筋混凝土造,90.64,3.0,2.0,1.0,9700000.0
3012,中和區,公寓,鋼筋混凝土造,98.94,3.0,2.0,1.0,12100000.0
3013,中和區,住宅大樓,鋼筋混凝土造,83.53,2.0,2.0,1.0,12200000.0
3014,中和區,公寓,鋼筋混凝土造,57.75,2.0,2.0,1.0,7700000.0
3015,中和區,公寓,鋼筋混凝土造,92.8,3.0,2.0,2.0,11400000.0
3016,中和區,公寓,鋼筋混凝土造,84.8,4.0,2.0,1.0,6000000.0
3017,中和區,住宅大樓,鋼筋混凝土造,45.31,1.0,1.0,1.0,7100000.0
3018,中和區,公寓,鋼筋混凝土造,104.32,3.0,2.0,2.0,11000000.0
3019,中和區,透天厝,鋼筋混凝土造,189.0,4.0,3.0,5.0,15200000.0
3020,中和區,公寓,鋼筋混凝土造,81.82,3.0,2.0,1.0,8300000.0
3021,中和區,公寓,加強磚造,47.09,3.0,2.0,2.0,7000000.0
3022,中和區,公寓,加強磚造,94.28,4.0,2.0,2.0,13200000.0
3023,中和區,公寓,鋼筋混凝土造,85.65,2.0,2.0,2.0,7850000.0
3024,中和區,公寓,鋼筋混凝土造,91.5,3.0,2.0,2.0,8860000.0
3025,中和區,公寓,鋼筋混凝土造,88.28,3.0,2.0,2.0,6000000.0
3026,中和區,公寓,鋼筋混凝土造,78.7,4.0,2.0,2.0,7650000.0
3027,中和區,公寓,鋼筋混凝土造,82.65,3.0,2.0,1.0,8700000.0
3028,中和區,住宅大樓,鋼筋混凝土造,57.99,2.0,2.0,1.0,6750000.0
3029,中和區,公寓,鋼筋混凝土造,105.04,3.0,2.0,2.0,9050000.0
3030,中和區,住宅大樓,鋼筋混凝土造,67.8,2.0,2.0,1.0,8800000.0
3031,中和區,住宅大樓,鋼筋混凝土造,35.24,1.0,1.0,1.0,6100000.0
3032,中和區,住宅大樓,鋼骨鋼筋混凝土造,90.65,2.0,2.0,1.0,10900000.0
3033,中和區,公寓,鋼筋混凝土造,94.94,3.0,2.0,1.0,9400000.0
3034,中和區,公寓,鋼筋混凝土造,93.18,3.0,2.0,1.0,8500000.0
3035,中和區,華廈,鋼筋混凝土造,81.36,3.0,2.0,2.0,8380000.0
3036,中和區,公寓,鋼筋混凝土造,92.22,3.0,1.0,1.0,8200000.0
3037,中和區,住宅大樓,見其他登記事項,52.35,0.0,0.0,0.0,7000000.0
3038,中和區,公寓,鋼筋混凝土造,87.84,3.0,1.0,1.0,9880000.0
3039,中和區,公寓,鋼筋混凝土造,86.25,3.0,2.0,2.0,12500000.0
3040,中和區,住宅大樓,鋼筋混凝土造,249.52,5.0,1.0,2.0,8000000.0
3041,中和區,公寓,鋼筋混凝土造,69.6,3.0,2.0,1.0,8500000.0
3042,中和區,透天厝,加強磚造,53.0,2.0,1.0,1.0,8350000.0
3043,中和區,公寓,鋼筋混凝土造,98.72,2.0,2.0,2.0,11650000.0
3044,中和區,住宅大樓,鋼筋混凝土造,72.54,2.0,2.0,1.0,10100000.0
3045,中和區,公寓,鋼筋混凝土造,77.5,3.0,2.0,1.0,8900000.0
3046,中和區,公寓,加強磚造,93.6,3.0,2.0,3.0,10900000.0
3047,中和區,公寓,鋼筋混凝土造,89.83,3.0,2.0,2.0,10500000.0
3048,中和區,華廈,鋼筋混凝土造,80.61,2.0,2.0,1.0,9600000.0
3049,中和區,住宅大樓,見其他登記事項,57.83,0.0,0.0,0.0,8400000.0
3050,中和區,公寓,鋼筋混凝土造,72.81,3.0,2.0,1.0,7500000.0
3051,中和區,公寓,鋼筋混凝土造,137.37,3.0,2.0,2.0,13500000.0
3052,中和區,住宅大樓,鋼筋混凝土造,140.74,3.0,2.0,1.0,11500000.0
3053,中和區,公寓,鋼筋混凝土造,89.1,3.0,1.0,2.0,8700000.0
3054,中和區,住宅大樓,鋼筋混凝土造,54.81,2.0,2.0,1.0,7600000.0
3055,中和區,住宅大樓,鋼筋混凝土造,114.19,3.0,2.0,2.0,13400000.0
3056,中和區,公寓,鋼筋混凝土造,79.42,3.0,2.0,1.0,8880000.0
3057,中和區,住宅大樓,鋼筋混凝土造,100.8,3.0,2.0,2.0,11900000.0
3058,中和區,公寓,見其他登記事項,74.35,2.0,2.0,1.0,8880000.0
3059,中和區,華廈,鋼筋混凝土造,41.99,1.0,2.0,1.0,7000000.0
3060,中和區,公寓,鋼筋混凝土造,122.62,3.0,2.0,2.0,10200000.0
3061,中和區,住宅大樓,鋼筋混凝土造,56.64,1.0,1.0,1.0,8000000.0
3062,中和區,公寓,鋼筋混凝土造,78.62,4.0,2.0,2.0,7300000.0
3063,中和區,華廈,鋼筋混凝土造,111.32,3.0,2.0,1.0,11000000.0
3064,中和區,公寓,鋼筋混凝土造,69.34,2.0,2.0,1.0,8800000.0
3065,中和區,公寓,鋼筋混凝土造,61.61,2.0,1.0,1.0,6480000.0
3066,中和區,公寓,鋼筋混凝土造,60.03,3.0,2.0,2.0,10000000.0
3067,中和區,華廈,鋼筋混凝土造,115.99,3.0,2.0,2.0,15000000.0
3068,中和區,華廈,鋼筋混凝土造,97.68,3.0,2.0,2.0,14600000.0
3069,中和區,公寓,鋼筋混凝土造,51.07,1.0,2.0,1.0,6960000.0
3070,中和區,住宅大樓,鋼筋混凝土造,103.41,3.0,2.0,2.0,10700000.0
3071,中和區,住宅大樓,鋼筋混凝土造,58.34,1.0,1.0,1.0,7800000.0
3072,中和區,公寓,鋼筋混凝土造,120.57,3.0,2.0,2.0,11350000.0
3073,中和區,住宅大樓,鋼筋混凝土造,105.86,3.0,2.0,2.0,13200000.0
3074,中和區,公寓,鋼筋混凝土造,82.81,3.0,2.0,1.0,8100000.0
3075,中和區,公寓,鋼筋混凝土造,104.11,4.0,2.0,2.0,9900000.0
3076,中和區,公寓,鋼筋混凝土造,83.47,2.0,1.0,1.0,7500000.0
3077,中和區,公寓,加強磚造,50.15,2.0,1.0,1.0,6550000.0
3078,中和區,住宅大樓,鋼筋混凝土造,62.94,2.0,2.0,1.0,9010000.0
3079,中和區,華廈,鋼筋混凝土造,88.95,2.0,1.0,1.0,13600000.0
3080,中和區,公寓,鋼筋混凝土造,66.0,3.0,2.0,1.0,7880000.0
3081,中和區,華廈,鋼筋混凝土造,66.85,1.0,2.0,1.0,6650000.0
3082,中和區,公寓,鋼筋混凝土造,126.96,4.0,2.0,2.0,10300000.0
3083,中和區,公寓,鋼筋混凝土造,93.86,3.0,2.0,2.0,12450000.0
3084,中和區,華廈,鋼筋混凝土造,65.25,2.0,2.0,1.0,10100000.0
3085,中和區,公寓,鋼筋混凝土造,78.68,3.0,2.0,1.0,7800000.0
3086,中和區,華廈,鋼筋混凝土造,152.8,4.0,2.0,2.0,6500000.0
3087,中和區,公寓,鋼筋混凝土造,85.98,3.0,2.0,1.0,7300000.0
3088,中和區,住宅大樓,鋼筋混凝土造,88.1,3.0,2.0,1.0,13380000.0
