,District,PropertyType,MainMaterial,B_area,Rooms,LivingR,BathR,Price
7726,板橋區,公寓,鋼筋混凝土造,67.21,3.0,1.0,1.0,7500000.0
7727,板橋區,公寓,鋼筋混凝土造,129.25,3.0,2.0,2.0,8700000.0
7728,板橋區,住宅大樓,鋼筋混凝土造,150.37,4.0,1.0,2.0,18500000.0
7729,板橋區,公寓,鋼筋混凝土造,65.27,2.0,1.0,1.0,4400000.0
7730,板橋區,公寓,鋼筋混凝土造,81.7,3.0,2.0,1.0,8550000.0
7731,板橋區,公寓,鋼筋混凝土造,73.27,3.0,2.0,1.0,7500000.0
7732,板橋區,華廈,鋼筋混凝土造,101.33,3.0,2.0,2.0,12750000.0
7733,板橋區,公寓,鋼筋混凝土造,75.45,3.0,2.0,2.0,9800000.0
7734,板橋區,公寓,鋼筋混凝土造,102.96,7.0,2.0,2.0,11000000.0
7735,板橋區,公寓,鋼筋混凝土造,93.13,3.0,2.0,2.0,7200000.0
7736,板橋區,華廈,鋼筋混凝土造,108.41,3.0,2.0,2.0,16500000.0
7737,板橋區,公寓,加強磚造,63.09,4.0,2.0,2.0,6400000.0
7738,板橋區,公寓,鋼筋混凝土造,68.44,2.0,2.0,1.0,7680000.0
7739,板橋區,公寓,鋼筋混凝土造,68.41,3.0,2.0,1.0,6250000.0
7740,板橋區,公寓,加強磚造,74.52,1.0,2.0,1.0,8200000.0
7741,板橋區,住宅大樓,鋼骨鋼筋混凝土造,55.76,1.0,1.0,1.0,7700000.0
7742,板橋區,住宅大樓,見其他登記事項,50.73,1.0,1.0,1.0,10400000.0
7743,板橋區,公寓,鋼筋混凝土造,99.23,3.0,2.0,2.0,10100000.0
7744,板橋區,公寓,鋼筋混凝土造,96.84,3.0,2.0,2.0,9500000.0
7745,板橋區,華廈,鋼筋混凝土造,87.92,3.0,2.0,2.0,14800000.0
7746,板橋區,公寓,鋼筋混凝土造,88.33,3.0,2.0,1.0,7000000.0
7747,板橋區,住宅大樓,鋼筋混凝土造,82.17,2.0,2.0,1.0,11700000.0
7748,板橋區,住宅大樓,鋼筋混凝土造,148.48,3.0,2.0,1.0,16460000.0
7749,板橋區,公寓,加強磚造,77.32,3.0,1.0,1.0,7360000.0
7750,板橋區,公寓,加強磚造,91.08,3.0,2.0,2.0,8300000.0
7751,板橋區,公寓,鋼筋混凝土造,86.4,3.0,2.0,1.0,7400000.0
7752,板橋區,公寓,加強磚造,69.29,2.0,1.0,1.0,7300000.0
7753,板橋區,住宅大樓,鋼筋混凝土造,156.22,3.0,2.0,2.0,17500000.0
7754,板橋區,公寓,鋼筋混凝土造,89.08,2.0,2.0,1.0,6500000.0
7755,板橋區,住宅大樓,鋼筋混凝土造,137.32,3.0,2.0,2.0,11000000.0
7756,板橋區,公寓,鋼筋混凝土造,104.3,5.0,2.0,2.0,7650000.0
7757,板橋區,住宅大樓,鋼筋混凝土造,112.94,2.0,2.0,1.0,14500000.0
7758,板橋區,公寓,鋼筋混凝土造,121.58,3.0,2.0,2.0,10800000.0
7759,板橋區,華廈,鋼筋混凝土造,139.16,2.0,2.0,2.0,12800000.0
7760,板橋區,住宅大樓,鋼筋混凝土造,167.4,3.0,2.0,2.0,18500000.0
7761,板橋區,公寓,鋼筋混凝土造,99.88,3.0,2.0,2.0,10000000.0
7762,板橋區,公寓,鋼筋混凝土造,108.18,3.0,2.0,2.0,10950000.0
7763,板橋區,公寓,鋼筋混凝土造,123.35,3.0,2.0,2.0,11900000.0
7764,板橋區,公寓,鋼筋混凝土造,91.24,3.0,2.0,1.0,8500000.0
7765,板橋區,公寓,鋼筋混凝土造,84.3,5.0,3.0,2.0,9600000.0
7766,板橋區,公寓,鋼筋混凝土造,89.85,2.0,2.0,1.0,14500000.0
7767,板橋區,住宅大樓,鋼筋混凝土造,44.24,1.0,0.0,1.0,5000000.0
7768,板橋區,套房,見其他登記事項,42.49,1.0,1.0,1.0,8600000.0
7769,板橋區,公寓,鋼筋混凝土造,94.5,3.0,2.0,2.0,7600000.0
7770,板橋區,華廈,鋼筋混凝土造,114.68,2.0,2.0,1.0,10580000.0
7771,板橋區,住宅大樓,鋼筋混凝土造,159.2,3.0,2.0,2.0,19200000.0
7772,板橋區,公寓,鋼筋混凝土造,89.12,3.0,2.0,2.0,8300000.0
7773,板橋區,公寓,鋼筋混凝土造,89.76,2.0,1.0,2.0,8100000.0
7774,板橋區,住宅大樓,鋼筋混凝土造,58.83,2.0,1.0,2.0,9880000.0
7775,板橋區,公寓,鋼筋混凝土造,112.22,3.0,2.0,2.0,9600000.0
7776,板橋區,公寓,鋼筋混凝土造,100.35,3.0,2.0,2.0,7800000.0
7777,板橋區,華廈,鋼筋混凝土造,151.07,3.0,2.0,2.0,13980000.0
7778,板橋區,公寓,鋼筋混凝土造,97.88,3.0,2.0,1.0,9300000.0
7779,板橋區,住宅大樓,鋼筋混凝土造,155.63,3.0,2.0,2.0,18000000.0
7780,板橋區,華廈,鋼筋混凝土造,114.58,3.0,2.0,2.0,14050000.0
7781,板橋區,公寓,鋼筋混凝土造,90.74,3.0,2.0,2.0,10000000.0
7782,板橋區,公寓,加強磚造,73.52,3.0,2.0,1.0,7250000.0
7783,板橋區,住宅大樓,鋼筋混凝土造,52.95,2.0,1.0,1.0,7500000.0
7784,板橋區,透天厝,加強磚造,103.8,5.0,2.0,3.0,17000000.0
7785,板橋區,公寓,加強磚造,76.23,3.0,2.0,1.0,10260000.0
7786,板橋區,公寓,加強磚造,54.58,2.0,2.0,1.0,5600000.0
7787,板橋區,住宅大樓,鋼筋混凝土造,126.24,3.0,2.0,2.0,18980000.0
7788,板橋區,公寓,鋼筋混凝土造,84.73,3.0,2.0,2.0,10800000.0
7789,板橋區,華廈,鋼筋混凝土造,65.5,2.0,2.0,1.0,9230000.0
7790,板橋區,住宅大樓,鋼筋混凝土造,88.41,3.0,2.0,1.0,10430000.0
7791,板橋區,公寓,鋼筋混凝土造,68.25,2.0,2.0,1.0,5500000.0
7792,板橋區,住宅大樓,鋼筋混凝土造,159.14,4.0,2.0,2.0,18750000.0
7793,板橋區,華廈,鋼筋混凝土造,104.78,3.0,2.0,2.0,16800000.0
7794,板橋區,公寓,加強磚造,82.15,5.0,0.0,5.0,9000000.0
7795,板橋區,公寓,鋼筋混凝土造,80.55,2.0,1.0,1.0,5750000.0
7796,板橋區,公寓,鋼筋混凝土造,107.13,2.0,2.0,2.0,12350000.0
7797,板橋區,公寓,加強磚造,86.75,2.0,2.0,1.0,16880000.0
7798,板橋區,公寓,鋼筋混凝土造,83.8,3.0,2.0,2.0,8000000.0
7799,板橋區,公寓,鋼筋混凝土造,69.32,3.0,1.0,1.0,4400000.0
7800,板橋區,住宅大樓,鋼筋混凝土造,118.32,4.0,1.0,2.0,12760000.0
7801,板橋區,公寓,鋼筋混凝土造,87.63,3.0,2.0,2.0,11000000.0
7802,板橋區,華廈,鋼筋混凝土造,180.11,4.0,1.0,2.0,15800000.0
7803,板橋區,華廈,鋼筋混凝土造,147.64,3.0,2.0,2.0,17250000.0
7804,板橋區,公寓,鋼筋混凝土造,106.73,3.0,2.0,2.0,9800000.0
7805,板橋區,公寓,鋼筋混凝土造,95.97,3.0,2.0,1.0,8580000.0
7806,板橋區,華廈,鋼筋混凝土造,118.91,3.0,2.0,2.0,18300000.0
7807,板橋區,住宅大樓,鋼筋混凝土造,164.52,3.0,2.0,2.0,15000000.0
7808,板橋區,住宅大樓,鋼筋混凝土造,126.35,3.0,2.0,2.0,11200000.0
7809,板橋區,公寓,鋼筋混凝土造,93.78,3.0,2.0,2.0,15500000.0
7810,板橋區,公寓,鋼筋混凝土造,87.4,3.0,2.0,1.0,10100000.0
7811,板橋區,公寓,鋼筋混凝土造,84.9,3.0,1.0,1.0,9800000.0
7812,板橋區,住宅大樓,見其他登記事項,50.73,1.0,1.0,1.0,9700000.0
7813,板橋區,華廈,鋼筋混凝土造,136.72,4.0,2.0,2.0,13450000.0
7814,板橋區,華廈,鋼筋混凝土造,139.95,2.0,2.0,2.0,11000000.0
7815,板橋區,公寓,鋼筋混凝土造,90.34,2.0,2.0,1.0,7800000.0
7816,板橋區,公寓,加強磚造,73.4,4.0,2.0,1.0,7775000.0
7817,板橋區,公寓,鋼筋混凝土造,92.6,3.0,2.0,2.0,9980000.0
7818,板橋區,公寓,鋼筋混凝土造,92.6,3.0,2.0,2.0,9970000.0
7819,板橋區,公寓,鋼筋混凝土造,79.31,6.0,2.0,2.0,9000000.0
7820,板橋區,公寓,鋼筋混凝土造,82.01,3.0,2.0,1.0,9220000.0
7821,板橋區,住宅大樓,鋼筋混凝土造,98.28,2.0,2.0,1.0,15800000.0
7822,板橋區,住宅大樓,鋼筋混凝土造,58.9,2.0,2.0,1.0,7000000.0
7823,板橋區,公寓,鋼筋混凝土造,125.57,3.0,2.0,2.0,14000000.0
7824,板橋區,公寓,鋼筋混凝土造,97.12,4.0,1.0,1.0,7250000.0
7825,板橋區,華廈,鋼筋混凝土造,28.89,1.0,1.0,1.0,4800000.0
7826,板橋區,華廈,鋼筋混凝土造,72.85,2.0,2.0,1.0,5700000.0
7827,板橋區,住宅大樓,鋼筋混凝土造,61.97,2.0,2.0,1.0,6380000.0
7828,板橋區,公寓,鋼筋混凝土造,159.25,6.0,4.0,4.0,14850000.0
7829,板橋區,華廈,鋼筋混凝土造,90.35,2.0,1.0,1.0,11000000.0
7830,板橋區,公寓,鋼筋混凝土造,62.01,4.0,0.0,4.0,8500000.0
7831,板橋區,住宅大樓,鋼筋混凝土造,53.81,3.0,2.0,2.0,8600000.0
7832,板橋區,公寓,鋼筋混凝土造,82.53,4.0,2.0,2.0,6180000.0
7833,板橋區,公寓,鋼筋混凝土造,102.8,3.0,1.0,1.0,8700000.0
7834,板橋區,公寓,鋼筋混凝土造,103.11,3.0,2.0,2.0,11680000.0
7835,板橋區,公寓,加強磚造,84.35,3.0,2.0,1.0,10000000.0
7836,板橋區,公寓,鋼筋混凝土造,56.7,2.0,2.0,1.0,6400000.0
7837,板橋區,透天厝,加強磚造,98.56,5.0,1.0,2.0,17600000.0
7838,板橋區,公寓,鋼筋混凝土造,94.82,3.0,2.0,1.0,7380000.0
7839,板橋區,公寓,鋼筋混凝土造,86.76,3.0,2.0,1.0,6000000.0
7840,板橋區,公寓,加強磚造,79.13,2.0,1.0,1.0,10000000.0
7841,板橋區,公寓,加強磚造,70.0,3.0,0.0,3.0,6850000.0
7842,板橋區,公寓,鋼筋混凝土造,79.0,3.0,2.0,1.0,7500000.0
7843,板橋區,住宅大樓,鋼筋混凝土造,116.41,3.0,2.0,2.0,13250000.0
7844,板橋區,公寓,鋼筋混凝土造,81.6,2.0,2.0,1.0,5500000.0
7845,板橋區,公寓,鋼筋混凝土造,88.29,3.0,2.0,1.0,6200000.0
7846,板橋區,公寓,鋼筋混凝土造,46.2,1.0,1.0,1.0,6800000.0
7847,板橋區,公寓,鋼筋混凝土造,79.9,3.0,2.0,1.0,6700000.0
7848,板橋區,公寓,加強磚造,73.76,2.0,1.0,1.0,6500000.0
7849,板橋區,公寓,鋼筋混凝土造,48.36,1.0,1.0,1.0,5000000.0
7850,板橋區,住宅大樓,鋼骨鋼筋混凝土造,72.29,3.0,1.0,2.0,9400000.0
7851,板橋區,住宅大樓,鋼筋混凝土造,127.53,3.0,2.0,2.0,11400000.0
7852,板橋區,公寓,鋼筋混凝土造,78.3,3.0,2.0,2.0,9700000.0
7853,板橋區,透天厝,加強磚造,54.02,0.0,0.0,0.0,5510000.0
7854,板橋區,公寓,鋼筋混凝土造,71.23,3.0,2.0,1.0,11750000.0
7855,板橋區,公寓,鋼筋混凝土造,51.72,0.0,0.0,0.0,7920000.0
7856,板橋區,公寓,鋼筋混凝土造,95.1,3.0,2.0,1.0,9350000.0
7857,板橋區,華廈,鋼筋混凝土造,107.84,3.0,2.0,1.0,13000000.0
7858,板橋區,公寓,鋼筋混凝土造,94.42,3.0,2.0,1.0,8200000.0
7859,板橋區,透天厝,加強磚造,151.23,4.0,3.0,4.0,19000000.0
7860,板橋區,華廈,鋼筋混凝土造,114.6,2.0,2.0,1.0,13000000.0
7861,板橋區,住宅大樓,鋼筋混凝土造,71.84,3.0,1.0,1.0,8700000.0
7862,板橋區,公寓,鋼筋混凝土造,81.05,2.0,2.0,1.0,6800000.0
7863,板橋區,公寓,加強磚造,95.34,3.0,2.0,2.0,17500000.0
7864,板橋區,住宅大樓,鋼筋混凝土造,48.5,0.0,1.0,1.0,8280000.0
7865,板橋區,住宅大樓,鋼筋混凝土造,104.96,1.0,2.0,1.0,12500000.0
7866,板橋區,公寓,鋼筋混凝土造,74.78,3.0,1.0,1.0,8800000.0
7867,板橋區,公寓,鋼筋混凝土造,74.1,3.0,2.0,1.0,6800000.0
7868,板橋區,公寓,鋼筋混凝土造,102.06,3.0,2.0,2.0,12100000.0
7869,板橋區,公寓,加強磚造,60.9,2.0,2.0,1.0,4950000.0
7870,板橋區,公寓,鋼筋混凝土造,95.84,3.0,3.0,3.0,9200000.0
7871,板橋區,華廈,鋼筋混凝土造,127.94,3.0,2.0,2.0,11200000.0
7872,板橋區,公寓,鋼筋混凝土造,101.62,1.0,2.0,1.0,4800000.0
7873,板橋區,公寓,鋼筋混凝土造,113.32,3.0,2.0,1.0,6200000.0
7874,板橋區,住宅大樓,鋼筋混凝土造,165.64,3.0,2.0,2.0,16800000.0
7875,板橋區,公寓,加強磚造,68.64,3.0,1.0,1.0,5500000.0
7876,板橋區,公寓,加強磚造,58.8,2.0,2.0,1.0,5500000.0
7877,板橋區,住宅大樓,鋼筋混凝土造,72.76,2.0,2.0,1.0,12000000.0
7878,板橋區,公寓,鋼筋混凝土造,85.8,1.0,1.0,1.0,6400000.0
7879,板橋區,公寓,加強磚造,101.92,3.0,2.0,1.0,9900000.0
7880,板橋區,公寓,鋼筋混凝土造,91.94,3.0,1.0,1.0,9200000.0
7881,板橋區,公寓,鋼筋混凝土造,73.9,3.0,2.0,1.0,7080000.0
7882,板橋區,華廈,鋼筋混凝土造,124.4,3.0,2.0,2.0,13000000.0
7883,板橋區,公寓,鋼筋混凝土造,75.2,0.0,1.0,1.0,9700000.0
7884,板橋區,華廈,鋼筋混凝土造,128.08,3.0,2.0,2.0,14000000.0
7885,板橋區,住宅大樓,鋼骨鋼筋混凝土造,72.71,3.0,2.0,1.0,11500000.0
7886,板橋區,套房,鋼筋混凝土造,28.89,1.0,0.0,1.0,5120000.0
7887,板橋區,公寓,鋼筋混凝土造,61.98,3.0,2.0,1.0,7550000.0
7888,板橋區,公寓,鋼筋混凝土造,105.36,3.0,2.0,2.0,10000000.0
7889,板橋區,華廈,鋼筋混凝土造,130.89,2.0,2.0,1.0,17500000.0
7890,板橋區,公寓,鋼筋混凝土造,92.67,5.0,2.0,3.0,11000000.0
7891,板橋區,住宅大樓,鋼筋混凝土造,164.69,3.0,2.0,2.0,17000000.0
7892,板橋區,公寓,鋼筋混凝土造,72.3,2.0,1.0,1.0,7400000.0
7893,板橋區,住宅大樓,見其他登記事項,115.45,2.0,2.0,2.0,20000000.0
7894,板橋區,公寓,鋼筋混凝土造,98.82,5.0,0.0,5.0,9300000.0
7895,板橋區,公寓,鋼筋混凝土造,75.67,3.0,2.0,1.0,8500000.0
7896,板橋區,公寓,鋼筋混凝土造,63.93,3.0,2.0,1.0,5900000.0
7897,板橋區,公寓,加強磚造,95.69,3.0,2.0,2.0,8700000.0
7898,板橋區,公寓,加強磚造,73.5,3.0,2.0,2.0,8380000.0
7899,板橋區,公寓,加強磚造,73.82,3.0,2.0,1.0,7700000.0
7900,板橋區,住宅大樓,鋼筋混凝土造,111.49,3.0,2.0,2.0,10950000.0
7901,板橋區,住宅大樓,鋼筋混凝土造,122.94,2.0,2.0,1.0,12300000.0
7902,板橋區,公寓,鋼筋混凝土造,96.36,3.0,2.0,1.0,10000000.0
7903,板橋區,公寓,鋼筋混凝土造,121.45,3.0,2.0,2.0,17000000.0
7904,板橋區,公寓,加強磚造,60.08,1.0,1.0,1.0,13790000.0
7905,板橋區,公寓,鋼筋混凝土造,73.22,3.0,2.0,1.0,7300000.0
7906,板橋區,公寓,加強磚造,66.02,4.0,3.0,2.0,7330000.0
7907,板橋區,公寓,鋼筋混凝土造,80.89,3.0,2.0,1.0,8750000.0
7908,板橋區,公寓,鋼筋混凝土造,74.2,2.0,2.0,1.0,8660000.0
7909,板橋區,公寓,鋼筋混凝土造,90.59,3.0,2.0,2.0,7900000.0
7910,板橋區,公寓,鋼筋混凝土造,64.2,2.0,1.0,1.0,6700000.0
7911,板橋區,公寓,鋼筋混凝土造,89.54,3.0,2.0,1.0,8500000.0
7912,板橋區,公寓,鋼筋混凝土造,106.27,3.0,2.0,2.0,9350000.0
7913,板橋區,華廈,鋼筋混凝土造,133.76,3.0,2.0,2.0,9000000.0
7914,板橋區,公寓,鋼筋混凝土造,103.55,3.0,2.0,1.0,11760000.0
7915,板橋區,公寓,鋼筋混凝土造,89.12,3.0,0.0,3.0,10900000.0
7916,板橋區,公寓,鋼筋混凝土造,80.18,3.0,2.0,1.0,8900000.0
7917,板橋區,公寓,鋼筋混凝土造,52.11,3.0,2.0,1.0,5000000.0
7918,板橋區,華廈,鋼筋混凝土造,136.84,3.0,2.0,2.0,15100000.0
7919,板橋區,華廈,鋼筋混凝土造,136.78,4.0,2.0,2.0,15500000.0
7920,板橋區,公寓,鋼筋混凝土造,101.35,6.0,2.0,3.0,7000000.0
7921,板橋區,公寓,鋼筋混凝土造,69.29,2.0,2.0,1.0,6600000.0
7922,板橋區,公寓,鋼筋混凝土造,90.14,3.0,2.0,1.0,9850000.0
7923,板橋區,公寓,鋼筋混凝土造,68.74,3.0,2.0,1.0,6420000.0
7924,板橋區,公寓,鋼筋混凝土造,100.5,3.0,2.0,1.0,7800000.0
7925,板橋區,住宅大樓,鋼筋混凝土造,159.11,3.0,2.0,2.0,15550000.0
7926,板橋區,公寓,加強磚造,78.88,3.0,2.0,1.0,10060000.0
7927,板橋區,公寓,鋼筋混凝土造,94.63,3.0,2.0,2.0,7800000.0
7928,板橋區,住宅大樓,鋼筋混凝土造,112.77,3.0,2.0,2.0,15600000.0
7929,板橋區,公寓,鋼筋混凝土造,63.62,3.0,1.0,1.0,4900000.0
7930,板橋區,公寓,鋼筋混凝土造,80.84,3.0,2.0,1.0,5300000.0
7931,板橋區,公寓,鋼筋混凝土造,61.5,2.0,2.0,2.0,10500000.0
7932,板橋區,住宅大樓,鋼筋混凝土造,201.11,4.0,2.0,2.0,18880000.0
7933,板橋區,住宅大樓,見其他登記事項,81.76,2.0,2.0,2.0,16300000.0
7934,板橋區,公寓,加強磚造,88.5,3.0,2.0,1.0,8000000.0
7935,板橋區,公寓,鋼筋混凝土造,90.55,3.0,2.0,1.0,6000000.0
7936,板橋區,公寓,鋼筋混凝土造,73.84,3.0,2.0,1.0,7000000.0
7937,板橋區,公寓,加強磚造,73.5,2.0,2.0,1.0,5000000.0
7938,板橋區,公寓,鋼筋混凝土造,97.55,3.0,2.0,1.0,9500000.0
7939,板橋區,公寓,鋼筋混凝土造,75.33,2.0,1.0,1.0,8200000.0
7940,板橋區,住宅大樓,鋼骨鋼筋混凝土造,98.78,3.0,2.0,2.0,13000000.0
7941,板橋區,公寓,鋼筋混凝土造,89.27,3.0,1.0,1.0,6600000.0
7942,板橋區,公寓,鋼筋混凝土造,73.19,4.0,0.0,4.0,9500000.0
7943,板橋區,住宅大樓,鋼筋混凝土造,143.91,3.0,2.0,2.0,20000000.0
7944,板橋區,公寓,加強磚造,72.6,4.0,0.0,4.0,10500000.0
7945,板橋區,公寓,鋼筋混凝土造,96.69,3.0,2.0,2.0,8600000.0
7946,板橋區,透天厝,加強磚造,89.11,6.0,3.0,3.0,13000000.0
7947,板橋區,華廈,鋼筋混凝土造,175.88,3.0,2.0,2.0,14500000.0
7948,板橋區,透天厝,加強磚造,78.4,3.0,2.0,2.0,14000000.0
7949,板橋區,住宅大樓,鋼筋混凝土造,186.83,3.0,2.0,2.0,18800000.0
7950,板橋區,華廈,鋼筋混凝土造,76.18,2.0,2.0,1.0,9200000.0
7951,板橋區,透天厝,加強磚造,97.2,3.0,2.0,2.0,12400000.0
7952,板橋區,公寓,鋼筋混凝土造,65.38,3.0,2.0,1.0,7150000.0
7953,板橋區,公寓,鋼筋混凝土造,66.68,3.0,1.0,1.0,7850000.0
7954,板橋區,公寓,加強磚造,83.67,4.0,2.0,2.0,19800000.0
7955,板橋區,公寓,鋼筋混凝土造,84.65,3.0,2.0,2.0,9100000.0
7956,板橋區,套房,見其他登記事項,54.12,1.0,1.0,1.0,11450000.0
7957,板橋區,公寓,鋼筋混凝土造,73.18,3.0,2.0,2.0,11000000.0
7958,板橋區,公寓,鋼筋混凝土造,92.57,3.0,2.0,1.0,8960000.0
7959,板橋區,住宅大樓,鋼筋混凝土造,64.38,2.0,1.0,1.0,8500000.0
7960,板橋區,公寓,鋼筋混凝土造,93.01,2.0,1.0,1.0,12580000.0
7961,板橋區,公寓,鋼筋混凝土造,112.46,3.0,2.0,2.0,9000000.0
7962,板橋區,華廈,鋼筋混凝土造,89.3,2.0,2.0,1.0,11750000.0
7963,板橋區,住宅大樓,鋼筋混凝土造,142.33,3.0,2.0,2.0,15800000.0
7964,板橋區,公寓,鋼筋混凝土造,83.33,3.0,2.0,1.0,6900000.0
7965,板橋區,公寓,加強磚造,76.69,3.0,1.0,1.0,4600000.0
7966,板橋區,華廈,鋼筋混凝土造,165.78,2.0,2.0,1.0,10830000.0
7967,板橋區,公寓,鋼筋混凝土造,82.43,3.0,2.0,1.0,7930000.0
7968,板橋區,公寓,鋼筋混凝土造,105.08,3.0,2.0,2.0,11500000.0
7969,板橋區,公寓,鋼筋混凝土造,86.58,3.0,2.0,1.0,7650000.0
7970,板橋區,公寓,鋼筋混凝土造,93.8,3.0,2.0,1.0,7420000.0
7971,板橋區,公寓,鋼筋混凝土造,78.68,2.0,2.0,1.0,9000000.0
7972,板橋區,華廈,鋼筋混凝土造,104.78,3.0,2.0,2.0,15000000.0
7973,板橋區,住宅大樓,鋼筋混凝土造,148.28,3.0,2.0,2.0,15800000.0
7974,板橋區,住宅大樓,鋼筋混凝土造,170.11,3.0,2.0,2.0,19000000.0
7975,板橋區,公寓,加強磚造,71.84,3.0,1.0,1.0,13500000.0
7976,板橋區,公寓,鋼筋混凝土造,131.16,4.0,2.0,2.0,11200000.0
7977,板橋區,華廈,鋼筋混凝土造,117.45,2.0,2.0,1.0,7600000.0
7978,板橋區,公寓,加強磚造,60.52,3.0,1.0,1.0,10000000.0
7979,板橋區,透天厝,加強磚造,112.0,3.0,2.0,2.0,19600000.0
7980,板橋區,公寓,鋼筋混凝土造,88.09,3.0,1.0,1.0,9200000.0
7981,板橋區,公寓,鋼筋混凝土造,73.63,3.0,1.0,1.0,6500000.0
7982,板橋區,公寓,鋼筋混凝土造,73.63,3.0,1.0,1.0,6500000.0
7983,板橋區,公寓,鋼筋混凝土造,85.08,3.0,2.0,1.0,11200000.0
7984,板橋區,公寓,加強磚造,69.97,3.0,2.0,2.0,11500000.0
7985,板橋區,公寓,鋼筋混凝土造,95.59,3.0,2.0,2.0,12000000.0
7986,板橋區,公寓,鋼筋混凝土造,61.88,0.0,0.0,0.0,16500000.0
7987,板橋區,住宅大樓,鋼筋混凝土造,116.33,2.0,2.0,1.0,12000000.0
7988,板橋區,公寓,鋼筋混凝土造,112.04,3.0,2.0,2.0,7400000.0
7989,板橋區,公寓,鋼筋混凝土造,117.72,3.0,2.0,2.0,10100000.0
7990,板橋區,公寓,鋼筋混凝土造,73.1,0.0,0.0,0.0,8980000.0
7991,板橋區,住宅大樓,鋼筋混凝土造,193.25,4.0,2.0,2.0,19800000.0
7992,板橋區,公寓,鋼筋混凝土造,89.32,3.0,2.0,1.0,8250000.0
7993,板橋區,華廈,鋼筋混凝土造,130.23,3.0,2.0,2.0,18000000.0
7994,板橋區,公寓,鋼筋混凝土造,80.65,3.0,2.0,2.0,8780000.0
7995,板橋區,公寓,鋼筋混凝土造,83.67,4.0,2.0,1.0,7500000.0
7996,板橋區,公寓,加強磚造,96.0,3.0,2.0,1.0,12000000.0
7997,板橋區,公寓,加強磚造,69.54,2.0,1.0,1.0,10200000.0
7998,板橋區,公寓,鋼筋混凝土造,88.59,3.0,2.0,1.0,8200000.0
7999,板橋區,公寓,鋼筋混凝土造,83.75,2.0,2.0,1.0,10500000.0
8000,板橋區,公寓,鋼筋混凝土造,81.65,4.0,2.0,2.0,6150000.0
8001,板橋區,住宅大樓,鋼筋混凝土造,146.23,3.0,2.0,2.0,11450000.0
8002,板橋區,公寓,加強磚造,101.27,3.0,2.0,1.0,8800000.0
8003,板橋區,公寓,鋼筋混凝土造,89.85,3.0,1.0,1.0,8500000.0
8004,板橋區,公寓,鋼筋混凝土造,95.53,3.0,1.0,2.0,13000000.0
8005,板橋區,公寓,鋼筋混凝土造,94.78,3.0,2.0,1.0,7900000.0
8006,板橋區,華廈,鋼筋混凝土造,107.79,3.0,1.0,2.0,12950000.0
8007,板橋區,住宅大樓,鋼筋混凝土造,135.57,3.0,2.0,2.0,17000000.0
8008,板橋區,公寓,鋼筋混凝土造,102.8,3.0,1.0,1.0,11625000.0
8009,板橋區,公寓,鋼筋混凝土造,68.04,3.0,2.0,1.0,5800000.0
8010,板橋區,公寓,鋼筋混凝土造,86.59,2.0,2.0,1.0,7920000.0
8011,板橋區,公寓,鋼筋混凝土造,78.85,5.0,4.0,3.0,9700000.0
8012,板橋區,住宅大樓,見其他登記事項,45.51,1.0,1.0,1.0,9880000.0
8013,板橋區,公寓,鋼筋混凝土造,100.85,3.0,2.0,1.0,11080000.0
8014,板橋區,住宅大樓,見其他登記事項,42.49,1.0,1.0,1.0,9100000.0
8015,板橋區,公寓,加強磚造,100.84,3.0,2.0,2.0,14300000.0
8016,板橋區,公寓,鋼筋混凝土造,69.12,3.0,1.0,1.0,4900000.0
8017,板橋區,公寓,鋼筋混凝土造,65.24,2.0,2.0,1.0,12700000.0
8018,板橋區,住宅大樓,鋼筋混凝土造,132.92,3.0,2.0,2.0,17050000.0
8019,板橋區,公寓,加強磚造,76.84,3.0,2.0,1.0,6500000.0
8020,板橋區,住宅大樓,鋼骨鋼筋混凝土造,58.63,1.0,1.0,1.0,7500000.0
8021,板橋區,公寓,鋼筋混凝土造,76.52,3.0,2.0,2.0,8000000.0
8022,板橋區,住宅大樓,鋼筋混凝土造,90.07,2.0,2.0,1.0,16300000.0
8023,板橋區,公寓,加強磚造,71.62,2.0,2.0,1.0,6900000.0
8024,板橋區,華廈,鋼筋混凝土造,147.64,3.0,2.0,2.0,17600000.0
8025,板橋區,公寓,鋼筋混凝土造,98.88,1.0,0.0,1.0,9870000.0
8026,板橋區,公寓,鋼筋混凝土造,98.61,0.0,0.0,0.0,10500000.0
8027,板橋區,華廈,鋼筋混凝土造,46.66,2.0,1.0,1.0,5000000.0
8028,板橋區,公寓,鋼筋混凝土造,75.69,3.0,2.0,2.0,9550000.0
8029,板橋區,住宅大樓,鋼筋混凝土造,66.73,2.0,1.0,1.0,7800000.0
8030,板橋區,公寓,鋼筋混凝土造,106.92,4.0,2.0,2.0,10500000.0
8031,板橋區,公寓,鋼筋混凝土造,61.91,3.0,2.0,1.0,7800000.0
8032,板橋區,套房,見其他登記事項,76.19,1.0,1.0,1.0,10500000.0
8033,板橋區,公寓,鋼筋混凝土造,69.33,2.0,2.0,2.0,13860000.0
8034,板橋區,住宅大樓,鋼筋混凝土造,164.8,4.0,2.0,2.0,15000000.0
8035,板橋區,住宅大樓,鋼筋混凝土造,137.14,3.0,2.0,2.0,13100000.0
8036,板橋區,公寓,鋼筋混凝土造,89.93,3.0,2.0,1.0,8250000.0
