鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土益也使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,編號
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟06樓號,16.1,住,,,1080930,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11620000,65892,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟14樓號,14.31,住,,,1080928,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11350000,70915,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟06樓號,16.1,住,,,1081003,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11500000,65193,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟05樓號,9.52,住,,,1080927,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5850000,66911,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟04樓號,12.89,住,,,1081005,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9100000,61391,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟05樓號,14.31,住,,,1081002,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10450000,65247,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟05樓號,9.52,住,,,1080927,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5810000,66453,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟05樓號,12.89,住,,,1080929,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9110000,61459,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟15樓號,13.59,住,,,1080929,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10500000,67939,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟07樓號,16.1,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11880000,67366,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟04樓號,13.59,住,,,1081009,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9100000,58877,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟07樓號,16.1,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11600000,65760,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟06樓號,14.31,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10350000,64623,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟10樓號,16.1,住,,,1081005,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12220000,69294,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟14樓號,9.52,住,,,1081007,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7300000,64453,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟15樓號,16.1,住,,,1080929,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12150000,68897,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟04樓號,9.52,住,,,1081002,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5690000,65081,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟10樓號,9.52,住,,,1081001,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6170000,70571,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟19樓號,12.87,住,,,1080928,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10130000,68423,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟03樓號,12.89,住,,,1080928,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9100000,61391,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟15樓號,16.1,住,,,1081022,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12130000,68764,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟15樓號,9.52,住,,,1080928,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6360000,72744,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟05樓號,14.31,住,,,1080929,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10550000,65917,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟14樓號,15.29,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11170000,66024,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟05樓號,12.87,住,,,1081001,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9140000,61736,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟03樓號,16.1,住,,,1081004,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11580000,65665,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟04樓號,12.87,住,,,1080930,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9050000,61128,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟13樓號,9.52,住,,,1080929,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6300000,72058,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟20樓號,9.52,住,,,1081001,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7400000,65336,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟20樓號,16.1,住,,,1080928,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12590000,71392,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟10樓號,16.1,住,,,1080928,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12020000,68141,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟07樓號,9.52,住,,,1080929,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5900000,67483,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟15樓號,14.31,住,,,1080929,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11120000,69431,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟13樓號,9.52,住,,,1080930,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7000000,61805,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟15樓號,9.52,住,,,1080930,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7420000,65513,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟06樓號,13.59,住,,,1080929,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9800000,63406,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟19樓號,13.59,住,,,1081001,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10700000,69233,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟10樓號,9.52,住,,,1080929,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6300000,72058,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟14樓號,12.89,住,,,1081007,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9300000,62740,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟19樓號,14.31,住,,,1080929,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11150000,69666,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟19樓號,14.31,住,,,1081005,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11300000,70554,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟13樓號,16.1,住,,,1081002,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11600000,65760,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟06樓號,9.52,住,,,1081001,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5860000,67025,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟03樓號,9.52,住,,,1080930,土地1建物1車位0,,,05,,,,,2,2,1,有,無,5860000,67025,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段S02棟01樓號,30.77,住,,,1081007,土地1建物1車位1,,,03,,,,,0,0,1,有,無,31880000,103962,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟10樓號,13.59,住,,,1081009,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10010000,64764,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟07樓號,12.89,住,,,1081001,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9310000,62808,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟22樓號,13.59,住,,,1081101,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10260000,66382,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟07樓號,12.87,住,,,1081016,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9680000,65383,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段S01棟01樓號,34.81,住,,,1081004,土地1建物1車位1,,,03,,,,,0,0,1,有,無,36860000,107429,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟05樓號,13.59,住,,,1081015,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9490000,61400,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟07樓號,13.59,住,,,1081003,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10150000,65670,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟14樓號,16.1,住,,,1081001,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12300000,69748,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟14樓號,10.47,住,,,1081004,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7800000,64008,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段S03棟01樓號,35.51,住,,,1081002,土地1建物1車位1,,,03,,,,,0,0,1,有,無,35100000,100300,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟07樓號,14.31,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10920000,68229,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟06樓號,13.59,住,,,1081004,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9980000,64575,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟09樓號,12.89,住,,,1081007,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9880000,66653,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟09樓號,9.52,住,,,1081005,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6180000,70685,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟09樓號,16.1,住,,,1081007,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12250000,69464,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟09樓號,12.87,住,,,1081009,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9700000,65518,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟22樓號,9.52,住,,,1081014,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7590000,67014,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟10樓號,14.31,住,,,1081012,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10960000,68432,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟11樓號,9.52,住,,,1081022,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6350000,72630,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟20樓號,14.31,住,,,1081102,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11370000,70992,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟03樓號,12.87,住,,,1081022,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9650000,65181,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟09樓號,16.1,住,,,1081027,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12080000,68481,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段S05棟01樓號,40.1,住,,,1081031,土地1建物1車位0,,,03,,,,,0,0,1,有,無,36880000,100704,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟09樓號,9.52,住,,,1081026,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6330000,72401,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟07樓號,9.52,住,,,1081026,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6230000,71257,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟05樓號,16.1,住,,,1081026,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11850000,67177,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟11樓號,9.52,住,,,1081026,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6400000,73201,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B02棟17樓號,9.52,住,,,1081026,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6560000,75031,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟11樓號,16.1,住,,,1081027,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12110000,68651,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟19樓號,12.89,住,,,1081101,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10210000,68879,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟17樓號,12.89,住,,,1081103,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10160000,68542,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟20樓號,12.89,住,,,1081101,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10010000,67530,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟19樓號,16.1,住,,,1081106,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12500000,70882,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟20樓號,9.52,住,,,1081103,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7910000,69839,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟19樓號,16.1,住,,,1081105,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12380000,70181,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟22樓號,12.89,住,,,1081105,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9850000,66451,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟17樓號,16.1,住,,,1081102,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12700000,71995,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟17樓號,16.1,住,,,1081102,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12700000,72016,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟20樓號,16.1,住,,,1081106,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12480000,70748,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟17樓號,14.31,住,,,1081107,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11600000,72477,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟19樓號,9.52,住,,,1081119,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7800000,68868,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟11樓號,12.87,住,,,1081107,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9950000,67207,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟17樓號,13.59,住,,,1081107,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10700000,69229,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟21樓號,16.1,住,,,1081116,土地1建物1車位1,,,05,,,,,3,2,2,有,無,13010000,73774,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟21樓號,9.52,住,,,1081114,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7860000,69398,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟15樓號,12.87,住,,,1081110,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10350000,69909,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟11樓號,14.31,住,,,1081117,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11200000,69930,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟22樓號,16.1,住,,,1081124,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12410000,70351,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟08樓號,16.1,住,,,1081124,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12570000,71279,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟21樓號,16.1,住,,,1081124,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12730000,72166,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟21樓號,14.31,住,,,1081121,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11500000,71803,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B07棟08樓號,13.59,住,,,1081128,土地1建物1車位0,,,05,,,,,2,2,2,有,無,9060000,70380,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟22樓號,9.52,住,,,1081122,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7770000,68603,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟09樓號,13.59,住,,,1081205,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10580000,68452,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟22樓號,14.31,住,,,1081124,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10950000,68369,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟08樓號,16.1,住,,,1081130,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12480000,70748,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟22樓號,16.1,住,,,1081202,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12500000,70882,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段A03棟07樓號,14.31,住,,,1081125,土地1建物1車位0,,,05,,,,,3,2,2,有,無,9550000,71094,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟17樓號,9.52,住,,,1081206,土地1建物1車位1,,,05,,,,,2,2,1,有,無,8000000,70634,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟08樓號,9.52,住,,,1081124,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7500000,66219,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟20樓號,14.31,住,,,1081125,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11680000,72977,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟08樓號,14.31,住,,,1081126,土地1建物1車位1,,,05,,,,,3,2,2,有,無,10930000,68291,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟13樓號,14.31,住,,,1081127,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11290000,70540,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B06棟12樓號,9.52,住,,,1081130,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7700000,67985,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟11樓號,13.59,住,,,1081208,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10430000,67482,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟12樓號,14.31,住,,,1081203,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11210000,69993,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A05棟12樓號,16.1,住,,,1081203,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12380000,70181,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟21樓號,9.52,住,,,1081205,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7870000,69486,,,,,,
中西區,房地(土地+建物),臺南市中西區中華西路二段B06棟08樓號,9.52,住,,,1081205,土地1建物1車位0,,,05,,,,,2,2,1,有,無,6280000,71829,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟12樓號,14.31,住,,,1081207,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11250000,70291,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟13樓號,13.59,住,,,1081208,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10530000,68129,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟08樓號,12.87,住,,,1081211,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9950000,67207,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟21樓號,13.59,住,,,1081209,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11020000,71304,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟20樓號,13.59,住,,,1081209,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11200000,72468,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟15樓號,14.31,住,,,1081211,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11550000,72165,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B02棟12樓號,9.52,住,,,1081212,土地1建物1車位1,,,05,,,,,2,2,1,有,無,7660000,67632,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟04樓號,16.1,住,,,1081220,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11970000,67876,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟10樓號,14.31,住,,,1081221,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11700000,73102,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟11樓號,14.31,住,,,1090101,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11660000,72852,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B03棟12樓號,12.87,住,,,1081224,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10350000,69909,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟21樓號,13.59,住,,,1081226,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11650000,75375,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟22樓號,14.31,住,,,1081224,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11720000,73227,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟17樓號,14.31,住,,,1090108,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11920000,74426,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟03樓號,14.31,住,,,1081225,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11050000,69041,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟04樓號,13.59,住,,,1081230,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9860000,63798,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟17樓號,13.59,住,,,1090103,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11070000,71627,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟08樓號,14.31,住,,,1090111,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11550000,72115,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟12樓號,13.59,住,,,1090111,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11250000,72787,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟11樓號,16.1,住,,,1081217,土地1建物1車位1,,,05,,,,,3,2,2,有,無,13000000,73717,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A03棟09樓號,14.31,住,,,1090117,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11550000,72115,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A02棟09樓號,14.31,住,,,1090118,土地1建物1車位1,,,05,,,,,3,2,2,有,無,11750000,73415,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B05棟11樓號,12.89,住,,,1090110,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10850000,73197,,,,,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段A2棟24樓號,34.46,住,,,1090922,土地1建物1車位2,,,05,,,,,4,2,2,有,無,22690000,79650,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟07樓號,13.59,住,,,1090110,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10880000,70398,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟11樓號,13.59,住,,,1090116,土地1建物1車位1,,,05,,,,,2,2,2,有,無,10700000,69233,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟12樓號,13.59,住,,,1090112,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11100000,71821,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟09樓號,13.59,住,,,1090117,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11110000,71886,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟15樓號,13.59,住,,,1090127,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11150000,72140,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段A01棟12樓號,16.1,住,,,1090201,土地1建物1車位1,,,05,,,,,3,2,2,有,無,13730000,77857,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟13樓號,13.59,住,,,1090204,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11200000,72468,,,,,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段A2棟23樓號,34.71,住,,,1090924,土地1建物1車位2,,,05,,,,,4,2,2,有,無,22600000,79334,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟20樓號,13.59,住,,,1090201,土地1建物1車位1,,,05,,,,,2,2,2,有,無,11660000,75440,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B01棟03樓號,13.59,住,,,1090130,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9930000,64251,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟03樓號,13.59,住,,,1090130,土地1建物1車位1,,,05,,,,,2,2,2,有,無,9920000,64182,,,,,,
中西區,房地(土地+建物)+車位,臺南市中西區中華西路二段B07棟14樓號,15.23,住,,,1090205,土地1建物1車位1,,,05,,,,,3,2,2,有,無,12120000,70241,,,,,,
