,District,MainMaterial,B_area,LivingR,BathR,Price,PropertyType2,log_Price,log_B_area
1135,三重區,鋼筋混凝土造,157.56,2,2,17980000.0,住宅大樓,16.704770587007747,5.059806338102705
1136,三重區,鋼筋混凝土造,44.58,1,1,3800000.0,公寓,15.150511624696614,3.797285327957723
1137,三重區,鋼筋混凝土造,39.81,0,1,3850000.0,住宅大樓,15.163583706263967,3.684118137012226
1138,三重區,鋼筋混凝土造,79.16,2,2,17980000.0,住宅大樓,16.704770587007747,4.371471120734365
1139,八里區,鋼筋混凝土造,200.41,2,2,9200000.0,華廈,16.034714042019267,5.300365268165337
1140,三峽區,鋼筋混凝土造,201.61,2,2,11550000.0,住宅大樓,16.26219599493208,5.30633513814162
1141,三峽區,鋼筋混凝土造,115.73,2,2,5100000.0,住宅大樓,15.444751097694555,4.751259891859986
1142,三峽區,鋼筋混凝土造,69.69,0,2,4350000.0,住宅大樓,15.285686403064867,4.244056835450428
1143,樹林區,鋼筋混凝土造,104.9,1,2,5100000.0,公寓,15.444751097694555,4.653007515402251
1144,三峽區,鋼筋混凝土造,203.69,2,2,13900000.0,住宅大樓,16.44739939810092,5.316599230226049
1145,樹林區,鋼筋混凝土造,83.75,0,0,3650000.0,公寓,15.110237725558674,4.427836170705175
1146,土城區,鋼筋混凝土造,92.99,2,1,4150000.0,公寓,15.238618892206881,4.5324919604901055
1147,淡水區,鋼筋混凝土造,70.9,1,1,3650000.0,住宅大樓,15.110237725558674,4.2612704335380815
1148,淡水區,鋼筋混凝土造,268.9,2,3,18400000.0,住宅大樓,16.727861222579214,5.5943395632748185
1149,淡水區,鋼筋混凝土造,204.55,2,2,10000000.0,住宅大樓,16.11809565095832,5.320812444375408
1150,汐止區,鋼筋混凝土造,112.07,2,1,3800000.0,住宅大樓,15.150511624696614,4.719123676063936
1151,汐止區,鋼筋混凝土造,91.28,2,1,6450000.0,華廈,15.679590688771956,4.51393170555382
1152,淡水區,鋼筋混凝土造,183.96,2,2,6500000.0,住宅大樓,15.687312734865866,5.214718342671723
1153,淡水區,鋼筋混凝土造,251.18,3,4,19000000.0,透天厝,16.759949537130716,5.526169813589981
1154,淡水區,鋼筋混凝土造,118.19,2,2,6400000.0,住宅大樓,15.671808548329901,4.7722934990241495
1155,三重區,鋼筋混凝土造,257.15,2,2,20000000.0,住宅大樓,16.811242831518264,5.549659572220925
1156,蘆洲區,鋼筋混凝土造,109.53,2,2,9300000.0,華廈,16.045524958123483,4.696198484335655
1157,板橋區,鋼筋混凝土造,81.68,1,2,4700000.0,公寓,15.363073066680286,4.402809173856411
1158,新莊區,鋼筋混凝土造,48.27,1,1,4700000.0,華廈,15.363073066680286,3.8768102496724017
1159,林口區,鋼筋混凝土造,173.52,1,3,12000000.0,公寓,16.300417207752275,5.156292866518619
1160,淡水區,鋼筋混凝土造,98.31,1,1,3100000.0,公寓,14.946912669455374,4.588125751378833
1161,淡水區,鋼筋混凝土造,90.69,1,1,6680000.0,住宅大樓,15.714628545512829,4.507447097459476
1162,中和區,加強磚造,32.68,0,0,9000000.0,其他,16.012735135300492,3.486763269991802
1163,永和區,鋼筋混凝土造,162.4,2,2,21680000.0,華廈,16.89190073453572,5.090062427727577
1164,蘆洲區,鋼筋混凝土造,111.06,2,2,13000000.0,公寓,16.38045991542581,4.710070595813461
1165,中和區,鋼筋混凝土造,150.83,2,2,12000000.0,住宅大樓,16.300417207752275,5.016153374780161
1166,新莊區,鋼筋混凝土造,83.45,2,1,4800000.0,公寓,15.38412647587812,4.424247650107844
1167,新莊區,鋼筋混凝土造,93.83,2,1,6380000.0,公寓,15.668678655320972,4.541484634301958
1168,林口區,鋼筋混凝土造,157.36,2,2,10390000.0,華廈,16.156354363075412,5.058536174080804
1169,板橋區,鋼筋混凝土造,60.46,2,1,6730000.0,住宅大樓,15.72208570162091,4.101981989351312
1170,土城區,鋼筋混凝土造,66.7,1,1,6180000.0,住宅大樓,15.636828829433874,4.200204952921578
1171,三重區,鋼筋混凝土造,86.9,2,2,6090000.0,公寓,15.622158639686079,4.464758032271346
1172,蘆洲區,鋼筋混凝土造,146.34,2,2,10300000.0,住宅大樓,16.147654453199863,4.985932681455884
1173,中和區,鋼筋混凝土造,131.21,2,2,13700000.0,住宅大樓,16.432906390798355,4.876799093117625
1174,中和區,鋼筋混凝土造,75.76,2,1,8800000.0,住宅大樓,15.990262279448435,4.327570448877823
1175,新店區,加強磚造,111.33,2,2,14750000.0,公寓,16.5067536407501,4.712498763740616
1176,汐止區,鋼筋混凝土造,79.6,1,1,3200000.0,公寓,14.978661367769956,4.377014092850337
1177,萬里區,鋼筋混凝土造,169.53,2,2,5000000.0,住宅大樓,15.424948470398375,5.133029902309862
1178,八里區,鋼筋混凝土造,152.25,2,2,9250000.0,住宅大樓,16.04013410948861,5.025523906590006
1179,新店區,鋼筋混凝土造,132.54,1,2,15200000.0,公寓,16.536805985816503,4.8868844866600805
1181,新莊區,鋼筋混凝土造,151.12,1,1,9600000.0,華廈,16.077273656438063,5.0180742231932545
1182,新莊區,鋼筋混凝土造,139.27,1,2,11300000.0,華廈,16.240313283682568,4.936414495065001
1183,新莊區,鋼筋混凝土造,92.29,2,2,8370000.0,住宅大樓,15.940164442465658,4.524935793277486
1184,樹林區,鋼筋混凝土造,55.38,1,1,3000000.0,住宅大樓,14.914122846632385,4.014218517742816
1185,樹林區,鋼筋混凝土造,149.12,2,2,9300000.0,住宅大樓,16.045524958123483,5.004751350937281
1186,三重區,鋼筋混凝土造,91.0,2,1,6500000.0,公寓,15.687312734865866,4.51085950651685
1187,三重區,加強磚造,103.28,0,8,15000000.0,透天厝,16.523560759066484,4.637443746538387
1188,三重區,加強磚造,104.56,0,10,15000000.0,透天厝,16.523560759066484,4.649761069315966
1189,蘆洲區,鋼筋混凝土造,131.01,2,2,8550000.0,華廈,15.961441840912943,4.87527365616558
1190,蘆洲區,鋼筋混凝土造,64.0,1,3,4850000.0,公寓,15.394489262913666,4.1588830833596715
1191,蘆洲區,加強磚造,57.8,1,1,4850000.0,公寓,15.394489262913666,4.056988775678332
1192,中和區,鋼筋混凝土造,77.79,1,1,7200000.0,住宅大樓,15.789591583986283,4.354012888218683
1193,永和區,鋼筋混凝土造,69.2,0,4,7900000.0,公寓,15.88237331743725,4.237000862623624
1194,中和區,鋼筋混凝土造,82.16,2,1,6900000.0,公寓,15.747031969567487,4.408668565620303
1195,中和區,加強磚造,84.98,1,1,15000000.0,公寓,16.523560759066484,4.442415934686665
1196,中和區,鋼筋混凝土造,88.11,1,1,7400000.0,公寓,15.816990558174398,4.4785860338786385
1197,新莊區,鋼筋混凝土造,145.65,2,2,10450000.0,住宅大樓,16.162112536375094,4.981206483405444
1198,新莊區,加強磚造,64.4,1,1,4600000.0,公寓,15.341566861459324,4.165113633110308
1199,新莊區,鋼筋混凝土造,155.76,2,2,14850000.0,住宅大樓,16.51351042321298,5.048316361063944
1200,新莊區,鋼筋混凝土造,113.02,3,3,9880000.0,公寓,16.10602306972405,4.727564794201697
1201,板橋區,鋼筋混凝土造,108.56,2,2,11300000.0,公寓,16.240313283682568,4.687303015526614
1202,板橋區,鋼筋混凝土造,89.08,1,1,5500000.0,公寓,15.520258650202699,4.489534842389167
1203,土城區,鋼筋混凝土造,78.69,1,1,5000000.0,住宅大樓,15.424948470398375,4.365516082546892
1204,板橋區,見其他登記事項,87.82,1,1,9650000.0,住宅大樓,16.082468473315167,4.475289265133571
1205,板橋區,見其他登記事項,57.42,1,1,11500000.0,住宅大樓,16.25785759333348,4.050392674692918
1206,板橋區,鋼筋混凝土造,135.22,2,2,9500000.0,住宅大樓,16.06680235657077,4.906903081662532
1207,土城區,鋼筋混凝土造,106.5,2,2,11800000.0,住宅大樓,16.283610089435893,4.66814498514948
1208,土城區,鋼筋混凝土造,94.37,2,2,8000000.0,公寓,15.89495209964411,4.547223226033242
1209,土城區,鋼筋混凝土造,157.76,2,1,12150000.0,住宅大樓,16.31283972775083,5.061074890854325
1210,汐止區,鋼筋混凝土造,67.33,1,1,5600000.0,住宅大樓,15.538277155705378,4.20960590255719
1211,新店區,鋼筋混凝土造,108.58,2,2,6100000.0,公寓,15.623799329143539,4.687487228477305
1212,新店區,鋼筋混凝土造,98.43,2,1,11000000.0,住宅大樓,16.213405830762646,4.58934563564112
1213,新店區,鋼筋混凝土造,197.84,2,2,27050000.0,住宅大樓,17.113197563256765,5.287458623213161
1214,新店區,鋼筋混凝土造,85.59,2,1,17000000.0,公寓,16.64872390202049,4.4495684538935185
1215,淡水區,鋼筋混凝土造,99.58,1,1,5800000.0,住宅大樓,15.573368475516649,4.600961341214036
1216,淡水區,鋼筋混凝土造,163.11,1,2,10510000.0,住宅大樓,16.167837742853134,5.094424819825939
1217,淡水區,鋼筋混凝土造,90.12,2,1,7450000.0,住宅大樓,15.823724590355742,4.501142115564043
1218,淡水區,鋼筋混凝土造,117.44,1,1,7380000.0,住宅大樓,15.814284196576656,4.765927564866206
1219,三芝區,鋼筋混凝土造,34.95,0,0,660000.0,住宅大樓,13.399995114002609,3.5539184686798193
1220,淡水區,鋼筋混凝土造,164.51,1,2,10500000.0,住宅大樓,16.166885815127753,5.102971358631329
1221,淡水區,鋼筋混凝土造,161.5,1,2,10200000.0,住宅大樓,16.1378982782545,5.084505142662711
1222,淡水區,鋼筋混凝土造,164.51,1,2,10350000.0,住宅大樓,16.15249707767565,5.102971358631329
1223,淡水區,鋼筋混凝土造,164.51,1,2,9450000.0,住宅大樓,16.061525299469924,5.102971358631329
1224,淡水區,鋼筋混凝土造,164.51,1,2,10900000.0,住宅大樓,16.204273347199372,5.102971358631329
1225,淡水區,鋼筋混凝土造,163.11,1,2,10580000.0,住宅大樓,16.174475984394427,5.094424819825939
1226,淡水區,鋼筋混凝土造,166.08,1,2,10220000.0,住宅大樓,16.13985714273983,5.112469599977524
1227,淡水區,鋼筋混凝土造,164.51,1,2,10400000.0,住宅大樓,16.1573163641116,5.102971358631329
1228,淡水區,鋼筋混凝土造,164.51,1,2,10000000.0,住宅大樓,16.11809565095832,5.102971358631329
1229,八里區,鋼筋混凝土造,143.88,2,2,4800000.0,住宅大樓,15.38412647587812,4.968979618827423
1230,淡水區,鋼筋混凝土造,163.11,1,2,10000000.0,住宅大樓,16.11809565095832,5.094424819825939
1231,淡水區,鋼筋混凝土造,138.56,2,2,5650000.0,住宅大樓,15.547166103122624,4.931303444814125
1232,淡水區,鋼筋混凝土造,163.11,1,2,10300000.0,住宅大樓,16.147654453199863,5.094424819825939
1233,淡水區,鋼筋混凝土造,163.11,1,2,10600000.0,住宅大樓,16.176364559082295,5.094424819825939
1234,淡水區,鋼筋混凝土造,115.24,1,1,7000000.0,住宅大樓,15.761420707019587,4.7470169102163275
1235,淡水區,鋼筋混凝土造,167.44,2,2,9680000.0,住宅大樓,16.08557245925276,5.120625078137745
1236,淡水區,鋼筋混凝土造,194.6,2,2,9680000.0,住宅大樓,16.08557245925276,5.270946169751904
1237,淡水區,鋼筋混凝土造,38.93,0,1,1150000.0,公寓,13.955272500339433,3.6617651616223643
1238,淡水區,鋼筋混凝土造,115.24,1,1,7000000.0,住宅大樓,15.761420707019587,4.7470169102163275
1239,淡水區,鋼筋混凝土造,117.44,1,1,6750000.0,住宅大樓,15.725053062848712,4.765927564866206
1240,淡水區,鋼筋混凝土造,117.44,1,1,7100000.0,住宅大樓,15.775605342011543,4.765927564866206
1241,淡水區,鋼筋混凝土造,163.11,1,2,9600000.0,住宅大樓,16.077273656438063,5.094424819825939
1242,淡水區,鋼筋混凝土造,163.11,1,2,9980000.0,住宅大樓,16.116093648287645,5.094424819825939
1243,淡水區,鋼筋混凝土造,115.24,1,1,7000000.0,住宅大樓,15.761420707019587,4.7470169102163275
1244,淡水區,鋼筋混凝土造,285.53,1,2,18900000.0,住宅大樓,16.75467248002987,5.65434710238478
1245,淡水區,鋼筋混凝土造,62.66,1,1,3720000.0,住宅大樓,15.129234226249329,4.137723285524046
1246,淡水區,鋼筋混凝土造,138.3,2,2,5500000.0,公寓,15.520258650202699,4.929425238670713
1247,三芝區,鋼筋混凝土造,136.0,2,2,1980000.0,華廈,14.498607402670718,4.912654885736052
1248,淡水區,鋼筋混凝土造,73.92,0,1,5000000.0,店面,15.424948470398375,4.302983427333428
1249,淡水區,鋼筋混凝土造,151.64,2,2,12000000.0,華廈,16.300417207752275,5.021509290648134
1250,淡水區,鋼筋混凝土造,58.18,1,1,3400000.0,住宅大樓,15.03928598958639,4.063541653067055
1251,淡水區,鋼筋混凝土造,195.26,2,2,10880000.0,住宅大樓,16.20243679939207,5.274332003797525
1252,淡水區,鋼筋混凝土造,161.5,1,2,9820000.0,住宅大樓,16.09993168033065,5.084505142662711
1253,淡水區,鋼筋混凝土造,161.5,1,2,9400000.0,住宅大樓,16.056220247240233,5.084505142662711
1254,淡水區,鋼筋混凝土造,115.24,1,1,6790000.0,住宅大樓,15.730961499534878,4.7470169102163275
1255,淡水區,鋼筋混凝土造,115.24,1,1,6440000.0,住宅大樓,15.678039098080536,4.7470169102163275
1256,淡水區,鋼筋混凝土造,115.24,1,1,6540000.0,住宅大樓,15.693447723433382,4.7470169102163275
1257,淡水區,鋼筋混凝土造,161.5,1,2,9380000.0,住宅大樓,16.054090320982407,5.084505142662711
1258,淡水區,鋼筋混凝土造,161.5,1,2,9780000.0,住宅大樓,16.095850042011,5.084505142662711
1259,淡水區,鋼筋混凝土造,164.51,1,2,10600000.0,住宅大樓,16.176364559082295,5.102971358631329
1260,淡水區,鋼筋混凝土造,163.11,1,2,10250000.0,住宅大樓,16.14278826354869,5.094424819825939
1261,淡水區,鋼筋混凝土造,163.11,1,2,10450000.0,住宅大樓,16.162112536375094,5.094424819825939
1262,淡水區,鋼筋混凝土造,115.24,1,1,6940000.0,住宅大樓,15.752812332482987,4.7470169102163275
1263,淡水區,鋼筋混凝土造,115.24,1,1,6780000.0,住宅大樓,15.729487659916579,4.7470169102163275
1264,淡水區,鋼筋混凝土造,161.5,1,2,10080000.0,住宅大樓,16.126063820607495,5.084505142662711
1265,淡水區,鋼筋混凝土造,164.51,1,2,9600000.0,住宅大樓,16.077273656438063,5.102971358631329
1266,淡水區,鋼筋混凝土造,164.51,1,2,10220000.0,住宅大樓,16.13985714273983,5.102971358631329
1267,淡水區,鋼筋混凝土造,163.11,1,2,9980000.0,住宅大樓,16.116093648287645,5.094424819825939
1268,淡水區,鋼筋混凝土造,164.51,1,2,10700000.0,住宅大樓,16.185754299432134,5.102971358631329
1269,淡水區,鋼筋混凝土造,164.51,1,2,9750000.0,住宅大樓,16.09277784297403,5.102971358631329
1270,淡水區,鋼筋混凝土造,115.24,1,1,6500000.0,住宅大樓,15.687312734865866,4.7470169102163275
1271,淡水區,鋼筋混凝土造,164.51,1,2,9600000.0,住宅大樓,16.077273656438063,5.102971358631329
1272,淡水區,鋼筋混凝土造,164.51,1,2,10580000.0,住宅大樓,16.174475984394427,5.102971358631329
1273,淡水區,鋼筋混凝土造,163.11,1,2,10390000.0,住宅大樓,16.156354363075412,5.094424819825939
1274,淡水區,鋼筋混凝土造,115.24,1,1,6450000.0,住宅大樓,15.679590688771956,4.7470169102163275
1275,淡水區,鋼筋混凝土造,115.24,1,1,6900000.0,住宅大樓,15.747031969567487,4.7470169102163275
1276,淡水區,鋼筋混凝土造,115.24,1,1,6780000.0,住宅大樓,15.729487659916579,4.7470169102163275
1277,淡水區,鋼筋混凝土造,33.84,0,1,1650000.0,住宅大樓,14.316285845876763,3.521643534738023
1278,淡水區,鋼筋混凝土造,30.13,0,1,1250000.0,公寓,14.038654109278484,3.40552135314221
1279,新店區,鋼筋混凝土造,81.46,2,1,5800000.0,住宅大樓,15.573368475516649,4.400112102220266
1280,新店區,鋼筋混凝土造,175.97,3,3,18000000.0,公寓,16.70588231586044,5.17031352596367
1281,新店區,鋼筋混凝土造,91.65,2,2,6300000.0,公寓,15.65606019136176,4.517976974285714
1282,新店區,鋼筋混凝土造,110.97,2,2,8390000.0,住宅大樓,15.942551078443389,4.709259894512472
1283,新店區,鋼筋混凝土造,46.52,1,1,5600000.0,住宅大樓,15.538277155705378,3.839882327650464
1284,新店區,鋼筋混凝土造,158.24,2,2,24500000.0,華廈,17.014183675514957,5.064112867874402
1285,新店區,鋼筋混凝土造,49.17,1,1,4500000.0,住宅大樓,15.319587954740548,3.895283681423848
1286,汐止區,鋼筋混凝土造,320.62,2,2,37450000.0,住宅大樓,17.4385172679275,5.770256621261527
1287,汐止區,鋼筋混凝土造,206.17,2,2,17660000.0,住宅大樓,16.68681275314009,5.3287010711824765
1288,汐止區,鋼筋混凝土造,49.86,0,1,4320000.0,住宅大樓,15.278765960220293,3.9092190780954117
1289,汐止區,鋼筋混凝土造,143.9,2,2,13950000.0,住宅大樓,16.45099006623165,4.969118613893322
1290,汐止區,鋼筋混凝土造,262.71,2,2,22590000.0,住宅大樓,16.933017888444187,5.571050762202242
1291,汐止區,鋼筋混凝土造,83.96,2,2,6800000.0,華廈,15.732433170146335,4.430340494952432
1292,汐止區,鋼筋混凝土造,54.38,1,1,5200000.0,住宅大樓,15.464169183551656,3.995996439204325
1293,板橋區,鋼筋混凝土造,96.76,0,1,10000000.0,公寓,16.11809565095832,4.572233685741827
1294,板橋區,鋼筋混凝土造,168.7,2,2,18300000.0,華廈,16.722411617811648,5.128121989551922
1295,新莊區,鋼筋混凝土造,102.17,2,2,12100000.0,公寓,16.308716010566968,4.626638092603332
1296,新莊區,鋼筋混凝土造,186.92,2,3,16000000.0,華廈,16.588099280204055,5.230680717832225
1297,林口區,鋼筋混凝土造,121.02,2,2,9800000.0,住宅大樓,16.0978929436408,4.795955821194175
1298,新莊區,鋼筋混凝土造,220.24,0,11,20800000.0,華廈,16.850463544671545,5.394717860834352
1299,新莊區,鋼筋混凝土造,31.92,1,1,2500000.0,公寓,14.73180128983843,3.463232772581608
1300,新莊區,鋼筋混凝土造,103.66,1,1,9600000.0,住宅大樓,16.077273656438063,4.641116312761561
1301,中和區,鋼筋混凝土造,41.52,0,0,3000000.0,住宅大樓,14.914122846632385,3.7261752388576332
1302,中和區,鋼筋混凝土造,62.85,2,1,8900000.0,住宅大樓,16.00156183470237,4.140750935036256
1303,中和區,見其他登記事項,66.05,2,1,4900000.0,公寓,15.404745763080856,4.190412030968334
1304,中和區,鋼筋混凝土造,98.04,2,2,8400000.0,公寓,15.943742263813542,4.585375558659912
1305,中和區,鋼筋混凝土造,180.9,2,2,16500000.0,住宅大樓,16.61887093887081,5.19794439240125
1306,三重區,鋼筋混凝土造,85.0,1,1,6500000.0,公寓,15.687312734865866,4.442651256490317
1307,蘆洲區,鋼筋混凝土造,146.31,2,2,11400000.0,住宅大樓,16.249123913364723,4.985727658390071
1308,三重區,加強磚造,65.7,2,1,4500000.0,公寓,15.319587954740548,4.185098925490565
1309,三重區,加強磚造,65.7,2,1,3800000.0,公寓,15.150511624696614,4.185098925490565
1310,三重區,加強磚造,65.7,2,1,5200000.0,公寓,15.464169183551656,4.185098925490565
1311,三重區,加強磚造,63.6,2,1,4870000.0,透天厝,15.398604495058773,4.152613470346076
1312,三重區,加強磚造,80.0,2,1,6800000.0,公寓,15.732433170146335,4.382026634673881
1313,樹林區,鋼筋混凝土造,92.56,2,1,5500000.0,公寓,15.520258650202699,4.527857082885421
1314,三峽區,鋼筋混凝土造,161.64,2,2,9550000.0,住宅大樓,16.07205171245691,5.085371640210273
1315,樹林區,鋼筋混凝土造,171.77,2,2,9600000.0,華廈,16.077273656438063,5.146156372648934
1316,三峽區,鋼筋混凝土造,42.58,0,1,2700000.0,住宅大樓,14.808762330974558,3.7513846594653333
1317,板橋區,鋼筋混凝土造,133.45,1,2,14950000.0,住宅大樓,16.52022185780097,4.8937268758505335
1318,新店區,鋼筋混凝土造,70.91,1,1,12000000.0,公寓,16.300417207752275,4.261411467315905
1319,新店區,鋼筋混凝土造,38.57,1,1,5900000.0,住宅大樓,15.590462908875947,3.6524747722201365
1320,新店區,鋼筋混凝土造,80.01,2,2,5210000.0,公寓,15.46609041372955,4.382151626862033
1321,新店區,鋼筋混凝土造,73.91,2,1,9000000.0,公寓,16.012735135300492,4.302848136796795
1322,淡水區,鋼筋混凝土造,107.02,1,1,6850000.0,住宅大樓,15.739759210238407,4.673015732883159
1323,淡水區,鋼筋混凝土造,32.63,1,1,1950000.0,住宅大樓,14.48333993053993,3.4852321106052293
1324,汐止區,鋼筋混凝土造,165.61,2,2,6390000.0,住宅大樓,15.670244826353718,5.1096356266014
1325,新店區,鋼筋混凝土造,92.93,1,2,4600000.0,公寓,15.341566861459324,4.531846521569248
1326,新店區,加強磚造,82.94,1,1,7600000.0,公寓,15.84365880525656,4.418117454818235
1327,汐止區,鋼骨鋼筋混凝土造,82.79,2,1,4550000.0,住宅大樓,15.330637790927133,4.416307281150715
1328,中和區,鋼筋混凝土造,89.81,2,2,9700000.0,公寓,16.08763644347361,4.497696327682858
1329,永和區,鋼筋混凝土造,87.98,2,2,9800000.0,公寓,16.0978929436408,4.477109515920573
1330,三重區,鋼筋混凝土造,92.46,2,1,6200000.0,公寓,15.64005985001532,4.526776118560079
1331,三峽區,鋼筋混凝土造,104.58,1,1,4380000.0,公寓,15.292559282352629,4.649952328759984
1332,樹林區,鋼筋混凝土造,104.75,2,1,6000000.0,住宅大樓,15.60727002719233,4.6515765588022475
1333,樹林區,鋼筋混凝土造,115.45,2,1,4100000.0,公寓,15.226497531674536,4.748837535800504
1334,樹林區,鋼筋混凝土造,97.3,1,2,6400000.0,公寓,15.671808548329901,4.577798989191959
1335,板橋區,鋼筋混凝土造,40.7,0,0,3500000.0,套房,15.068273526459642,3.7062280924485496
1336,三芝區,鋼筋混凝土造,174.7,2,2,3050000.0,華廈,14.930652148583594,5.163070217140011
1337,淡水區,鋼筋混凝土造,132.81,2,2,8200000.0,住宅大樓,15.919644712234481,4.8889195354121595
1338,淡水區,鋼筋混凝土造,153.5,2,2,12800000.0,華廈,16.364955728889846,5.033700567027251
1339,八里區,鋼筋混凝土造,121.79,2,2,4500000.0,住宅大樓,15.319587954740548,4.802298250099019
1340,淡水區,鋼筋混凝土造,164.44,0,0,13000000.0,住宅大樓,16.38045991542581,5.102545762029678
1341,中和區,鋼筋混凝土造,89.08,1,1,8150000.0,公寓,15.913528485217045,4.489534842389167
1342,中和區,鋼筋混凝土造,82.68,2,1,5500000.0,公寓,15.520258650202699,4.414977734813568
1343,三重區,加強磚造,68.0,2,3,9000000.0,透天厝,16.012735135300492,4.219507705176107
1344,中和區,鋼筋混凝土造,86.31,2,1,6700000.0,公寓,15.717618084361195,4.457945466231566
1345,中和區,鋼筋混凝土造,174.41,0,0,21980000.0,住宅大樓,16.90564350693975,5.161408849280577
1346,淡水區,鋼筋混凝土造,29.23,1,1,1400000.0,住宅大樓,14.151982794585487,3.3751955791231545
1347,新莊區,加強磚造,55.18,1,1,4860000.0,公寓,15.396548995876676,4.01060056878914
1348,板橋區,鋼筋混凝土造,100.01,2,1,11000000.0,公寓,16.213405830762646,4.605270180988425
1349,板橋區,加強磚造,63.68,1,1,7650000.0,公寓,15.850216205802719,4.1538705415361274
1350,板橋區,鋼筋混凝土造,123.17,1,1,7880000.0,住宅大樓,15.879838461834062,4.813565514953393
1351,板橋區,鋼筋混凝土造,102.33,2,2,10700000.0,住宅大樓,16.185754299432134,4.628202885098664
1352,板橋區,鋼筋混凝土造,89.4,1,2,7100000.0,公寓,15.775605342011543,4.493120682179469
1353,樹林區,鋼筋混凝土造,140.46,2,2,7800000.0,住宅大樓,15.86963429165982,4.944922750730875
1354,中和區,鋼筋混凝土造,77.06,2,1,5850000.0,公寓,15.58195221920804,4.344584339198011
1355,中和區,鋼筋混凝土造,107.92,2,2,7380000.0,公寓,15.814284196576656,4.6813902118995
1356,永和區,加強磚造,95.0,2,1,9800000.0,公寓,16.0978929436408,4.553876891600541
1357,中和區,鋼筋混凝土造,93.02,2,2,12400000.0,華廈,16.333207030575267,4.532814523795951
1358,汐止區,鋼筋混凝土造,135.68,1,1,7200000.0,住宅大樓,15.789591583986283,4.910299172043593
1359,新店區,鋼筋混凝土造,171.95,2,3,6750000.0,公寓,15.725053062848712,5.147203736878275
1360,汐止區,鋼筋混凝土造,41.71,1,1,1550000.0,住宅大樓,14.253765488895429,3.730740908208854
1361,汐止區,鋼筋混凝土造,152.29,1,1,9900000.0,住宅大樓,16.108045315104818,5.0257865978636
1362,淡水區,鋼筋混凝土造,78.5,1,1,6000000.0,公寓,15.60727002719233,4.363098624788363
1363,新店區,鋼筋混凝土造,156.72,1,1,13550000.0,公寓,16.421897105289982,5.054460773636285
1364,汐止區,鋼筋混凝土造,36.51,0,0,2830000.0,住宅大樓,14.85578726961942,3.5975861956675455
1365,汐止區,鋼筋混凝土造,180.96,2,2,15060000.0,住宅大樓,16.527552780336023,5.198276012367811
1366,汐止區,鋼筋混凝土造,72.91,2,1,6850000.0,華廈,15.739759210238407,4.289225803818339
1367,汐止區,鋼筋混凝土造,168.09,2,3,9600000.0,住宅大樓,16.077273656438063,5.124499550245303
1368,淡水區,鋼筋混凝土造,270.77,3,4,15680000.0,透天厝,16.567896572886536,5.601269752035662
1369,汐止區,鋼筋混凝土造,75.24,1,1,6400000.0,住宅大樓,15.671808548329901,4.32068300443283
1370,新莊區,鋼筋混凝土造,136.71,2,2,10600000.0,住宅大樓,16.176364559082295,4.9178618939439005
1371,新莊區,鋼筋混凝土造,118.46,2,2,6700000.0,住宅大樓,15.717618084361195,4.774575350848819
1372,新莊區,加強磚造,108.38,4,3,13650000.0,透天厝,16.429250079595242,4.685643570137968
1373,林口區,鋼筋混凝土造,122.67,2,1,7350000.0,住宅大樓,15.81021087118902,4.80949782304466
1374,土城區,鋼筋混凝土造,80.59,2,2,7750000.0,公寓,15.86320340132953,4.38937457233642
1375,板橋區,鋼筋混凝土造,173.64,2,2,19500000.0,華廈,16.785925023533974,5.156984190431393
1376,鶯歌區,加強磚造,96.48,1,2,3500000.0,透天厝,15.068273526459642,4.5693357329788755
1377,三峽區,鋼筋混凝土造,34.57,1,1,1800000.0,住宅大樓,14.403297222866392,3.5429862539335333
1378,三峽區,鋼筋混凝土造,144.62,3,2,8700000.0,住宅大樓,15.978833583624812,4.974109612746806
1379,三峽區,鋼筋混凝土造,108.39,1,2,5640000.0,住宅大樓,15.545394623474241,4.685735833827659
1380,樹林區,鋼筋混凝土造,296.19,2,2,22000000.0,住宅大樓,16.90655301132259,5.691001140291468
1381,三重區,加強磚造,188.88,2,2,10234700.0,透天厝,16.14129446546084,5.2411118927772575
1382,三重區,鋼筋混凝土造,29.0,2,1,2500000.0,公寓,14.73180128983843,3.367295829986474
1383,蘆洲區,鋼筋混凝土造,89.62,2,2,6700000.0,公寓,15.717618084361195,4.495578509357997
1384,三重區,鋼筋混凝土造,70.0,1,1,5500000.0,公寓,15.520258650202699,4.248495242049359
1385,蘆洲區,鋼筋混凝土造,113.48,2,1,7050000.0,公寓,15.768538174788452,4.73162660994065
1386,三重區,鋼筋混凝土造,160.1,2,1,17200000.0,住宅大樓,16.660419941783683,5.075798620002669
1387,中和區,鋼骨鋼筋混凝土造,260.47,2,2,24800000.0,住宅大樓,17.02635421113521,5.562487691413844
1388,中和區,鋼筋混凝土造,111.9,2,1,8800000.0,公寓,15.990262279448435,4.71760561531788
1389,中和區,鋼筋混凝土造,84.24,2,1,5800000.0,公寓,15.573368475516649,4.43366986782572
1390,中和區,鋼筋混凝土造,59.27,1,1,4600000.0,公寓,15.341566861459324,4.082103275799747
1391,林口區,鋼筋混凝土造,140.13,1,1,7850000.0,華廈,15.876024089758591,4.942570563182127
1392,泰山區,鋼筋混凝土造,154.7,2,2,10900000.0,住宅大樓,16.204273347199372,5.04148775757902
