,District,MainMaterial,B_area,LivingR,BathR,Price,PropertyType2,log_Price,log_B_area
0,中和區,鋼筋混凝土造,89.65,1,2,13900000.0,住宅大樓,16.44739939810092,4.495913200051142
1,新店區,鋼筋混凝土造,103.21,2,2,5000000.0,公寓,15.424948470398375,4.636765747577842
2,中和區,鋼筋混凝土造,57.6,1,1,4500000.0,公寓,15.319587954740548,4.053522567701846
3,八里區,鋼筋混凝土造,120.18,1,1,5350000.0,華廈,15.49260711887219,4.788990618905782
4,蘆洲區,鋼筋混凝土造,98.32,1,2,9500000.0,公寓,16.06680235657077,4.58822746525778
5,八里區,鋼筋混凝土造,75.99,2,1,3710000.0,住宅大樓,15.126542434583618,4.330601752681694
6,淡水區,鋼筋混凝土造,42.98,1,1,1820000.0,住宅大樓,14.414347059052979,3.7607348912143643
7,中和區,鋼筋混凝土造,105.64,2,2,10550000.0,住宅大樓,16.17163641788635,4.660037087428932
8,五股區,鋼筋混凝土造,140.44,2,2,7500000.0,華廈,15.830413578506539,4.944780351300231
9,蘆洲區,鋼筋混凝土造,57.11,1,1,5500000.0,住宅大樓,15.520258650202699,4.044979232676772
10,樹林區,鋼筋混凝土造,120.91,1,1,5800000.0,住宅大樓,15.573368475516649,4.795046467186156
11,五股區,鋼筋混凝土造,101.6,2,2,3800000.0,公寓,15.150511624696614,4.6210435351443815
12,新莊區,鋼筋混凝土造,59.4,1,1,4300000.0,公寓,15.27412558066379,4.084294226368599
13,新莊區,鋼筋混凝土造,79.99,2,1,3700000.0,公寓,15.123843377614453,4.3819016268607305
14,三重區,鋼筋混凝土造,71.88,2,1,7100000.0,住宅大樓,15.775605342011543,4.274998061915358
15,三重區,鋼筋混凝土造,66.4,2,1,6750000.0,住宅大樓,15.725053062848712,4.1956970564823886
16,土城區,鋼筋混凝土造,103.18,2,1,9500000.0,公寓,16.06680235657077,4.636475035816504
17,林口區,鋼筋混凝土造,146.21,2,2,8130000.0,住宅大樓,15.911071481523994,4.985043944429346
18,新店區,鋼筋混凝土造,96.35,2,2,13450000.0,住宅大樓,16.414489664012123,4.567987394860375
19,三重區,鋼筋混凝土造,237.72,2,2,17750000.0,華廈,16.691896073885697,5.47109351049846
20,淡水區,鋼筋混凝土造,189.33,3,2,17000000.0,住宅大樓,16.64872390202049,5.243491524264258
21,汐止區,鋼筋混凝土造,144.69,2,2,11500000.0,住宅大樓,16.25785759333348,4.97459352274899
22,土城區,鋼筋混凝土造,82.92,2,1,5800000.0,公寓,15.573368475516649,4.417876287567579
23,新莊區,鋼筋混凝土造,77.59,1,1,7300000.0,公寓,15.80338490611862,4.351438552905858
24,新莊區,鋼筋混凝土造,75.17,2,2,7000000.0,住宅大樓,15.761420707019587,4.319752215189378
25,林口區,鋼筋混凝土造,127.04,2,2,8300000.0,住宅大樓,15.931766072766827,4.844501997498826
26,林口區,鋼筋混凝土造,184.22,2,2,11500000.0,住宅大樓,16.25785759333348,5.216130695560089
27,新莊區,鋼筋混凝土造,108.99,1,2,8500000.0,華廈,15.955576721460545,4.69125613490122
28,新莊區,鋼筋混凝土造,96.35,1,2,7800000.0,華廈,15.86963429165982,4.567987394860375
29,五股區,鋼筋混凝土造,135.43,2,2,6250000.0,住宅大樓,15.648092021712584,4.90845490166728
30,土城區,鋼筋混凝土造,88.72,1,1,6850000.0,住宅大樓,15.739759210238407,4.485485343042112
31,土城區,鋼筋混凝土造,70.56,2,1,6250000.0,華廈,15.648092021712584,4.256463411698536
32,板橋區,鋼筋混凝土造,111.0,2,2,11650000.0,華廈,16.270816737975984,4.709530201312334
33,土城區,鋼筋混凝土造,81.75,2,2,5900000.0,公寓,15.590462908875947,4.403665809777363
34,板橋區,加強磚造,75.9,0,0,8280000.0,公寓,15.929353526361442,4.3294166844015844
35,淡水區,鋼筋混凝土造,93.82,1,2,4800000.0,住宅大樓,15.38412647587812,4.541378052900312
36,三芝區,鋼筋混凝土造,132.78,2,2,2700000.0,華廈,14.808762330974558,4.888693623291013
37,淡水區,鋼筋混凝土造,320.93,2,3,18500000.0,透天厝,16.733281290048552,5.77122303081379
38,淡水區,鋼筋混凝土造,81.6,0,0,5000000.0,公寓,15.424948470398375,4.401829261970061
39,淡水區,鋼筋混凝土造,121.72,2,1,5650000.0,住宅大樓,15.547166103122624,4.80172332502877
40,三芝區,鋼筋混凝土造,132.87,2,2,1880000.0,華廈,14.446782334806132,4.889371206603217
41,淡水區,鋼筋混凝土造,156.05,2,2,8680000.0,住宅大樓,15.976532086636533,5.0501764687167885
42,新莊區,鋼筋混凝土造,137.63,1,2,8800000.0,華廈,15.990262279448435,4.9245689249914415
43,鶯歌區,鋼筋混凝土造,208.75,2,3,9000000.0,透天厝,16.012735135300492,5.341137363730965
44,三重區,鋼筋混凝土造,228.34,2,2,24000000.0,住宅大樓,16.99356438831222,5.4308357462481816
45,中和區,加強磚造,78.68,2,1,5350000.0,公寓,15.49260711887219,4.365388993520859
46,中和區,鋼筋混凝土造,88.11,2,1,8360000.0,住宅大樓,15.938968985060884,4.4785860338786385
47,永和區,鋼筋混凝土造,107.47,1,2,15000000.0,華廈,16.523560759066484,4.677211738853062
48,板橋區,鋼筋混凝土造,104.52,1,1,6300000.0,公寓,15.65606019136176,4.649378440652412
49,蘆洲區,鋼筋混凝土造,134.44,2,2,12600000.0,華廈,16.349207371921707,4.901118002856905
50,三重區,鋼筋混凝土造,92.88,2,1,6500000.0,公寓,15.687312734865866,4.531308337389636
51,中和區,鋼筋混凝土造,94.5,2,2,12580000.0,住宅大樓,16.347618809236568,4.548599834499697
52,淡水區,鋼筋混凝土造,90.27,1,1,1790000.0,公寓,14.397726177816939,4.502805179310063
53,中和區,加強磚造,72.01,1,1,10000000.0,公寓,16.11809565095832,4.276804998260776
54,八里區,鋼筋混凝土造,76.11,1,1,6000000.0,住宅大樓,15.60727002719233,4.3321796622793
55,淡水區,鋼筋混凝土造,139.01,2,2,7100000.0,住宅大樓,15.775605342011543,4.934545872989001
56,三芝區,鋼筋混凝土造,198.8,2,2,2580000.0,華廈,14.7632999568978,5.292299294222474
57,中和區,鋼筋混凝土造,82.34,1,1,6800000.0,公寓,15.732433170146335,4.410857016341759
58,永和區,鋼筋混凝土造,201.9,2,2,24300000.0,華廈,17.005986908310778,5.307772525318792
59,中和區,鋼筋混凝土造,74.06,4,4,6880000.0,公寓,15.744129209909527,4.304875575485466
60,中和區,鋼筋混凝土造,82.26,2,1,6000000.0,公寓,15.60727002719233,4.409884962802278
61,淡水區,鋼筋混凝土造,207.51,2,2,16000000.0,華廈,16.588099280204055,5.335179531280603
62,三芝區,鋼筋混凝土造,100.3,2,2,2000000.0,華廈,14.508657738524219,4.60816569496789
63,五股區,鋼筋混凝土造,92.79,2,2,4800000.0,住宅大樓,15.38412647587812,4.530338875365088
64,新店區,鋼筋混凝土造,146.8,2,2,7180000.0,住宅大樓,15.786809941024407,4.9890711161804155
65,汐止區,鋼筋混凝土造,98.09,2,2,4200000.0,住宅大樓,15.250595083253597,4.585885424576224
66,三重區,鋼筋混凝土造,101.4,2,2,6800000.0,公寓,15.732433170146335,4.619073091157083
67,三峽區,鋼筋混凝土造,195.33,2,2,11750000.0,住宅大樓,16.279363798554442,5.27469043591688
68,三峽區,鋼筋混凝土造,82.74,1,1,6480000.0,住宅大樓,15.684231068328458,4.4157031610332655
69,土城區,鋼筋混凝土造,91.5,1,1,6300000.0,公寓,15.65606019136176,4.516338972281476
70,土城區,鋼筋混凝土造,90.25,2,2,5700000.0,住宅大樓,15.555976732804778,4.502583597212991
71,永和區,鋼筋混凝土造,68.08,2,2,9100000.0,公寓,16.02378497148708,4.220683484265119
72,永和區,鋼筋混凝土造,156.9,2,2,19600000.0,住宅大樓,16.791040124200745,5.055608659738987
73,中和區,見其他登記事項,90.27,1,1,9500000.0,住宅大樓,16.06680235657077,4.502805179310063
74,永和區,鋼筋混凝土造,122.29,2,2,16400000.0,住宅大樓,16.612791892794426,4.806395273201279
75,中和區,鋼筋混凝土造,97.68,1,1,10340000.0,公寓,16.151530427044555,4.581696829802449
76,中和區,鋼筋混凝土造,50.92,1,1,3500000.0,公寓,15.068273526459642,3.930255773689206
77,三重區,鋼筋混凝土造,99.38,2,2,7200000.0,公寓,15.789591583986283,4.598950886174174
78,三重區,鋼筋混凝土造,79.45,2,1,9750000.0,華廈,16.09277784297403,4.375127892982725
79,樹林區,鋼筋混凝土造,94.96,1,1,9800000.0,公寓,16.0978929436408,4.553455750301413
80,鶯歌區,鋼筋混凝土造,87.85,2,1,2000000.0,公寓,14.508657738524219,4.4756308146331065
81,鶯歌區,鋼筋混凝土造,71.89,2,2,4300000.0,華廈,15.27412558066379,4.27513717299578
82,三重區,鋼筋混凝土造,101.92,1,1,6700000.0,公寓,15.717618084361195,4.624188191823853
83,蘆洲區,鋼筋混凝土造,105.97,2,2,8200000.0,華廈,15.919644712234481,4.663156035186745
84,深坑區,鋼筋混凝土造,136.08,2,2,9310000.0,華廈,16.04659964925325,4.913242948087606
85,淡水區,鋼筋混凝土造,90.48,1,1,4600000.0,住宅大樓,15.341566861459324,4.505128831807865
86,淡水區,鋼筋混凝土造,33.84,1,1,1640000.0,套房,14.310206799800381,3.521643534738023
87,淡水區,鋼筋混凝土造,90.09,2,1,5600000.0,住宅大樓,15.538277155705378,4.500809170663349
88,淡水區,鋼筋混凝土造,129.92,2,1,7250000.0,住宅大樓,15.796512026830857,4.866918876413368
89,淡水區,鋼筋混凝土造,63.11,2,1,2500000.0,華廈,14.73180128983843,4.144879235596148
90,三芝區,鋼筋混凝土造,33.4,0,0,655000.0,住宅大樓,13.39239051461739,3.5085558999826545
91,淡水區,鋼筋混凝土造,124.63,2,2,10800000.0,住宅大樓,16.195056692094447,4.825349347838285
92,新店區,鋼筋混凝土造,111.3,2,2,8050000.0,公寓,15.901182649394746,4.712229258281499
93,新店區,鋼筋混凝土造,139.39,2,2,11600000.0,住宅大樓,16.266515656076592,4.937275759741795
94,汐止區,鋼筋混凝土造,76.6,2,1,7350000.0,住宅大樓,15.81021087118902,4.338597076746545
95,板橋區,鋼骨混凝土造,40.76,0,1,3280000.0,套房,15.003353980360327,3.707701208354524
96,板橋區,加強磚造,76.84,2,2,6200000.0,公寓,15.64005985001532,4.341725337900356
97,板橋區,鋼筋混凝土造,82.38,1,1,7800000.0,公寓,15.86963429165982,4.411342689007935
98,板橋區,鋼筋混凝土造,82.6,2,1,4800000.0,公寓,15.38412647587812,4.414009680526933
99,板橋區,鋼筋混凝土造,86.67,2,1,6100000.0,公寓,15.623799329143539,4.462107803146254
100,新莊區,鋼筋混凝土造,112.07,2,2,10620000.0,住宅大樓,16.178249573778068,4.719123676063936
101,新莊區,鋼筋混凝土造,80.09,2,1,6500000.0,住宅大樓,15.687312734865866,4.383151002335591
102,新莊區,鋼筋混凝土造,48.16,0,1,3230000.0,住宅大樓,14.98799269519884,3.8745288010005656
103,新莊區,鋼筋混凝土造,93.97,1,1,9480000.0,住宅大樓,16.064694874231204,4.542975582394973
104,泰山區,鋼筋混凝土造,84.5,1,1,4400000.0,公寓,15.29711509888849,4.436751534363128
105,新莊區,鋼筋混凝土造,97.54,1,2,10800000.0,華廈,16.195056692094447,4.5802625502819065
106,新莊區,加強磚造,60.36,1,1,3600000.0,公寓,15.096444403426338,4.100326633899648
107,林口區,鋼筋混凝土造,150.98,2,2,8500000.0,住宅大樓,15.955576721460545,5.017147377711479
108,新莊區,鋼筋混凝土造,113.02,2,2,9500000.0,住宅大樓,16.06680235657077,4.727564794201697
109,五股區,鋼筋混凝土造,97.38,2,2,4300000.0,公寓,15.27412558066379,4.578620850754555
110,五股區,鋼筋混凝土造,132.72,2,2,7050000.0,華廈,15.768538174788452,4.888241645882189
111,五股區,鋼筋混凝土造,160.06,2,2,8050000.0,華廈,15.901182649394746,5.0755487449389
112,新莊區,鋼筋混凝土造,82.9,1,1,4600000.0,住宅大樓,15.341566861459324,4.417635062141249
113,新莊區,鋼筋混凝土造,64.39,0,1,6300000.0,公寓,15.65606019136176,4.164958341550092
114,新莊區,鋼筋混凝土造,147.42,2,2,15750000.0,住宅大樓,16.572350923235916,4.9932856557611425
115,板橋區,鋼骨鋼筋混凝土造,68.77,2,1,8980000.0,住宅大樓,16.01051044027838,4.230767603331745
116,板橋區,鋼筋混凝土造,91.27,2,1,9450000.0,住宅大樓,16.061525299469924,4.513822146528786
117,板橋區,鋼筋混凝土造,137.52,2,2,15950000.0,住宅大樓,16.584969387195127,4.923769361074594
118,土城區,鋼筋混凝土造,106.44,2,2,7500000.0,住宅大樓,15.830413578506539,4.667581446109488
119,板橋區,鋼筋混凝土造,137.86,2,2,10000000.0,住宅大樓,16.11809565095832,4.926238677457506
120,板橋區,鋼筋混凝土造,95.76,4,2,5000000.0,公寓,15.424948470398375,4.561845061249718
121,汐止區,鋼筋混凝土造,63.29,2,1,3600000.0,住宅大樓,15.096444403426338,4.147727338787214
122,新店區,鋼筋混凝土造,93.66,2,2,12350000.0,公寓,16.32916662103826,4.539671203755396
123,新店區,鋼筋混凝土造,67.84,2,2,5500000.0,公寓,15.520258650202699,4.2171519914836475
124,淡水區,鋼筋混凝土造,104.98,2,2,5670000.0,公寓,15.550699675703935,4.653769855824153
125,八里區,鋼筋混凝土造,114.99,2,2,3500000.0,住宅大樓,15.068273526459642,4.744845168060573
126,淡水區,鋼筋混凝土造,167.97,2,2,7250000.0,住宅大樓,15.796512026830857,5.123785392028911
127,新店區,鋼骨鋼筋混凝土造,76.9,1,1,11100000.0,住宅大樓,16.222455666282563,4.3425058765115985
128,新店區,鋼筋混凝土造,75.82,2,1,9250000.0,公寓,16.04013410948861,4.328362110088189
129,深坑區,鋼筋混凝土造,96.77,2,1,5700000.0,公寓,15.555976732804778,4.572337028892851
132,淡水區,鋼筋混凝土造,87.63,1,1,7600000.0,公寓,15.84365880525656,4.473123405067759
133,樹林區,鋼筋混凝土造,183.25,2,2,11000000.0,住宅大樓,16.213405830762646,5.2108513407667605
134,中和區,鋼筋混凝土造,99.91,1,2,7500000.0,公寓,15.830413578506539,4.604269780744927
135,三峽區,鋼筋混凝土造,39.91,0,1,2850000.0,住宅大樓,14.862829552244833,3.686626919060642
136,三重區,加強磚造,70.0,2,3,10000000.0,透天厝,16.11809565095832,4.248495242049359
137,蘆洲區,鋼筋混凝土造,179.36,2,2,11650000.0,住宅大樓,16.270816737975984,5.18939495932385
138,永和區,鋼筋混凝土造,97.97,2,2,10750000.0,住宅大樓,16.190416312537945,4.584661309356551
139,中和區,鋼筋混凝土造,75.74,2,1,9900000.0,住宅大樓,16.108045315104818,4.327306422473649
140,永和區,鋼筋混凝土造,212.79,2,2,21000000.0,住宅大樓,16.860032995687696,5.3603057638821054
141,中和區,鋼筋混凝土造,61.02,1,1,5000000.0,華廈,15.424948470398375,4.1112016792885235
142,永和區,見其他登記事項,87.84,2,1,8080000.0,公寓,15.904902430497279,4.47551697776122
143,中和區,鋼筋混凝土造,102.32,2,2,10200000.0,公寓,16.1378982782545,4.628105157270587
144,新莊區,鋼筋混凝土造,89.11,2,1,6200000.0,公寓,15.64005985001532,4.4898715616246285
145,鶯歌區,鋼筋混凝土造,86.26,1,1,2500000.0,公寓,14.73180128983843,4.457365991219697
146,樹林區,鋼筋混凝土造,64.96,1,1,3650000.0,華廈,15.110237725558674,4.173771695853422
147,三重區,鋼筋混凝土造,104.36,1,1,8900000.0,住宅大樓,16.00156183470237,4.647846460268528
148,中和區,鋼筋混凝土造,128.19,2,2,13500000.0,住宅大樓,16.41820024340866,4.8535135383240435
149,永和區,鋼筋混凝土造,138.44,3,2,15680000.0,華廈,16.567896572886536,4.930437018767144
150,中和區,鋼筋混凝土造,79.78,2,1,7900000.0,住宅大樓,15.88237331743725,4.379272846477261
151,中和區,鋼筋混凝土造,94.2,2,2,8580000.0,公寓,15.964944471464145,4.545420181582317
152,汐止區,鋼筋混凝土造,41.4,0,0,1700000.0,住宅大樓,14.346138809026444,3.7232808808312687
153,汐止區,鋼筋混凝土造,66.76,1,1,5200000.0,住宅大樓,15.464169183551656,4.2011040987936346
154,新店區,鋼筋混凝土造,107.33,2,2,6500000.0,華廈,15.687312734865866,4.675908200493433
155,新店區,鋼筋混凝土造,74.01,2,1,5750000.0,華廈,15.564710412773533,4.304200219209375
156,三芝區,鋼筋混凝土造,97.92,2,2,2220000.0,住宅大樓,14.613017753848462,4.584150818764016
157,三芝區,鋼筋混凝土造,109.48,2,2,2000000.0,住宅大樓,14.508657738524219,4.695741884172478
158,永和區,鋼筋混凝土造,108.7,2,2,10950000.0,公寓,16.208850014226783,4.688591794127164
159,樹林區,鋼筋混凝土造,159.02,2,2,9600000.0,住宅大樓,16.077273656438063,5.069029980473338
160,三峽區,鋼筋混凝土造,131.6,2,2,6300000.0,華廈,15.65606019136176,4.879767018891217
161,永和區,鋼筋混凝土造,99.48,2,2,12860000.0,公寓,16.369632276773746,4.599956618935204
162,中和區,鋼筋混凝土造,52.49,1,1,8000000.0,住宅大樓,15.89495209964411,3.9606226752642084
163,中和區,鋼筋混凝土造,69.99,1,1,3900000.0,公寓,15.176487111099874,4.248352374701448
164,中和區,鋼筋混凝土造,90.99,0,4,10000000.0,公寓,16.11809565095832,4.5107496103686
165,淡水區,鋼筋混凝土造,30.6,1,1,1200000.0,住宅大樓,13.997832114758229,3.4210000089583352
166,八里區,鋼筋混凝土造,106.18,2,2,6390000.0,華廈,15.670244826353718,4.665135767155525
167,淡水區,鋼筋混凝土造,136.11,2,2,5400000.0,華廈,15.501909511534503,4.913463382343982
168,淡水區,鋼筋混凝土造,155.01,2,2,9800000.0,華廈,16.0978929436408,5.043489630967203
169,淡水區,鋼筋混凝土造,33.8,0,1,1400000.0,住宅大樓,14.151982794585487,3.520460802488973
170,淡水區,鋼筋混凝土造,112.43,2,1,5700000.0,住宅大樓,15.555976732804778,4.722330805761668
171,永和區,鋼筋混凝土造,122.29,2,2,15750000.0,住宅大樓,16.572350923235916,4.806395273201279
172,中和區,鋼筋混凝土造,187.4,2,3,12550000.0,公寓,16.34523122354207,5.2332453698043215
173,中和區,鋼筋混凝土造,80.61,1,1,8000000.0,住宅大樓,15.89495209964411,4.38962271129551
174,三重區,鋼筋混凝土造,113.37,2,1,11500000.0,住宅大樓,16.25785759333348,4.730656806029507
175,三重區,鋼筋混凝土造,229.06,2,2,25850000.0,住宅大樓,17.06782115891871,5.43398397796957
176,三峽區,鋼筋混凝土造,144.33,1,1,5750000.0,華廈,15.564710412773533,4.972102344379472
177,樹林區,鋼筋混凝土造,131.01,2,2,7550000.0,住宅大樓,15.837058121225207,4.87527365616558
178,鶯歌區,鋼筋混凝土造,107.91,2,1,2750000.0,華廈,14.827111469642754,4.681297546375642
179,樹林區,鋼筋混凝土造,125.89,2,1,7100000.0,住宅大樓,15.775605342011543,4.835408509778168
180,樹林區,鋼筋混凝土造,121.22,2,1,8000000.0,住宅大樓,15.89495209964411,4.797607076523139
181,八里區,鋼筋混凝土造,186.81,2,2,10170000.0,住宅大樓,16.134952768024743,5.23009205755247
182,八里區,鋼筋混凝土造,186.81,2,2,7780000.0,住宅大樓,15.867066896154574,5.23009205755247
183,汐止區,鋼筋混凝土造,147.89,2,2,14400000.0,住宅大樓,16.48273876454623,4.996468754178678
184,淡水區,鋼筋混凝土造,82.62,1,1,4300000.0,套房,15.27412558066379,4.414251781968619
185,汐止區,鋼筋混凝土造,129.59,2,2,7600000.0,住宅大樓,15.84365880525656,4.864375620447323
186,新莊區,鋼筋混凝土造,86.03,1,2,5050000.0,住宅大樓,15.434898801251542,4.454696072633257
187,新莊區,鋼筋混凝土造,172.3,2,2,9350000.0,華廈,16.05088690126487,5.149237143533884
188,新店區,鋼筋混凝土造,56.02,2,1,3920000.0,公寓,15.181602211766645,4.0257087698319625
189,汐止區,鋼筋混凝土造,38.22,1,1,4000000.0,住宅大樓,15.201804919084164,3.643358938812127
190,汐止區,鋼筋混凝土造,54.37,1,1,3800000.0,住宅大樓,15.150511624696614,3.995812531157829
191,汐止區,鋼筋混凝土造,96.85,1,1,3580000.0,住宅大樓,15.090873358376884,4.573163389853005
192,樹林區,鋼筋混凝土造,146.97,2,2,8500000.0,住宅大樓,15.955576721460545,4.990228484318593
193,樹林區,鋼筋混凝土造,121.17,2,2,7250000.0,住宅大樓,15.796512026830857,4.7971945182434315
194,樹林區,鋼筋混凝土造,92.89,2,1,5000000.0,華廈,15.424948470398375,4.53141599739943
195,鶯歌區,鋼筋混凝土造,167.94,2,2,6100000.0,華廈,15.623799329143539,5.1236067727554175
196,板橋區,鋼筋混凝土造,93.34,2,1,9000000.0,公寓,16.012735135300492,4.536248740521669
197,新莊區,鋼筋混凝土造,79.0,1,0,4500000.0,公寓,15.319587954740548,4.3694478524670215
198,五股區,鋼筋混凝土造,72.52,2,2,3400000.0,公寓,15.03928598958639,4.283862385886651
199,永和區,鋼筋混凝土造,93.25,2,2,7800000.0,公寓,15.86963429165982,4.535284058523925
200,中和區,鋼筋混凝土造,137.74,2,2,11000000.0,住宅大樓,16.213405830762646,4.925367850116552
201,三重區,鋼筋混凝土造,149.21,2,2,15000000.0,住宅大樓,16.523560759066484,5.00535470965233
202,蘆洲區,鋼筋混凝土造,79.0,2,1,5450000.0,公寓,15.511126166639427,4.3694478524670215
203,蘆洲區,鋼筋混凝土造,77.18,2,2,7000000.0,公寓,15.761420707019587,4.346140356109473
204,三重區,鋼筋混凝土造,55.68,1,1,3650000.0,公寓,15.110237725558674,4.019621016026164
205,三重區,鋼筋混凝土造,159.93,2,2,22410000.0,住宅大樓,16.92501784577711,5.074736219502779
206,三重區,鋼筋混凝土造,241.67,2,2,35690000.0,住宅大樓,17.390381095466342,5.4875731591948895
207,三重區,鋼筋混凝土造,189.08,2,2,24280000.0,住宅大樓,17.00516352415557,5.242170205925036
208,三重區,鋼筋混凝土造,160.91,2,2,22200000.0,住宅大樓,16.915602846842507,5.080845202471059
209,蘆洲區,鋼筋混凝土造,90.75,2,2,6700000.0,公寓,15.717618084361195,4.5081084731449605
210,八里區,鋼筋混凝土造,98.88,2,2,4190000.0,住宅大樓,15.24821129189832,4.59390699370938
211,蘆洲區,鋼筋混凝土造,110.94,2,2,8000000.0,公寓,15.89495209964411,4.708989514627088
212,樹林區,鋼筋混凝土造,85.74,1,1,3300000.0,公寓,15.009433026436708,4.451319461169831
213,三峽區,鋼筋混凝土造,75.22,1,1,3850000.0,住宅大樓,15.163583706263967,4.32041715304219
214,三峽區,鋼筋混凝土造,38.56,1,1,2735000.0,住宅大樓,14.821641993838218,3.652215469742345
215,樹林區,鋼筋混凝土造,70.62,1,1,3380000.0,住宅大樓,15.033386267459202,4.25731339050024
216,鶯歌區,鋼筋混凝土造,108.69,1,2,3300000.0,住宅大樓,15.009433026436708,4.688499793575096
217,樹林區,鋼筋混凝土造,156.35,2,2,8550000.0,住宅大樓,15.961441840912943,5.05209708390385
218,土城區,鋼筋混凝土造,164.4,2,2,11780000.0,住宅大樓,16.281913736187715,5.10230248262208
219,淡水區,鋼筋混凝土造,90.12,2,1,7250000.0,住宅大樓,15.796512026830857,4.501142115564043
220,淡水區,鋼筋混凝土造,138.6,2,2,8200000.0,住宅大樓,15.919644712234481,4.931592086755803
221,淡水區,鋼筋混凝土造,90.74,2,2,4800000.0,住宅大樓,15.38412647587812,4.507998274235818
222,新店區,鋼筋混凝土造,107.98,2,2,10500000.0,住宅大樓,16.166885815127753,4.6819460247901405
223,汐止區,鋼筋混凝土造,108.68,2,2,8420000.0,住宅大樓,15.94612038621851,4.688407784558147
224,淡水區,鋼筋混凝土造,84.76,2,1,3300000.0,公寓,15.009433026436708,4.4398237334000985
225,淡水區,鋼筋混凝土造,167.16,2,2,11300000.0,住宅大樓,16.240313283682568,5.118951437579715
226,淡水區,鋼筋混凝土造,30.87,1,1,1450000.0,套房,14.187074114396758,3.429784838514068
227,淡水區,鋼筋混凝土造,48.1,1,1,3500000.0,套房,15.068273526459642,3.8732821771117156
228,淡水區,鋼筋混凝土造,85.56,2,1,6450000.0,公寓,15.679590688771956,4.449217884214205
229,淡水區,鋼筋混凝土造,117.44,1,1,7070000.0,住宅大樓,15.771371037872756,4.765927564866206
230,淡水區,鋼筋混凝土造,166.08,1,2,10250000.0,住宅大樓,16.14278826354869,5.112469599977524
231,八里區,鋼筋混凝土造,142.22,2,2,4850000.0,住宅大樓,15.394489262913666,4.957375154455372
232,淡水區,鋼筋混凝土造,93.34,2,2,4150000.0,住宅大樓,15.238618892206881,4.536248740521669
233,淡水區,鋼筋混凝土造,106.01,2,1,3120000.0,公寓,14.953343559785665,4.663533429285006
234,淡水區,鋼筋混凝土造,142.91,2,2,5900000.0,華廈,15.590462908875947,4.962215061493703
235,淡水區,鋼筋混凝土造,56.22,1,1,4070000.0,套房,15.219153557418778,4.029272565478386
236,汐止區,鋼筋混凝土造,115.45,2,1,3930000.0,住宅大樓,15.184149983845444,4.748837535800504
237,汐止區,鋼筋混凝土造,149.98,2,2,13200000.0,住宅大樓,16.3957273875566,5.010501951873243
238,汐止區,鋼筋混凝土造,129.49,2,2,12250000.0,住宅大樓,16.32103649495501,4.8636036580807485
239,土城區,鋼筋混凝土造,188.24,1,1,19380000.0,住宅大樓,16.779752164426895,5.237717744419107
240,板橋區,鋼骨混凝土造,34.83,0,1,3150000.0,住宅大樓,14.962913010801817,3.5504790843779097
241,板橋區,鋼筋混凝土造,115.28,2,1,7250000.0,華廈,15.796512026830857,4.747363951691266
242,板橋區,加強磚造,61.92,2,1,4130000.0,公寓,15.233787964937216,4.125843229281472
243,板橋區,鋼筋混凝土造,159.11,2,2,16680000.0,住宅大樓,16.629720954894875,5.069595786919765
244,板橋區,鋼筋混凝土造,42.28,1,1,6700000.0,住宅大樓,15.717618084361195,3.7443141610020367
245,板橋區,見其他登記事項,83.91,1,1,12000000.0,套房,16.300417207752275,4.4297447958819784
246,板橋區,見其他登記事項,37.03,1,1,6850000.0,套房,15.739759210238407,3.6117283949255214
247,板橋區,鋼筋混凝土造,185.28,2,2,26880000.0,住宅大樓,17.106893073619222,5.221868194384631
248,新莊區,鋼筋混凝土造,75.46,2,1,6700000.0,住宅大樓,15.717618084361195,4.323602714536165
249,林口區,鋼筋混凝土造,152.7,0,0,7450000.0,住宅大樓,15.823724590355742,5.028475212224587
250,新莊區,加強磚造,71.59,2,2,6900000.0,公寓,15.747031969567487,4.270955399408094
251,新莊區,鋼筋混凝土造,134.21,2,2,7350000.0,住宅大樓,15.81021087118902,4.899405737409714
252,新莊區,鋼筋混凝土造,158.58,2,2,15600000.0,住宅大樓,16.562781472219765,5.066259197844253
253,林口區,鋼筋混凝土造,134.08,2,2,8300000.0,住宅大樓,15.931766072766827,4.898436636733773
254,新莊區,鋼筋混凝土造,101.83,1,2,11000000.0,住宅大樓,16.213405830762646,4.623304756183574
255,林口區,鋼筋混凝土造,55.92,1,1,3570000.0,華廈,15.088076153755821,4.0239220979255546
256,新莊區,鋼筋混凝土造,151.71,2,2,8500000.0,住宅大樓,15.955576721460545,5.021970803760001
257,新莊區,鋼筋混凝土造,126.33,2,2,7150000.0,住宅大樓,15.78262291467019,4.838897530841946
258,新莊區,鋼筋混凝土造,121.0,2,2,8200000.0,住宅大樓,15.919644712234481,4.795790545596741
259,新莊區,鋼筋混凝土造,31.41,0,1,1650000.0,套房,14.316285845876763,3.447126313550555
260,板橋區,鋼筋混凝土造,143.06,2,2,10740000.0,住宅大樓,16.189485647044993,4.963264122680238
261,板橋區,鋼筋混凝土造,181.93,2,2,22000000.0,住宅大樓,16.90655301132259,5.203621997708712
262,板橋區,鋼筋混凝土造,143.1,3,3,19000000.0,華廈,16.759949537130716,4.963543686562405
263,板橋區,鋼筋混凝土造,65.85,1,1,2900000.0,公寓,14.880221294956703,4.18737942818929
