,District,L_area,PropertyType,MainMaterial,B_area,Rooms,LivingR,BathR,Management,Price
0,三峽區,25.04,住宅大樓,鋼筋混凝土造,195.33,4.0,2.0,2.0,1,11750000.0
1,三峽區,28.92,華廈,鋼筋混凝土造,131.6,3.0,2.0,2.0,1,6300000.0
2,三峽區,11.05,住宅大樓,鋼筋混凝土造,75.22,2.0,1.0,1.0,1,3850000.0
3,三峽區,41.99,華廈,鋼筋混凝土造,183.16,4.0,2.0,2.0,1,10800000.0
4,三峽區,27.1,住宅大樓,鋼筋混凝土造,186.5,3.0,2.0,2.0,1,11000000.0
5,三峽區,17.21,住宅大樓,鋼筋混凝土造,134.72,2.0,2.0,2.0,1,7100000.0
6,三峽區,4.06,住宅大樓,鋼筋混凝土造,47.9,2.0,1.0,1.0,1,2680000.0
7,三峽區,14.77,住宅大樓,鋼筋混凝土造,110.9,3.0,2.0,2.0,1,5050000.0
8,三峽區,11.47,住宅大樓,鋼筋混凝土造,110.11,2.0,1.0,1.0,1,5880000.0
9,三峽區,8.1,住宅大樓,鋼筋混凝土造,83.28,2.0,1.0,1.0,1,5060000.0
10,三峽區,14.14,住宅大樓,鋼筋混凝土造,124.98,2.0,2.0,1.0,1,6020000.0
11,三峽區,18.32,住宅大樓,鋼筋混凝土造,145.5,3.0,2.0,2.0,1,8700000.0
12,三峽區,19.63,住宅大樓,鋼筋混凝土造,166.6,4.0,1.0,2.0,1,7600000.0
13,三峽區,6.53,套房,鋼筋混凝土造,43.21,1.0,0.0,1.0,1,2050000.0
14,三峽區,9.24,住宅大樓,鋼筋混凝土造,70.12,2.0,1.0,2.0,1,4450000.0
15,三峽區,4.8,套房,鋼筋混凝土造,34.26,0.0,0.0,1.0,2,2000000.0
16,三峽區,3.71,住宅大樓,鋼筋混凝土造,36.14,1.0,0.0,1.0,1,1700000.0
17,三峽區,11.47,住宅大樓,鋼筋混凝土造,108.5,2.0,1.0,1.0,1,6500000.0
18,三峽區,15.5,住宅大樓,鋼筋混凝土造,127.88,3.0,2.0,2.0,1,6000000.0
19,三峽區,9.01,套房,鋼筋混凝土造,96.6,1.0,1.0,1.0,1,4950000.0
20,三峽區,30.89,公寓,鋼筋混凝土造,85.0,3.0,2.0,1.0,2,4300000.0
21,三峽區,22.44,住宅大樓,鋼筋混凝土造,198.33,3.0,2.0,2.0,1,11350000.0
22,三峽區,14.05,華廈,鋼筋混凝土造,107.25,3.0,2.0,2.0,1,5000000.0
23,三峽區,21.04,住宅大樓,鋼筋混凝土造,175.75,3.0,2.0,2.0,1,10500000.0
24,三峽區,17.0,住宅大樓,鋼筋混凝土造,133.12,3.0,2.0,2.0,1,7000000.0
25,三峽區,22.44,住宅大樓,鋼筋混凝土造,196.2,3.0,2.0,2.0,1,9900000.0
26,三峽區,27.39,住宅大樓,鋼筋混凝土造,201.61,4.0,2.0,2.0,1,11550000.0
27,三峽區,9.17,住宅大樓,鋼筋混凝土造,69.69,2.0,0.0,2.0,1,4350000.0
28,三峽區,19.35,住宅大樓,鋼筋混凝土造,161.64,3.0,2.0,2.0,1,9550000.0
29,三峽區,6.01,住宅大樓,鋼筋混凝土造,42.58,1.0,0.0,1.0,1,2700000.0
30,三峽區,3.36,住宅大樓,鋼筋混凝土造,34.57,1.0,1.0,1.0,1,1800000.0
31,三峽區,11.94,住宅大樓,鋼筋混凝土造,144.62,3.0,3.0,2.0,1,8700000.0
32,三峽區,12.02,住宅大樓,鋼筋混凝土造,108.39,2.0,1.0,2.0,1,5640000.0
33,三峽區,20.59,住宅大樓,鋼筋混凝土造,228.5,4.0,2.0,2.0,1,14000000.0
34,三峽區,17.02,住宅大樓,鋼筋混凝土造,146.82,3.0,2.0,2.0,1,7650000.0
35,三峽區,21.54,住宅大樓,鋼筋混凝土造,149.16,3.0,2.0,2.0,1,8930000.0
36,三峽區,26.67,華廈,鋼筋混凝土造,174.26,4.0,2.0,2.0,1,8500000.0
37,三峽區,22.73,住宅大樓,鋼筋混凝土造,183.92,3.0,2.0,2.0,1,12000000.0
38,三峽區,11.62,住宅大樓,鋼筋混凝土造,87.81,3.0,2.0,2.0,1,4300000.0
39,三峽區,10.86,住宅大樓,鋼筋混凝土造,106.59,2.0,1.0,1.0,1,6000000.0
40,三峽區,15.53,住宅大樓,鋼筋混凝土造,122.79,2.0,2.0,1.0,1,7400000.0
41,三峽區,17.46,住宅大樓,鋼筋混凝土造,132.03,3.0,1.0,2.0,1,7500000.0
42,三峽區,6.55,住宅大樓,鋼筋混凝土造,60.96,2.0,1.0,1.0,1,3250000.0
43,三峽區,29.24,住宅大樓,鋼筋混凝土造,239.82,4.0,2.0,2.0,1,14000000.0
44,三峽區,15.53,住宅大樓,鋼筋混凝土造,135.43,2.0,2.0,2.0,1,7800000.0
45,三峽區,6.44,住宅大樓,鋼筋混凝土造,70.13,1.0,1.0,1.0,1,3800000.0
46,三峽區,12.55,住宅大樓,鋼筋混凝土造,115.67,3.0,1.0,2.0,2,6800000.0
47,三峽區,14.86,華廈,鋼筋混凝土造,86.48,2.0,2.0,1.0,2,3920000.0
48,三峽區,23.61,華廈,鋼筋混凝土造,173.68,4.0,2.0,2.0,1,8300000.0
49,三峽區,13.6,住宅大樓,鋼筋混凝土造,103.38,3.0,0.0,3.0,1,6460000.0
50,三峽區,13.66,住宅大樓,鋼筋混凝土造,117.93,3.0,2.0,2.0,1,6800000.0
51,三峽區,8.4,住宅大樓,鋼筋混凝土造,71.75,2.0,1.0,1.0,1,3600000.0
52,三峽區,13.6,住宅大樓,鋼筋混凝土造,103.21,3.0,0.0,3.0,1,6330000.0
53,三峽區,20.94,住宅大樓,鋼筋混凝土造,172.35,3.0,2.0,2.0,1,9040000.0
54,三峽區,16.2,住宅大樓,鋼筋混凝土造,165.74,2.0,1.0,1.0,1,8430000.0
55,三峽區,17.26,華廈,鋼筋混凝土造,103.88,4.0,2.0,2.0,2,4700000.0
56,三峽區,12.31,住宅大樓,鋼筋混凝土造,108.28,3.0,2.0,2.0,1,5000000.0
57,三峽區,13.2,住宅大樓,鋼筋混凝土造,120.31,2.0,2.0,1.0,1,7680000.0
58,三峽區,22.12,住宅大樓,鋼筋混凝土造,163.27,3.0,2.0,2.0,1,10500000.0
59,三峽區,15.53,住宅大樓,鋼筋混凝土造,122.98,2.0,1.0,1.0,1,7250000.0
60,三峽區,14.57,住宅大樓,鋼筋混凝土造,81.43,2.0,2.0,1.0,1,4680000.0
61,三峽區,14.44,住宅大樓,鋼筋混凝土造,105.86,2.0,2.0,1.0,1,5880000.0
62,三峽區,6.66,住宅大樓,鋼筋混凝土造,44.11,1.0,0.0,1.0,1,2550000.0
63,三峽區,22.1,住宅大樓,鋼筋混凝土造,180.11,3.0,2.0,2.0,1,11680000.0
64,三峽區,14.46,華廈,鋼筋混凝土造,119.0,3.0,2.0,2.0,1,6800000.0
65,三峽區,35.99,住宅大樓,鋼筋混凝土造,234.38,4.0,2.0,2.0,1,14600000.0
66,三峽區,20.66,華廈,鋼筋混凝土造,102.65,3.0,2.0,1.0,2,5000000.0
67,三峽區,13.64,住宅大樓,鋼筋混凝土造,92.49,3.0,2.0,1.0,1,5600000.0
68,三峽區,21.51,住宅大樓,鋼筋混凝土造,157.96,3.0,2.0,2.0,1,10150000.0
69,三峽區,31.05,公寓,鋼筋混凝土造,94.62,4.0,0.0,4.0,2,4800000.0
70,三峽區,23.9,住宅大樓,鋼筋混凝土造,168.89,3.0,2.0,2.0,1,10390000.0
71,三峽區,13.6,住宅大樓,鋼筋混凝土造,103.21,3.0,0.0,3.0,1,6100000.0
72,三峽區,41.99,華廈,鋼筋混凝土造,183.16,4.0,2.0,2.0,1,11900000.0
73,三峽區,34.16,住宅大樓,鋼筋混凝土造,262.38,4.0,2.0,3.0,1,16100000.0
74,三峽區,21.96,住宅大樓,鋼筋混凝土造,152.81,3.0,2.0,2.0,1,9500000.0
75,三峽區,28.63,公寓,鋼筋混凝土造,101.75,3.0,2.0,2.0,2,5700000.0
76,三峽區,25.35,華廈,鋼筋混凝土造,118.52,3.0,2.0,2.0,2,5400000.0
77,三峽區,52.69,華廈,鋼筋混凝土造,164.45,8.0,0.0,8.0,1,10500000.0
78,三峽區,14.77,住宅大樓,鋼筋混凝土造,130.87,3.0,2.0,2.0,1,6500000.0
79,三峽區,14.47,住宅大樓,鋼筋混凝土造,103.38,3.0,2.0,2.0,1,5500000.0
80,三峽區,22.7,住宅大樓,鋼筋混凝土造,165.21,2.0,2.0,1.0,1,10050000.0
81,三峽區,11.56,住宅大樓,鋼筋混凝土造,108.12,2.0,2.0,1.0,1,6350000.0
82,三峽區,14.58,住宅大樓,鋼筋混凝土造,127.83,2.0,1.0,1.0,1,5800000.0
83,三峽區,20.74,住宅大樓,鋼筋混凝土造,162.75,3.0,2.0,2.0,1,9500000.0
84,三峽區,20.82,住宅大樓,鋼筋混凝土造,139.69,3.0,2.0,2.0,1,9100000.0
85,三峽區,6.53,住宅大樓,鋼筋混凝土造,43.33,1.0,0.0,1.0,1,2100000.0
86,三峽區,21.85,住宅大樓,鋼筋混凝土造,154.11,3.0,2.0,2.0,1,9250000.0
87,三峽區,21.68,華廈,鋼筋混凝土造,123.63,3.0,2.0,2.0,2,5900000.0
88,三峽區,14.14,住宅大樓,鋼筋混凝土造,124.88,2.0,1.0,1.0,1,5850000.0
89,三峽區,21.51,住宅大樓,鋼筋混凝土造,157.96,3.0,2.0,2.0,1,10160000.0
90,三峽區,12.55,住宅大樓,鋼筋混凝土造,115.84,3.0,2.0,2.0,1,6770000.0
91,三峽區,3.71,套房,鋼筋混凝土造,33.55,1.0,1.0,1.0,2,1850000.0
92,三峽區,6.66,住宅大樓,鋼筋混凝土造,44.11,1.0,1.0,1.0,1,2250000.0
93,三峽區,17.21,住宅大樓,鋼筋混凝土造,153.13,3.0,2.0,2.0,1,8150000.0
94,三峽區,13.6,住宅大樓,鋼筋混凝土造,103.4,2.0,1.0,1.0,1,6300000.0
95,三峽區,37.22,華廈,鋼筋混凝土造,246.14,4.0,2.0,3.0,1,11200000.0
96,三峽區,2.54,住宅大樓,鋼筋混凝土造,26.06,0.0,0.0,0.0,1,1375000.0
97,三峽區,9.01,住宅大樓,鋼筋混凝土造,65.17,1.0,1.0,1.0,1,4000000.0
98,三峽區,27.01,華廈,鋼筋混凝土造,151.11,4.0,2.0,2.0,1,8000000.0
99,三峽區,21.65,住宅大樓,鋼筋混凝土造,170.44,4.0,1.0,2.0,1,8880000.0
100,三峽區,45.49,華廈,鋼筋混凝土造,176.04,4.0,2.0,2.0,1,11000000.0
101,三峽區,17.64,住宅大樓,鋼筋混凝土造,188.69,2.0,2.0,2.0,1,9100000.0
102,三峽區,13.06,住宅大樓,鋼筋混凝土造,159.19,4.0,2.0,2.0,1,7920000.0
103,三峽區,23.84,住宅大樓,鋼筋混凝土造,174.5,3.0,2.0,0.0,1,10800000.0
104,三峽區,16.37,住宅大樓,鋼筋混凝土造,136.3,3.0,1.0,2.0,1,8000000.0
105,三峽區,12.31,住宅大樓,鋼筋混凝土造,111.3,3.0,2.0,2.0,1,5800000.0
106,三峽區,22.56,住宅大樓,鋼筋混凝土造,181.25,4.0,2.0,2.0,1,11600000.0
107,三峽區,18.16,住宅大樓,鋼筋混凝土造,151.65,3.0,2.0,2.0,1,8200000.0
108,三峽區,3.32,套房,鋼筋混凝土造,28.37,1.0,0.0,1.0,1,1430000.0
109,三峽區,22.98,公寓,鋼筋混凝土造,86.34,2.0,2.0,1.0,2,4900000.0
110,三峽區,17.76,住宅大樓,鋼筋混凝土造,136.25,2.0,2.0,1.0,1,8000000.0
111,三峽區,38.52,華廈,鋼筋混凝土造,124.46,3.0,2.0,2.0,1,8000000.0
112,三峽區,7.01,住宅大樓,鋼筋混凝土造,79.36,1.0,1.0,1.0,1,3780000.0
113,三峽區,9.44,住宅大樓,鋼筋混凝土造,67.61,1.0,1.0,1.0,1,4200000.0
114,三峽區,20.03,住宅大樓,鋼筋混凝土造,162.07,3.0,2.0,1.0,1,10240000.0
115,三峽區,16.92,住宅大樓,鋼筋混凝土造,153.69,2.0,2.0,1.0,1,9000000.0
116,三峽區,23.9,住宅大樓,鋼筋混凝土造,168.95,3.0,2.0,2.0,1,10000000.0
117,三峽區,16.37,住宅大樓,鋼筋混凝土造,125.2,3.0,2.0,3.0,1,7400000.0
118,三峽區,5.88,住宅大樓,鋼筋混凝土造,63.42,2.0,1.0,1.0,1,3850000.0
119,三峽區,13.6,住宅大樓,鋼筋混凝土造,103.38,3.0,0.0,3.0,1,6300000.0
120,三峽區,21.14,住宅大樓,鋼筋混凝土造,142.06,4.0,2.0,2.0,1,6500000.0
121,三峽區,4.16,套房,鋼筋混凝土造,40.47,1.0,1.0,1.0,1,2500000.0
122,三峽區,13.64,住宅大樓,鋼筋混凝土造,105.11,2.0,1.0,1.0,1,5851000.0
123,三芝區,24.31,華廈,鋼筋混凝土造,132.78,3.0,2.0,2.0,1,2700000.0
124,三芝區,18.46,華廈,鋼筋混凝土造,100.3,3.0,2.0,2.0,1,2000000.0
125,三芝區,4.09,住宅大樓,鋼筋混凝土造,33.4,0.0,0.0,0.0,1,655000.0
126,三芝區,12.0,住宅大樓,鋼筋混凝土造,97.92,3.0,2.0,2.0,1,2220000.0
127,三芝區,13.12,住宅大樓,鋼筋混凝土造,109.48,3.0,2.0,2.0,1,2000000.0
128,三芝區,87.05,透天厝,鋼筋混凝土造,241.25,5.0,2.0,3.0,1,6000000.0
129,三芝區,28.84,華廈,鋼筋混凝土造,163.83,3.0,2.0,2.0,2,3950000.0
130,三芝區,19.27,華廈,鋼筋混凝土造,102.54,3.0,2.0,2.0,1,2360000.0
131,三芝區,20.76,華廈,鋼筋混凝土造,93.38,3.0,2.0,2.0,1,2250000.0
132,三芝區,16.67,華廈,鋼筋混凝土造,124.26,3.0,2.0,2.0,1,2100000.0
133,三芝區,3.72,住宅大樓,鋼筋混凝土造,32.89,0.0,0.0,0.0,1,640000.0
134,三芝區,3.83,住宅大樓,鋼筋混凝土造,34.95,0.0,0.0,0.0,1,660000.0
135,三芝區,32.0,華廈,鋼筋混凝土造,174.7,4.0,2.0,2.0,1,3050000.0
136,三芝區,22.43,華廈,鋼筋混凝土造,154.25,3.0,2.0,2.0,1,2850000.0
137,三芝區,33.32,華廈,鋼筋混凝土造,232.2,4.0,3.0,3.0,1,4620000.0
138,三芝區,36.63,公寓,鋼筋混凝土造,124.9,4.0,2.0,2.0,2,3120000.0
139,三芝區,15.85,住宅大樓,鋼筋混凝土造,121.34,3.0,2.0,2.0,1,2650000.0
140,三芝區,3.72,套房,鋼筋混凝土造,33.32,1.0,1.0,1.0,1,750000.0
141,三芝區,3.72,住宅大樓,鋼筋混凝土造,31.28,0.0,0.0,0.0,1,600000.0
142,三芝區,16.94,住宅大樓,鋼筋混凝土造,151.3,3.0,1.0,2.0,1,2900000.0
143,三芝區,22.88,華廈,鋼筋混凝土造,119.17,3.0,2.0,2.0,1,2500000.0
144,三芝區,25.29,華廈,鋼筋混凝土造,149.8,3.0,2.0,2.0,1,3000000.0
145,三芝區,18.46,華廈,鋼筋混凝土造,100.3,3.0,2.0,2.0,1,2260000.0
146,三芝區,12.95,華廈,鋼筋混凝土造,68.93,2.0,1.0,1.0,2,1600000.0
147,三芝區,20.91,華廈,鋼筋混凝土造,154.3,3.0,2.0,2.0,1,3000000.0
148,三芝區,17.96,華廈,鋼筋混凝土造,95.76,2.0,2.0,2.0,1,1650000.0
149,三芝區,3.72,住宅大樓,鋼筋混凝土造,32.89,0.0,0.0,0.0,2,730000.0
150,三芝區,18.46,華廈,鋼筋混凝土造,109.18,3.0,2.0,2.0,1,2380000.0
151,三芝區,30.61,華廈,鋼筋混凝土造,145.79,3.0,2.0,3.0,1,3750000.0
152,三芝區,20.51,華廈,鋼筋混凝土造,141.44,3.0,2.0,2.0,1,2990000.0
153,三芝區,23.67,華廈,鋼筋混凝土造,103.59,1.0,1.0,1.0,1,1700000.0
154,三芝區,47.74,套房,鋼筋混凝土造,201.02,2.0,2.0,2.0,1,5000000.0
155,三芝區,21.87,華廈,鋼筋混凝土造,159.97,3.0,2.0,2.0,2,3000000.0
156,三芝區,12.72,住宅大樓,鋼筋混凝土造,100.6,1.0,0.0,1.0,1,1947000.0
157,三芝區,9.68,住宅大樓,鋼筋混凝土造,76.73,1.0,0.0,1.0,1,1483000.0
158,三芝區,17.81,華廈,鋼筋混凝土造,93.58,3.0,2.0,2.0,2,2100000.0
159,三芝區,36.61,華廈,鋼筋混凝土造,310.19,4.0,3.0,3.0,1,5150000.0
160,三芝區,8.85,套房,鋼筋混凝土造,62.17,1.0,1.0,1.0,1,1600000.0
161,三芝區,33.32,華廈,鋼筋混凝土造,230.56,4.0,3.0,3.0,2,4800000.0
162,三芝區,13.03,華廈,鋼筋混凝土造,89.06,3.0,1.0,2.0,1,1900000.0
163,三重區,13.08,住宅大樓,鋼筋混凝土造,71.88,2.0,2.0,1.0,1,7100000.0
164,三重區,4.96,住宅大樓,鋼筋混凝土造,66.4,2.0,2.0,1.0,1,6750000.0
165,三重區,34.29,華廈,鋼筋混凝土造,237.72,5.0,2.0,2.0,1,17750000.0
166,三重區,33.88,住宅大樓,鋼筋混凝土造,228.34,3.0,2.0,2.0,1,24000000.0
167,三重區,21.0,公寓,鋼筋混凝土造,99.38,4.0,2.0,2.0,2,7200000.0
168,三重區,13.97,住宅大樓,鋼筋混凝土造,104.36,1.0,1.0,1.0,1,8900000.0
169,三重區,15.78,住宅大樓,鋼筋混凝土造,113.37,3.0,2.0,1.0,1,11500000.0
170,三重區,38.96,住宅大樓,鋼筋混凝土造,229.06,4.0,2.0,2.0,1,25850000.0
171,三重區,22.19,住宅大樓,鋼筋混凝土造,149.21,3.0,2.0,2.0,1,15000000.0
172,三重區,23.25,公寓,加強磚造,63.38,3.0,2.0,1.0,2,7200000.0
173,三重區,10.67,住宅大樓,鋼筋混凝土造,114.97,3.0,2.0,2.0,1,10300000.0
174,三重區,21.6,公寓,鋼筋混凝土造,67.0,3.0,1.0,1.0,2,6000000.0
175,三重區,5.04,住宅大樓,鋼筋混凝土造,62.09,1.0,1.0,1.0,1,5380000.0
176,三重區,14.78,公寓,鋼筋混凝土造,51.52,3.0,1.0,1.0,2,4780000.0
177,三重區,31.25,公寓,加強磚造,88.02,3.0,1.0,1.0,2,8400000.0
178,三重區,17.87,公寓,鋼筋混凝土造,45.0,2.0,2.0,1.0,2,4550000.0
179,三重區,25.5,公寓,鋼筋混凝土造,69.0,3.0,2.0,1.0,2,6000000.0
180,三重區,12.11,套房,鋼筋混凝土造,61.56,1.0,0.0,0.0,1,7050000.0
181,三重區,11.49,住宅大樓,鋼筋混凝土造,94.36,3.0,2.0,1.0,1,10380000.0
182,三重區,24.7,住宅大樓,鋼筋混凝土造,359.48,4.0,2.0,3.0,1,34500000.0
183,三重區,29.27,住宅大樓,鋼筋混凝土造,321.72,4.0,2.0,3.0,1,36000000.0
184,三重區,70.23,公寓,鋼筋混凝土造,48.44,2.0,1.0,1.0,2,4500000.0
185,三重區,18.4,公寓,鋼筋混凝土造,71.0,6.0,1.0,4.0,2,6300000.0
186,三重區,16.79,住宅大樓,鋼筋混凝土造,133.18,3.0,2.0,2.0,1,12500000.0
187,三重區,15.18,公寓,鋼筋混凝土造,34.13,2.0,1.0,1.0,2,2600000.0
188,三重區,21.42,公寓,鋼筋混凝土造,74.02,3.0,2.0,1.0,2,6800000.0
189,三重區,25.61,公寓,鋼筋混凝土造,83.91,0.0,0.0,0.0,2,7400000.0
190,三重區,21.01,公寓,鋼筋混凝土造,82.0,3.0,2.0,1.0,2,6450000.0
191,三重區,28.95,住宅大樓,鋼筋混凝土造,206.83,4.0,2.0,2.0,1,20200000.0
192,三重區,12.6,公寓,鋼筋混凝土造,59.0,2.0,2.0,1.0,2,4750000.0
193,三重區,21.0,公寓,鋼筋混凝土造,66.0,3.0,0.0,3.0,2,6550000.0
194,三重區,8.41,住宅大樓,鋼筋混凝土造,117.45,2.0,2.0,1.0,1,12700000.0
195,三重區,21.82,住宅大樓,鋼筋混凝土造,147.14,3.0,2.0,2.0,1,13500000.0
196,三重區,23.58,華廈,鋼筋混凝土造,119.45,3.0,2.0,2.0,2,8900000.0
197,三重區,51.54,華廈,鋼筋混凝土造,171.34,0.0,1.0,1.0,1,16200000.0
198,三重區,23.25,公寓,鋼筋混凝土造,73.0,2.0,1.0,1.0,2,5600000.0
199,三重區,24.1,公寓,鋼筋混凝土造,80.18,3.0,2.0,3.0,2,7200000.0
200,三重區,2.39,套房,鋼筋混凝土造,41.95,1.0,1.0,1.0,2,3700000.0
201,三重區,18.59,公寓,鋼筋混凝土造,68.0,3.0,2.0,1.0,2,6800000.0
202,三重區,9.83,公寓,鋼筋混凝土造,30.83,2.0,1.0,1.0,2,2950000.0
203,三重區,28.8,公寓,鋼筋混凝土造,88.0,3.0,2.0,2.0,2,8400000.0
204,三重區,21.8,公寓,鋼筋混凝土造,86.0,3.0,2.0,2.0,2,7620000.0
205,三重區,6.66,住宅大樓,鋼筋混凝土造,66.7,1.0,1.0,1.0,1,6200000.0
206,三重區,15.16,住宅大樓,鋼筋混凝土造,115.13,2.0,1.0,2.0,2,10500000.0
207,三重區,16.84,公寓,鋼筋混凝土造,56.93,2.0,2.0,1.0,2,4850000.0
208,三重區,29.63,華廈,鋼筋混凝土造,190.0,4.0,2.0,2.0,1,16000000.0
209,三重區,13.97,住宅大樓,鋼筋混凝土造,104.06,2.0,1.0,1.0,1,8680000.0
210,三重區,17.62,住宅大樓,鋼筋混凝土造,134.62,2.0,2.0,1.0,1,11650000.0
211,三重區,8.43,住宅大樓,鋼筋混凝土造,104.67,3.0,2.0,1.0,1,9000000.0
212,三重區,12.46,住宅大樓,鋼筋混凝土造,181.34,3.0,1.0,2.0,1,16000000.0
213,三重區,39.0,公寓,加強磚造,107.84,4.0,2.0,2.0,2,9000000.0
214,三重區,2.02,住宅大樓,鋼筋混凝土造,27.76,1.0,1.0,1.0,1,3200000.0
215,三重區,28.69,公寓,鋼筋混凝土造,107.75,3.0,2.0,1.0,2,12500000.0
216,三重區,2.33,住宅大樓,鋼筋混凝土造,42.96,1.0,1.0,1.0,1,3550000.0
217,三重區,16.5,公寓,鋼筋混凝土造,35.0,2.0,2.0,2.0,2,4000000.0
218,三重區,27.6,公寓,鋼筋混凝土造,83.0,5.0,2.0,2.0,2,6000000.0
219,三重區,14.0,公寓,鋼筋混凝土造,62.79,2.0,2.0,1.0,2,6700000.0
220,三重區,18.84,住宅大樓,鋼筋混凝土造,131.64,2.0,2.0,1.0,1,12310000.0
221,三重區,12.39,住宅大樓,鋼筋混凝土造,101.85,4.0,1.0,1.0,1,10300000.0
222,三重區,17.36,華廈,鋼筋混凝土造,96.02,3.0,2.0,2.0,1,11000000.0
223,三重區,21.02,住宅大樓,鋼筋混凝土造,166.02,3.0,2.0,2.0,1,18000000.0
224,三重區,24.62,住宅大樓,鋼筋混凝土造,157.56,3.0,2.0,2.0,1,17980000.0
225,三重區,11.45,公寓,鋼筋混凝土造,44.58,1.0,1.0,1.0,2,3800000.0
226,三重區,4.35,住宅大樓,鋼筋混凝土造,39.81,1.0,0.0,1.0,1,3850000.0
227,三重區,27.99,住宅大樓,鋼筋混凝土造,257.15,4.0,2.0,2.0,1,20000000.0
228,三重區,23.6,公寓,鋼筋混凝土造,85.0,4.0,1.0,1.0,2,6500000.0
229,三重區,24.33,公寓,加強磚造,65.7,2.0,2.0,1.0,2,5200000.0
230,三重區,34.9,透天厝,加強磚造,63.6,3.0,2.0,1.0,2,4870000.0
231,三重區,27.86,公寓,加強磚造,80.0,3.0,2.0,1.0,2,6800000.0
232,三重區,15.3,公寓,鋼筋混凝土造,29.0,2.0,2.0,1.0,2,2500000.0
233,三重區,19.0,公寓,鋼筋混凝土造,70.0,3.0,1.0,1.0,2,5500000.0
234,三重區,20.46,住宅大樓,鋼筋混凝土造,160.1,2.0,2.0,1.0,1,17200000.0
235,三重區,13.77,華廈,鋼筋混凝土造,62.05,2.0,1.0,1.0,2,5500000.0
236,三重區,14.56,住宅大樓,鋼筋混凝土造,94.64,2.0,2.0,1.0,1,8800000.0
237,三重區,5.09,套房,鋼筋混凝土造,39.17,1.0,0.0,1.0,1,4388000.0
238,三重區,6.04,住宅大樓,鋼筋混凝土造,84.98,2.0,1.0,1.0,1,8380000.0
239,三重區,29.63,華廈,鋼筋混凝土造,190.71,3.0,2.0,2.0,1,15300000.0
240,三重區,2.99,住宅大樓,鋼筋混凝土造,32.72,1.0,1.0,1.0,1,2700000.0
241,三重區,11.52,公寓,鋼筋混凝土造,23.0,2.0,1.0,1.0,2,1800000.0
242,三重區,38.45,住宅大樓,鋼筋混凝土造,226.86,4.0,2.0,2.0,2,23680000.0
243,三重區,38.96,住宅大樓,鋼筋混凝土造,229.24,4.0,2.0,2.0,1,25300000.0
244,三重區,19.01,住宅大樓,鋼筋混凝土造,107.89,2.0,2.0,1.0,1,11500000.0
245,三重區,21.0,公寓,鋼筋混凝土造,95.0,3.0,2.0,2.0,2,7800000.0
246,三重區,19.29,華廈,鋼筋混凝土造,128.88,4.0,1.0,2.0,1,10700000.0
247,三重區,19.66,住宅大樓,鋼筋混凝土造,148.8,3.0,2.0,2.0,1,13750000.0
248,三重區,22.8,住宅大樓,鋼筋混凝土造,118.3,3.0,2.0,2.0,1,11550000.0
249,三重區,17.31,公寓,鋼筋混凝土造,61.4,2.0,2.0,1.0,2,5300000.0
250,三重區,27.0,套房,加強磚造,86.0,9.0,0.0,9.0,2,9800000.0
251,三重區,37.45,住宅大樓,鋼筋混凝土造,254.99,4.0,2.0,3.0,1,28800000.0
252,三重區,42.47,住宅大樓,鋼筋混凝土造,308.0,3.0,2.0,2.0,2,29560000.0
253,三重區,33.94,住宅大樓,鋼筋混凝土造,221.68,3.0,2.0,2.0,1,21990000.0
254,三重區,42.07,住宅大樓,鋼筋混凝土造,263.7,3.0,2.0,2.0,1,27000000.0
255,三重區,34.14,住宅大樓,鋼筋混凝土造,222.87,3.0,2.0,2.0,1,22250000.0
256,三重區,42.67,住宅大樓,鋼筋混凝土造,351.33,3.0,2.0,2.0,1,30890000.0
257,三重區,29.25,公寓,鋼筋混凝土造,79.0,3.0,1.0,1.0,2,6960000.0
258,三重區,42.47,住宅大樓,鋼筋混凝土造,308.0,3.0,2.0,2.0,1,25980000.0
259,三重區,22.5,公寓,鋼筋混凝土造,86.0,4.0,2.0,2.0,2,6400000.0
260,三重區,24.0,公寓,鋼筋混凝土造,73.0,2.0,2.0,1.0,2,6600000.0
261,三重區,12.17,住宅大樓,鋼筋混凝土造,93.42,3.0,2.0,1.0,1,10450000.0
262,三重區,16.65,住宅大樓,鋼筋混凝土造,110.33,3.0,2.0,2.0,1,10250000.0
263,三重區,30.5,公寓,鋼筋混凝土造,89.0,3.0,2.0,1.0,2,6600000.0
264,三重區,22.4,公寓,鋼筋混凝土造,77.56,3.0,1.0,1.0,2,8000000.0
265,三重區,10.97,住宅大樓,鋼筋混凝土造,107.8,3.0,2.0,1.0,2,9600000.0
266,三重區,30.5,公寓,鋼筋混凝土造,89.0,3.0,1.0,1.0,2,6500000.0
267,三重區,14.54,公寓,鋼筋混凝土造,34.0,3.0,1.0,1.0,2,4020000.0
268,三重區,34.14,住宅大樓,鋼筋混凝土造,265.01,3.0,2.0,2.0,1,24300000.0
269,三重區,20.97,公寓,鋼筋混凝土造,87.0,3.0,1.0,1.0,2,7000000.0
270,三重區,19.56,華廈,鋼筋混凝土造,120.63,2.0,2.0,1.0,1,11450000.0
271,三重區,16.4,公寓,鋼筋混凝土造,73.0,3.0,1.0,1.0,2,5600000.0
