,District,L_area,PropertyType,MainMaterial,B_area,Rooms,LivingR,BathR,Management,Price
886,五股區,10.13,住宅大樓,鋼筋混凝土造,101.63,3.0,2.0,2.0,1,4750000.0
887,五股區,33.03,公寓,鋼筋混凝土造,110.93,3.0,2.0,2.0,2,5210000.0
888,五股區,15.19,住宅大樓,鋼筋混凝土造,128.22,4.0,2.0,2.0,1,5700000.0
889,五股區,24.19,華廈,鋼筋混凝土造,196.58,4.0,2.0,2.0,1,10500000.0
890,五股區,10.77,華廈,鋼筋混凝土造,60.12,2.0,2.0,1.0,2,2860000.0
891,五股區,30.8,公寓,鋼筋混凝土造,86.22,3.0,1.0,2.0,2,4350000.0
892,五股區,13.93,華廈,鋼筋混凝土造,108.95,3.0,2.0,2.0,1,5878000.0
893,五股區,15.19,住宅大樓,鋼筋混凝土造,125.91,2.0,2.0,2.0,1,5700000.0
894,五股區,18.1,住宅大樓,鋼筋混凝土造,102.39,3.0,2.0,2.0,1,5100000.0
895,五股區,18.6,華廈,鋼筋混凝土造,104.22,3.0,2.0,2.0,1,5750000.0
896,五股區,21.83,公寓,鋼筋混凝土造,96.26,3.0,2.0,1.0,2,5160000.0
897,五股區,24.7,華廈,鋼筋混凝土造,161.82,4.0,2.0,2.0,1,8680000.0
898,五股區,19.2,華廈,鋼筋混凝土造,125.35,3.0,2.0,2.0,1,6800000.0
899,五股區,18.47,華廈,鋼筋混凝土造,117.79,3.0,2.0,2.0,2,6720000.0
900,五股區,17.81,華廈,鋼筋混凝土造,115.43,3.0,2.0,2.0,1,6650000.0
901,八里區,19.49,華廈,鋼筋混凝土造,120.18,2.0,1.0,1.0,2,5350000.0
902,八里區,9.75,住宅大樓,鋼筋混凝土造,75.99,2.0,2.0,1.0,1,3710000.0
903,八里區,19.68,華廈,鋼筋混凝土造,106.18,3.0,2.0,2.0,1,6390000.0
904,八里區,24.52,住宅大樓,鋼筋混凝土造,186.81,3.0,2.0,2.0,1,10170000.0
905,八里區,24.52,住宅大樓,鋼筋混凝土造,186.81,3.0,2.0,2.0,1,7780000.0
906,八里區,13.08,住宅大樓,鋼筋混凝土造,98.88,3.0,2.0,2.0,1,4190000.0
907,八里區,15.47,住宅大樓,鋼筋混凝土造,142.22,3.0,2.0,2.0,1,4850000.0
908,八里區,19.82,華廈,鋼筋混凝土造,106.57,3.0,2.0,2.0,1,6300000.0
909,八里區,10.95,住宅大樓,鋼筋混凝土造,96.62,3.0,2.0,2.0,2,3350000.0
910,八里區,8.65,住宅大樓,鋼筋混凝土造,83.61,2.0,2.0,1.0,1,3600000.0
911,八里區,361.92,公寓,鋼筋混凝土造,115.95,3.0,2.0,2.0,2,4160000.0
912,八里區,14.35,住宅大樓,鋼筋混凝土造,134.38,3.0,2.0,2.0,1,6000000.0
913,八里區,11.12,住宅大樓,鋼筋混凝土造,102.6,3.0,2.0,2.0,1,4150000.0
914,八里區,36.18,華廈,鋼筋混凝土造,200.41,3.0,2.0,2.0,1,8120000.0
915,八里區,14.35,住宅大樓,鋼筋混凝土造,134.38,3.0,2.0,2.0,1,5005000.0
916,八里區,12.24,住宅大樓,鋼筋混凝土造,153.06,3.0,2.0,2.0,1,5200000.0
917,八里區,29.2,住宅大樓,鋼筋混凝土造,237.02,3.0,2.0,2.0,1,11450000.0
918,八里區,27.33,住宅大樓,鋼筋混凝土造,203.13,3.0,2.0,2.0,1,10810000.0
919,八里區,17.34,住宅大樓,鋼筋混凝土造,110.75,3.0,2.0,2.0,1,4300000.0
920,八里區,5.49,住宅大樓,鋼筋混凝土造,65.19,2.0,1.0,1.0,1,3480000.0
921,八里區,36.18,華廈,鋼筋混凝土造,200.41,3.0,2.0,2.0,1,9200000.0
922,八里區,12.77,住宅大樓,鋼筋混凝土造,152.25,3.0,2.0,2.0,1,9250000.0
923,八里區,13.19,住宅大樓,鋼筋混凝土造,121.79,3.0,2.0,2.0,1,4500000.0
924,八里區,28.28,住宅大樓,鋼筋混凝土造,212.64,4.0,2.0,2.0,1,11430000.0
925,八里區,17.39,住宅大樓,鋼筋混凝土造,134.83,3.0,2.0,2.0,2,6800000.0
926,八里區,16.41,住宅大樓,鋼筋混凝土造,113.86,3.0,2.0,2.0,1,4900000.0
927,八里區,29.87,住宅大樓,鋼筋混凝土造,241.81,4.0,2.0,2.0,1,12580000.0
928,八里區,18.46,住宅大樓,鋼筋混凝土造,122.47,3.0,2.0,2.0,2,5700000.0
929,八里區,4.77,住宅大樓,鋼筋混凝土造,78.22,1.0,0.0,1.0,1,4300000.0
930,八里區,14.35,住宅大樓,鋼筋混凝土造,134.38,3.0,2.0,2.0,1,5000000.0
931,八里區,17.29,住宅大樓,鋼筋混凝土造,157.23,3.0,2.0,2.0,1,5950000.0
932,八里區,13.41,住宅大樓,鋼筋混凝土造,86.35,2.0,1.0,1.0,1,3650000.0
933,八里區,14.35,住宅大樓,鋼筋混凝土造,134.38,3.0,2.0,2.0,1,5000000.0
934,八里區,3.83,住宅大樓,鋼筋混凝土造,47.45,1.0,1.0,1.0,1,3000000.0
935,八里區,27.5,住宅大樓,鋼筋混凝土造,207.19,3.0,2.0,2.0,1,10500000.0
936,八里區,4.73,住宅大樓,鋼筋混凝土造,57.73,1.0,1.0,1.0,2,3090000.0
937,八里區,11.76,住宅大樓,鋼骨混凝土造,176.16,3.0,2.0,2.0,1,10000000.0
938,八里區,9.52,住宅大樓,鋼筋混凝土造,87.49,2.0,1.0,1.0,1,3400000.0
939,八里區,9.29,住宅大樓,鋼筋混凝土造,106.29,2.0,1.0,1.0,2,6000000.0
940,八里區,9.42,住宅大樓,鋼筋混凝土造,92.47,2.0,2.0,1.0,1,3460000.0
941,八里區,14.7,住宅大樓,鋼骨混凝土造,247.92,4.0,2.0,2.0,1,14300000.0
942,八里區,19.86,華廈,鋼筋混凝土造,122.16,3.0,2.0,2.0,2,6150000.0
943,八里區,11.13,住宅大樓,鋼筋混凝土造,102.02,3.0,2.0,2.0,1,3700000.0
944,八里區,17.77,住宅大樓,鋼筋混凝土造,131.88,3.0,2.0,2.0,1,6150000.0
945,八里區,12.72,住宅大樓,鋼筋混凝土造,152.29,3.0,2.0,2.0,1,9700000.0
946,八里區,25.81,住宅大樓,鋼筋混凝土造,177.36,3.0,2.0,2.0,1,8280000.0
947,八里區,28.28,住宅大樓,鋼筋混凝土造,212.64,4.0,2.0,2.0,1,11650000.0
948,八里區,35.78,華廈,鋼筋混凝土造,195.33,3.0,2.0,2.0,1,12500000.0
949,八里區,29.08,華廈,鋼筋混凝土造,156.21,4.0,2.0,2.0,1,9800000.0
950,八里區,8.31,住宅大樓,鋼筋混凝土造,68.82,2.0,1.0,1.0,1,2500000.0
951,八里區,27.5,華廈,鋼筋混凝土造,147.44,3.0,2.0,2.0,2,6700000.0
952,八里區,19.68,華廈,鋼筋混凝土造,106.18,3.0,2.0,2.0,1,6450000.0
953,八里區,23.34,華廈,鋼筋混凝土造,133.46,2.0,2.0,2.0,1,6350000.0
954,八里區,18.51,華廈,鋼筋混凝土造,107.66,3.0,2.0,1.0,2,4500000.0
955,八里區,14.94,住宅大樓,鋼筋混凝土造,112.85,4.0,1.0,2.0,1,4000000.0
956,八里區,16.69,住宅大樓,鋼筋混凝土造,153.9,3.0,2.0,2.0,1,5300000.0
957,八里區,12.62,住宅大樓,鋼筋混凝土造,116.55,2.0,1.0,1.0,1,4000000.0
958,八里區,14.35,住宅大樓,鋼筋混凝土造,137.37,3.0,2.0,2.0,1,4800000.0
959,八里區,26.24,華廈,鋼筋混凝土造,132.99,3.0,2.0,2.0,1,5750000.0
960,八里區,14.03,住宅大樓,鋼筋混凝土造,167.13,3.0,2.0,2.0,1,10300000.0
961,八里區,28.28,住宅大樓,鋼筋混凝土造,212.5,4.0,2.0,2.0,1,11430000.0
962,八里區,10.01,住宅大樓,鋼筋混凝土造,90.92,3.0,1.0,1.0,1,3500000.0
963,八里區,22.04,華廈,鋼筋混凝土造,110.13,3.0,2.0,2.0,1,4000000.0
964,八里區,32.77,華廈,鋼筋混凝土造,192.52,4.0,2.0,2.0,1,6800000.0
965,八里區,38.39,住宅大樓,鋼筋混凝土造,119.68,3.0,2.0,2.0,1,5700000.0
966,八里區,15.53,住宅大樓,鋼筋混凝土造,111.32,3.0,2.0,2.0,1,4500000.0
967,八里區,13.93,住宅大樓,鋼筋混凝土造,114.99,3.0,2.0,2.0,1,4300000.0
968,八里區,19.68,華廈,鋼筋混凝土造,106.18,3.0,2.0,2.0,1,6450000.0
969,八里區,19.68,華廈,鋼筋混凝土造,105.74,3.0,2.0,2.0,1,6300000.0
970,八里區,19.82,華廈,鋼筋混凝土造,106.57,3.0,2.0,2.0,1,6820000.0
971,八里區,18.23,華廈,鋼筋混凝土造,98.1,3.0,2.0,2.0,1,6170000.0
972,八里區,18.38,華廈,鋼筋混凝土造,98.93,3.0,2.0,2.0,1,5680000.0
973,八里區,4.76,住宅大樓,鋼筋混凝土造,43.32,1.0,1.0,1.0,1,2350000.0
974,八里區,82.4,透天厝,鋼筋混凝土造,169.83,6.0,1.0,3.0,2,8300000.0
975,八里區,12.34,住宅大樓,鋼筋混凝土造,80.16,2.0,1.0,1.0,1,3130000.0
976,八里區,13.2,住宅大樓,鋼筋混凝土造,110.27,3.0,2.0,2.0,1,4850000.0
977,八里區,15.1,住宅大樓,鋼筋混凝土造,139.02,3.0,2.0,2.0,1,5350000.0
978,八里區,6.29,套房,鋼筋混凝土造,53.09,1.0,0.0,1.0,1,2550000.0
979,八里區,12.77,住宅大樓,鋼筋混凝土造,152.25,3.0,2.0,2.0,1,9700000.0
980,八里區,15.27,住宅大樓,鋼筋混凝土造,136.75,3.0,2.0,2.0,2,4790000.0
981,八里區,9.99,住宅大樓,鋼筋混凝土造,73.79,2.0,1.0,1.0,1,3250000.0
982,八里區,19.82,華廈,鋼筋混凝土造,106.57,3.0,2.0,2.0,1,6480000.0
983,八里區,6.78,住宅大樓,鋼筋混凝土造,83.99,0.0,0.0,0.0,1,5000000.0
984,八里區,21.13,華廈,鋼筋混凝土造,113.08,3.0,2.0,2.0,1,7250000.0
985,八里區,17.74,住宅大樓,鋼筋混凝土造,146.35,4.0,2.0,2.0,1,6000000.0
986,土城區,31.09,公寓,鋼筋混凝土造,103.18,3.0,2.0,1.0,2,9500000.0
987,土城區,23.09,公寓,鋼筋混凝土造,82.92,3.0,2.0,1.0,2,5800000.0
988,土城區,12.09,住宅大樓,鋼筋混凝土造,88.72,2.0,1.0,1.0,1,6850000.0
989,土城區,7.79,華廈,鋼筋混凝土造,70.56,2.0,2.0,1.0,1,6250000.0
990,土城區,24.39,公寓,鋼筋混凝土造,81.75,3.0,2.0,2.0,2,5900000.0
991,土城區,20.39,公寓,鋼筋混凝土造,91.5,3.0,1.0,1.0,2,6300000.0
992,土城區,7.29,住宅大樓,鋼筋混凝土造,90.25,3.0,2.0,2.0,1,5700000.0
993,土城區,14.97,住宅大樓,鋼筋混凝土造,106.44,3.0,2.0,2.0,1,7500000.0
994,土城區,21.07,住宅大樓,鋼筋混凝土造,164.4,3.0,2.0,2.0,1,11780000.0
995,土城區,14.84,華廈,鋼筋混凝土造,82.07,2.0,1.0,1.0,2,6000000.0
996,土城區,25.04,住宅大樓,鋼筋混凝土造,198.55,5.0,2.0,2.0,1,15000000.0
997,土城區,22.78,華廈,鋼筋混凝土造,106.74,3.0,2.0,2.0,1,8250000.0
999,土城區,29.49,華廈,鋼筋混凝土造,116.71,3.0,2.0,2.0,2,7350000.0
1000,土城區,36.58,公寓,鋼筋混凝土造,97.52,3.0,2.0,1.0,2,6200000.0
1001,土城區,15.24,住宅大樓,鋼筋混凝土造,116.41,4.0,2.0,2.0,1,9000000.0
1002,土城區,17.24,住宅大樓,鋼筋混凝土造,134.24,3.0,2.0,2.0,1,8680000.0
1003,土城區,16.74,住宅大樓,鋼筋混凝土造,118.53,3.0,2.0,2.0,1,9980000.0
1004,土城區,9.56,住宅大樓,鋼筋混凝土造,53.18,1.0,1.0,1.0,1,4420000.0
1005,土城區,21.31,公寓,鋼筋混凝土造,84.35,3.0,2.0,2.0,2,7500000.0
1006,土城區,20.6,公寓,鋼筋混凝土造,49.0,2.0,1.0,1.0,2,3450000.0
1007,土城區,25.4,華廈,鋼筋混凝土造,111.67,3.0,2.0,2.0,1,8120000.0
1008,土城區,10.84,住宅大樓,鋼筋混凝土造,103.65,3.0,2.0,1.0,1,7450000.0
1009,土城區,48.27,公寓,鋼筋混凝土造,182.88,4.0,2.0,2.0,2,11500000.0
1010,土城區,15.35,住宅大樓,鋼筋混凝土造,149.67,3.0,1.0,2.0,1,10600000.0
1011,土城區,27.94,公寓,鋼筋混凝土造,88.79,4.0,2.0,2.0,2,8100000.0
1012,土城區,14.1,住宅大樓,鋼筋混凝土造,87.47,2.0,1.0,1.0,2,8300000.0
1013,土城區,21.61,華廈,鋼筋混凝土造,105.92,3.0,2.0,2.0,1,8200000.0
1014,土城區,35.49,公寓,鋼筋混凝土造,95.92,3.0,2.0,2.0,2,5980000.0
1015,土城區,24.61,住宅大樓,鋼筋混凝土造,148.67,3.0,2.0,2.0,1,11000000.0
1016,土城區,3.72,住宅大樓,鋼筋混凝土造,39.67,1.0,1.0,1.0,1,3700000.0
1017,土城區,28.33,公寓,鋼筋混凝土造,97.96,3.0,2.0,2.0,2,7800000.0
1018,土城區,22.53,華廈,鋼筋混凝土造,157.8,3.0,2.0,2.0,1,10680000.0
1019,土城區,14.42,住宅大樓,鋼筋混凝土造,78.62,1.0,1.0,1.0,1,6180000.0
1020,土城區,29.1,公寓,鋼筋混凝土造,73.21,4.0,0.0,4.0,2,6210000.0
1021,土城區,21.21,華廈,鋼筋混凝土造,104.01,3.0,2.0,2.0,1,8300000.0
1022,土城區,5.19,住宅大樓,鋼筋混凝土造,70.72,2.0,1.0,1.0,2,5800000.0
1023,土城區,24.29,華廈,鋼筋混凝土造,102.65,3.0,1.0,1.0,1,9200000.0
1024,土城區,12.07,住宅大樓,鋼筋混凝土造,66.7,2.0,1.0,1.0,1,6180000.0
1025,土城區,11.16,住宅大樓,鋼筋混凝土造,78.69,2.0,1.0,1.0,1,5000000.0
1026,土城區,29.56,公寓,鋼筋混凝土造,94.37,3.0,2.0,2.0,2,8000000.0
1027,土城區,23.78,住宅大樓,鋼筋混凝土造,157.76,3.0,2.0,1.0,1,12150000.0
1028,土城區,13.77,住宅大樓,鋼筋混凝土造,130.7,3.0,2.0,2.0,1,9300000.0
1029,土城區,11.36,住宅大樓,鋼筋混凝土造,94.12,3.0,2.0,2.0,1,8500000.0
1030,土城區,15.76,住宅大樓,鋼筋混凝土造,107.59,2.0,2.0,1.0,1,9800000.0
1031,土城區,7.73,住宅大樓,鋼筋混凝土造,69.4,0.0,0.0,0.0,1,5500000.0
1032,土城區,12.07,住宅大樓,鋼筋混凝土造,66.71,2.0,1.0,1.0,1,5450000.0
1033,土城區,10.3,住宅大樓,鋼筋混凝土造,115.28,3.0,2.0,2.0,1,8050000.0
1034,土城區,19.72,住宅大樓,鋼筋混凝土造,150.21,3.0,2.0,2.0,2,11470000.0
1035,土城區,24.04,公寓,鋼筋混凝土造,82.01,3.0,2.0,1.0,2,6700000.0
1036,土城區,20.68,華廈,鋼筋混凝土造,133.46,3.0,2.0,2.0,1,11780965.0
1037,土城區,13.55,住宅大樓,鋼筋混凝土造,116.54,4.0,1.0,1.0,2,9500000.0
1038,土城區,12.07,住宅大樓,鋼筋混凝土造,164.17,3.0,2.0,2.0,1,10200000.0
1039,土城區,30.79,公寓,鋼筋混凝土造,79.12,2.0,1.0,1.0,2,7160000.0
1040,土城區,7.05,套房,鋼筋混凝土造,40.36,1.0,1.0,1.0,1,2580000.0
1041,土城區,24.7,公寓,鋼筋混凝土造,80.92,4.0,1.0,1.0,2,6300000.0
1042,土城區,13.3,住宅大樓,鋼筋混凝土造,114.82,4.0,2.0,1.0,2,9500000.0
1043,土城區,19.87,住宅大樓,鋼筋混凝土造,147.32,5.0,2.0,2.0,1,14000000.0
1044,土城區,16.43,住宅大樓,鋼筋混凝土造,102.07,3.0,1.0,2.0,1,8250000.0
1045,土城區,18.98,公寓,鋼筋混凝土造,83.08,3.0,1.0,2.0,2,6800000.0
1046,土城區,28.42,公寓,鋼筋混凝土造,89.6,3.0,2.0,1.0,2,8500000.0
1047,土城區,6.04,住宅大樓,鋼筋混凝土造,31.89,1.0,1.0,1.0,1,2850000.0
1048,土城區,30.13,公寓,鋼筋混凝土造,93.83,3.0,1.0,2.0,2,8200000.0
1049,土城區,10.45,住宅大樓,鋼筋混凝土造,112.49,3.0,2.0,2.0,1,9650000.0
1050,土城區,5.99,住宅大樓,鋼筋混凝土造,75.96,2.0,2.0,1.0,1,6080000.0
1051,土城區,14.18,住宅大樓,鋼筋混凝土造,100.58,1.0,2.0,1.0,1,9400000.0
1052,土城區,16.57,華廈,鋼筋混凝土造,92.13,3.0,1.0,1.0,1,7500000.0
1053,土城區,12.75,華廈,鋼筋混凝土造,71.01,3.0,2.0,1.0,1,6260000.0
1054,土城區,25.5,公寓,鋼筋混凝土造,85.93,2.0,1.0,1.0,2,8000000.0
1055,土城區,29.51,公寓,鋼筋混凝土造,112.58,3.0,2.0,2.0,2,8000000.0
1056,土城區,15.84,華廈,鋼筋混凝土造,82.75,2.0,1.0,1.0,1,6050000.0
1057,土城區,35.43,公寓,鋼筋混凝土造,78.24,3.0,2.0,2.0,2,5080000.0
1058,土城區,16.58,住宅大樓,鋼筋混凝土造,96.82,3.0,2.0,2.0,1,6660000.0
1059,土城區,22.41,公寓,鋼筋混凝土造,71.4,4.0,3.0,2.0,2,5570000.0
1060,土城區,18.4,公寓,鋼筋混凝土造,86.1,3.0,2.0,2.0,2,7000000.0
1061,土城區,13.84,住宅大樓,鋼筋混凝土造,82.53,2.0,2.0,1.0,1,7280000.0
1062,土城區,15.7,住宅大樓,鋼筋混凝土造,138.8,3.0,2.0,2.0,1,10500000.0
1063,土城區,24.76,公寓,鋼筋混凝土造,74.42,3.0,1.0,1.0,2,4700000.0
1064,土城區,21.35,住宅大樓,鋼筋混凝土造,142.41,3.0,2.0,2.0,1,13400000.0
1065,土城區,10.23,住宅大樓,鋼筋混凝土造,77.14,2.0,1.0,1.0,2,6650000.0
1066,土城區,26.97,公寓,鋼筋混凝土造,97.63,4.0,2.0,1.0,2,8300000.0
1067,土城區,24.64,住宅大樓,鋼筋混凝土造,136.42,4.0,2.0,2.0,1,9800000.0
1068,土城區,13.96,住宅大樓,鋼筋混凝土造,88.09,2.0,2.0,1.0,1,7150000.0
1069,土城區,17.57,華廈,鋼筋混凝土造,91.75,3.0,2.0,1.0,1,8300000.0
1070,土城區,7.05,華廈,鋼筋混凝土造,40.56,0.0,0.0,0.0,1,3680000.0
1071,土城區,30.0,華廈,鋼筋混凝土造,171.97,3.0,2.0,2.0,1,15050000.0
1072,土城區,25.82,華廈,鋼筋混凝土造,92.38,3.0,2.0,1.0,2,7000000.0
1073,土城區,23.37,公寓,鋼筋混凝土造,79.71,2.0,1.0,1.0,2,5900000.0
1074,土城區,26.75,華廈,鋼筋混凝土造,129.48,3.0,2.0,1.0,1,11300000.0
1075,土城區,20.41,住宅大樓,鋼筋混凝土造,142.51,3.0,2.0,2.0,1,12550000.0
1076,土城區,22.6,公寓,鋼筋混凝土造,88.36,3.0,2.0,2.0,2,6700000.0
1077,土城區,19.68,公寓,鋼筋混凝土造,53.23,2.0,1.0,2.0,2,4400000.0
1078,土城區,10.35,住宅大樓,鋼筋混凝土造,88.96,2.0,2.0,1.0,1,6100000.0
1079,土城區,17.24,住宅大樓,鋼筋混凝土造,137.44,3.0,2.0,2.0,1,9150000.0
1080,土城區,16.62,公寓,鋼筋混凝土造,69.93,2.0,2.0,1.0,2,5300000.0
1081,土城區,9.34,住宅大樓,鋼筋混凝土造,101.56,3.0,2.0,2.0,1,9150000.0
1082,土城區,7.05,套房,鋼筋混凝土造,40.36,1.0,1.0,1.0,1,3780000.0
1083,土城區,21.54,華廈,鋼筋混凝土造,121.6,5.0,2.0,3.0,1,11000000.0
1084,土城區,18.96,公寓,鋼筋混凝土造,72.8,3.0,2.0,1.0,2,4580000.0
1085,土城區,2.69,住宅大樓,鋼筋混凝土造,30.31,1.0,0.0,1.0,1,2650000.0
1086,土城區,24.46,公寓,鋼筋混凝土造,85.54,2.0,1.0,1.0,2,5800000.0
1087,土城區,12.03,住宅大樓,鋼筋混凝土造,88.86,2.0,2.0,1.0,1,8000000.0
1088,土城區,25.83,住宅大樓,鋼筋混凝土造,203.07,4.0,2.0,2.0,1,14900000.0
1089,土城區,29.36,公寓,鋼筋混凝土造,99.32,9.0,1.0,2.0,2,8200000.0
1090,土城區,33.78,公寓,鋼筋混凝土造,80.5,3.0,2.0,2.0,2,6700000.0
1091,土城區,29.23,公寓,鋼筋混凝土造,79.66,2.0,1.0,1.0,2,6800000.0
1092,土城區,18.55,華廈,鋼筋混凝土造,107.04,3.0,2.0,2.0,1,8320000.0
1093,土城區,26.72,公寓,鋼筋混凝土造,90.41,2.0,1.0,2.0,2,6500000.0
1094,土城區,103.16,透天厝,鋼筋混凝土造,312.38,4.0,2.0,3.0,1,20700000.0
1095,土城區,27.87,住宅大樓,鋼筋混凝土造,183.23,3.0,2.0,2.0,1,13730000.0
1096,土城區,29.35,公寓,鋼筋混凝土造,105.12,3.0,1.0,1.0,2,7100000.0
1097,土城區,28.01,公寓,鋼筋混凝土造,84.39,3.0,2.0,1.0,2,6900000.0
1098,土城區,16.72,住宅大樓,鋼筋混凝土造,88.77,2.0,2.0,2.0,1,6500000.0
1099,土城區,23.48,住宅大樓,鋼筋混凝土造,142.21,3.0,2.0,2.0,1,10800000.0
1100,土城區,12.08,住宅大樓,鋼筋混凝土造,107.91,3.0,2.0,2.0,2,8750000.0
1101,土城區,21.1,公寓,鋼筋混凝土造,75.75,3.0,2.0,1.0,2,5150000.0
1102,土城區,6.04,套房,鋼筋混凝土造,31.89,1.0,0.0,1.0,1,2800000.0
1103,土城區,13.56,住宅大樓,鋼筋混凝土造,116.97,2.0,2.0,2.0,1,8880000.0
1104,土城區,26.67,公寓,鋼筋混凝土造,65.2,2.0,1.0,1.0,2,4900000.0
1106,土城區,23.33,公寓,鋼筋混凝土造,76.85,3.0,1.0,2.0,2,6000000.0
1107,土城區,14.42,住宅大樓,鋼筋混凝土造,78.61,3.0,2.0,1.0,1,6350000.0
1108,土城區,5.19,住宅大樓,鋼筋混凝土造,30.08,1.0,1.0,1.0,1,1875000.0
1109,土城區,30.85,公寓,加強磚造,76.36,3.0,2.0,2.0,2,5100000.0
1110,土城區,29.44,公寓,鋼筋混凝土造,72.99,3.0,2.0,1.0,2,4800000.0
1111,土城區,17.55,住宅大樓,鋼筋混凝土造,143.07,5.0,2.0,2.0,1,11850000.0
1112,土城區,20.78,華廈,鋼筋混凝土造,102.24,3.0,2.0,2.0,1,7000000.0
1113,土城區,8.13,住宅大樓,鋼筋混凝土造,65.51,2.0,1.0,1.0,1,6100000.0
1114,土城區,6.11,住宅大樓,鋼筋混凝土造,73.51,2.0,1.0,1.0,1,6100000.0
1115,土城區,5.39,套房,鋼筋混凝土造,42.74,1.0,1.0,1.0,1,3080000.0
1116,土城區,11.47,住宅大樓,鋼筋混凝土造,103.29,4.0,2.0,2.0,1,8900000.0
1117,土城區,10.02,住宅大樓,鋼筋混凝土造,83.26,2.0,1.0,1.0,1,6800000.0
1118,土城區,18.63,住宅大樓,鋼筋混凝土造,100.15,3.0,2.0,1.0,1,7500000.0
1119,土城區,3.06,住宅大樓,鋼筋混凝土造,36.09,1.0,0.0,1.0,1,2520000.0
1120,土城區,23.08,華廈,鋼筋混凝土造,113.08,3.0,1.0,2.0,1,8000000.0
1121,土城區,16.48,住宅大樓,鋼筋混凝土造,119.09,2.0,2.0,1.0,1,8200000.0
1122,土城區,18.08,公寓,鋼筋混凝土造,74.59,3.0,2.0,1.0,2,5300000.0
1123,土城區,18.63,華廈,鋼筋混凝土造,94.52,3.0,2.0,2.0,1,8900000.0
1124,土城區,3.72,住宅大樓,鋼筋混凝土造,39.67,1.0,0.0,1.0,1,3400000.0
1125,土城區,34.75,公寓,鋼筋混凝土造,120.21,4.0,2.0,2.0,2,7850000.0
1126,土城區,18.5,住宅大樓,鋼筋混凝土造,150.93,5.0,2.0,2.0,1,11850000.0
1127,土城區,25.78,公寓,鋼筋混凝土造,92.32,3.0,2.0,2.0,2,6100000.0
1128,土城區,23.14,華廈,鋼筋混凝土造,119.33,3.0,2.0,2.0,1,10200000.0
1129,土城區,31.08,公寓,鋼筋混凝土造,73.86,3.0,2.0,1.0,2,6200000.0
1130,土城區,45.01,公寓,鋼筋混凝土造,160.32,3.0,2.0,2.0,2,10500000.0
1131,土城區,9.83,住宅大樓,鋼筋混凝土造,118.59,3.0,2.0,2.0,1,9000000.0
1132,土城區,24.7,公寓,鋼筋混凝土造,58.7,2.0,1.0,1.0,2,4350000.0
1133,土城區,11.85,住宅大樓,鋼筋混凝土造,68.98,2.0,1.0,1.0,1,4600000.0
1134,土城區,11.08,住宅大樓,鋼筋混凝土造,124.61,3.0,2.0,2.0,1,9300000.0
1135,土城區,2.23,住宅大樓,鋼筋混凝土造,37.62,1.0,1.0,1.0,1,3250000.0
1136,土城區,17.88,華廈,鋼筋混凝土造,92.73,3.0,2.0,2.0,1,8000000.0
1137,土城區,23.16,公寓,鋼筋混凝土造,78.43,3.0,2.0,2.0,2,6100000.0
1138,土城區,11.07,住宅大樓,鋼筋混凝土造,91.68,3.0,1.0,2.0,1,8250000.0
1139,土城區,27.04,公寓,鋼筋混凝土造,95.76,7.0,0.0,7.0,2,7500000.0
1140,土城區,3.94,住宅大樓,鋼筋混凝土造,27.15,1.0,0.0,1.0,1,2220000.0
1141,土城區,21.17,華廈,鋼筋混凝土造,103.95,3.0,2.0,1.0,1,8500000.0
1142,土城區,18.11,住宅大樓,鋼筋混凝土造,130.37,3.0,2.0,2.0,1,9070000.0
1143,土城區,35.93,公寓,鋼筋混凝土造,88.72,5.0,3.0,2.0,2,7000000.0
1144,土城區,7.19,住宅大樓,鋼筋混凝土造,76.01,3.0,1.0,1.0,1,6500000.0
1145,土城區,18.91,公寓,鋼筋混凝土造,57.52,3.0,1.0,1.0,2,3800000.0
1146,土城區,20.61,華廈,鋼筋混凝土造,124.36,3.0,2.0,2.0,2,8800000.0
1147,土城區,16.51,華廈,鋼筋混凝土造,99.42,3.0,2.0,2.0,1,8900000.0
1148,土城區,15.83,住宅大樓,鋼筋混凝土造,111.71,2.0,2.0,2.0,1,7100000.0
1149,土城區,27.71,公寓,鋼筋混凝土造,92.96,3.0,2.0,2.0,2,6500000.0
1150,土城區,24.88,住宅大樓,鋼筋混凝土造,137.88,4.0,2.0,2.0,1,11000000.0
1151,土城區,6.48,套房,鋼筋混凝土造,34.22,1.0,1.0,1.0,1,2750000.0
1152,土城區,11.36,住宅大樓,鋼筋混凝土造,122.13,3.0,2.0,1.0,1,9430000.0
1153,土城區,23.49,華廈,鋼筋混凝土造,122.06,3.0,2.0,2.0,2,10000000.0
1154,土城區,12.24,華廈,鋼筋混凝土造,63.1,1.0,2.0,1.0,1,4500000.0
1155,土城區,10.32,華廈,鋼筋混凝土造,74.69,2.0,2.0,2.0,1,5800000.0
1156,土城區,31.43,公寓,鋼筋混凝土造,118.56,3.0,2.0,1.0,2,10350000.0
1157,土城區,22.34,公寓,鋼筋混凝土造,94.99,3.0,2.0,1.0,2,7500000.0
1158,土城區,27.94,公寓,鋼筋混凝土造,106.57,3.0,2.0,2.0,2,9460000.0
1160,土城區,18.76,住宅大樓,鋼筋混凝土造,94.59,3.0,2.0,1.0,1,8450000.0
