,District,L_area,MainMaterial,B_area,House/Building/Fang,LivingR,BathR,Price,PropertyType2,td,jw
547,板橋區,22.34,鋼筋混凝土造,143.1,3.0,3.0,3.0,19000000.0,華廈,3,2
548,板橋區,16.62,鋼筋混凝土造,65.85,2.0,1.0,1.0,2900000.0,公寓,1,1
550,板橋區,25.4,鋼筋混凝土造,95.4,4.0,2.0,1.0,11000000.0,公寓,1,1
552,板橋區,17.8,鋼筋混凝土造,74.58,4.0,0.0,4.0,8500000.0,公寓,1,1
553,土城區,66.66,鋼筋混凝土造,162.65,10.0,0.0,10.0,8500000.0,公寓,1,1
554,土城區,26.14,鋼筋混凝土造,92.39,3.0,2.0,1.0,5600000.0,公寓,1,1
555,土城區,14.84,鋼筋混凝土造,82.07,2.0,1.0,1.0,6000000.0,華廈,1,1
556,土城區,25.04,鋼筋混凝土造,198.55,5.0,2.0,2.0,15000000.0,住宅大樓,1,1
558,板橋區,29.5,鋼筋混凝土造,92.26,3.0,2.0,2.0,7800000.0,公寓,1,1
559,金山區,38.67,鋼筋混凝土造,133.28,3.0,2.0,2.0,4550000.0,華廈,1,1
562,新店區,24.93,鋼骨混凝土造,174.21,3.0,2.0,2.0,10600000.0,住宅大樓,1,1
563,新店區,13.78,鋼筋混凝土造,97.85,3.0,2.0,2.0,7600000.0,住宅大樓,1,1
564,新店區,29.32,鋼骨鋼筋混凝土造,346.77,3.0,2.0,2.0,49150000.0,住宅大樓,1,1
566,新店區,10.55,鋼筋混凝土造,145.67,3.0,2.0,1.0,20000000.0,住宅大樓,1,1
569,淡水區,15.47,鋼筋混凝土造,84.92,2.0,2.0,1.0,4350000.0,住宅大樓,1,1
570,淡水區,24.21,鋼筋混凝土造,106.94,3.0,2.0,2.0,4200000.0,華廈,1,1
575,八里區,22.91,加強磚造,227.6,4.0,2.0,2.0,6600000.0,透天厝,1,1
577,淡水區,26.7,鋼筋混凝土造,172.89,3.0,2.0,2.0,8500000.0,住宅大樓,1,1
578,淡水區,122.38,鋼筋混凝土造,344.35,3.0,3.0,4.0,34500000.0,透天厝,1,1
579,淡水區,5.33,鋼筋混凝土造,51.36,1.0,1.0,1.0,3500000.0,套房,1,1
580,淡水區,0.0,鋼筋混凝土造,71.23,2.0,2.0,1.0,3250000.0,住宅大樓,1,1
581,淡水區,20.02,鋼筋混凝土造,232.92,2.0,2.0,2.0,20000000.0,住宅大樓,1,2
582,淡水區,56.62,加強磚造,94.17,2.0,1.0,1.0,3600000.0,公寓,1,1
583,新店區,20.39,鋼筋混凝土造,153.04,4.0,2.0,2.0,23000000.0,華廈,1,1
584,新店區,27.65,鋼筋混凝土造,71.19,1.0,1.0,1.0,2900000.0,華廈,5,1
585,淡水區,24.1,鋼筋混凝土造,188.96,3.0,2.0,2.0,10500000.0,住宅大樓,1,1
588,三重區,23.25,加強磚造,63.38,3.0,2.0,1.0,7200000.0,公寓,1,1
589,三重區,10.67,鋼筋混凝土造,114.97,3.0,2.0,2.0,10300000.0,住宅大樓,2,1
592,板橋區,2.85,見其他登記事項,57.69,1.0,2.0,1.0,10000000.0,住宅大樓,1,1
593,板橋區,24.27,鋼筋混凝土造,146.27,3.0,2.0,1.0,12950000.0,華廈,1,1
594,新莊區,32.98,鋼筋混凝土造,101.18,3.0,2.0,2.0,9200000.0,公寓,1,1
595,新莊區,9.7,鋼筋混凝土造,97.52,2.0,1.0,1.0,9900000.0,住宅大樓,1,1
596,新莊區,7.51,鋼筋混凝土造,62.71,1.0,1.0,1.0,5950000.0,住宅大樓,1,1
597,三峽區,41.99,鋼筋混凝土造,183.16,4.0,2.0,2.0,10800000.0,華廈,1,1
599,樹林區,6.27,鋼筋混凝土造,31.05,1.0,0.0,1.0,1580000.0,套房,1,1
601,三峽區,27.1,鋼筋混凝土造,186.5,3.0,2.0,2.0,11000000.0,住宅大樓,1,1
659,三重區,21.6,鋼筋混凝土造,67.0,3.0,1.0,1.0,6000000.0,公寓,3,1
661,三重區,5.04,鋼筋混凝土造,62.09,1.0,1.0,1.0,5380000.0,住宅大樓,1,1
662,三重區,14.78,鋼筋混凝土造,51.52,3.0,1.0,1.0,4780000.0,公寓,1,1
664,蘆洲區,14.14,鋼筋混凝土造,106.66,3.0,2.0,2.0,8720000.0,住宅大樓,1,1
665,三重區,31.25,加強磚造,88.02,3.0,1.0,1.0,8400000.0,公寓,1,1
667,三重區,17.87,鋼筋混凝土造,45.0,2.0,2.0,1.0,4550000.0,公寓,1,1
668,三重區,25.5,鋼筋混凝土造,69.0,3.0,2.0,1.0,6000000.0,公寓,1,1
669,蘆洲區,25.21,鋼筋混凝土造,185.51,3.0,2.0,2.0,12500000.0,住宅大樓,1,1
670,三重區,12.11,鋼筋混凝土造,61.56,1.0,0.0,0.0,7050000.0,套房,1,1
672,三重區,11.49,鋼筋混凝土造,94.36,3.0,2.0,1.0,10380000.0,住宅大樓,2,1
676,中和區,25.09,鋼筋混凝土造,91.73,3.0,2.0,1.0,8000000.0,公寓,1,1
678,中和區,27.15,鋼筋混凝土造,108.68,3.0,2.0,2.0,9800000.0,公寓,1,1
679,中和區,31.07,加強磚造,64.79,3.0,1.0,1.0,4750000.0,公寓,1,1
680,中和區,22.47,鋼筋混凝土造,86.77,3.0,2.0,1.0,8080000.0,公寓,1,1
683,永和區,14.71,鋼筋混凝土造,172.37,4.0,2.0,2.0,24000000.0,住宅大樓,1,1
686,新莊區,28.77,鋼筋混凝土造,93.98,3.0,2.0,2.0,7200000.0,公寓,1,1
687,新莊區,22.03,鋼筋混凝土造,160.71,4.0,2.0,2.0,8400000.0,住宅大樓,3,1
690,新莊區,23.95,鋼筋混凝土造,85.34,3.0,2.0,1.0,4800000.0,公寓,2,1
691,林口區,97.81,鋼筋混凝土造,288.55,5.0,2.0,4.0,17000000.0,透天厝,1,1
694,板橋區,32.39,鋼筋混凝土造,170.08,3.0,2.0,2.0,18800000.0,住宅大樓,1,1
698,樹林區,8.73,鋼筋混凝土造,121.91,2.0,1.0,2.0,7210000.0,住宅大樓,1,1
699,中和區,37.54,鋼筋混凝土造,170.96,3.0,2.0,2.0,11880000.0,華廈,2,1
700,蘆洲區,33.1,鋼筋混凝土造,111.23,0.0,0.0,0.0,12000000.0,公寓,1,1
701,三重區,24.7,鋼筋混凝土造,359.48,4.0,2.0,3.0,34500000.0,住宅大樓,3,1
702,汐止區,21.05,鋼筋混凝土造,135.95,3.0,2.0,2.0,15400000.0,住宅大樓,1,1
703,汐止區,5.35,鋼筋混凝土造,48.55,1.0,1.0,1.0,1700000.0,住宅大樓,1,1
704,汐止區,5.38,鋼筋混凝土造,46.11,1.0,1.0,1.0,1670000.0,住宅大樓,1,1
706,新店區,5.96,鋼筋混凝土造,62.4,2.0,1.0,1.0,7580000.0,華廈,2,1
713,新莊區,25.71,鋼筋混凝土造,88.8,3.0,2.0,1.0,6050000.0,公寓,1,1
714,淡水區,22.4,鋼筋混凝土造,140.03,3.0,2.0,2.0,9000000.0,住宅大樓,2,1
716,淡水區,22.14,鋼筋混凝土造,144.04,4.0,2.0,2.0,5950000.0,住宅大樓,2,1
722,三峽區,17.21,鋼筋混凝土造,134.72,2.0,2.0,2.0,7100000.0,住宅大樓,1,1
725,蘆洲區,11.21,鋼筋混凝土造,34.0,3.0,2.0,1.0,2700000.0,公寓,1,1
728,永和區,22.51,鋼筋混凝土造,125.94,3.0,2.0,2.0,16000000.0,住宅大樓,1,1
729,三重區,29.27,鋼筋混凝土造,321.72,4.0,2.0,3.0,36000000.0,住宅大樓,1,1
731,中和區,2.54,鋼骨鋼筋混凝土造,44.31,1.0,1.0,1.0,3800000.0,套房,3,1
732,中和區,20.18,鋼筋混凝土造,74.82,3.0,2.0,1.0,5150000.0,公寓,2,1
733,淡水區,2.6,鋼骨鋼筋混凝土造,41.6,1.0,1.0,1.0,1620000.0,住宅大樓,2,1
734,三芝區,746.49,加強磚造,236.62,0.0,0.0,0.0,6100000.0,其他,1,物
736,八里區,19.82,鋼筋混凝土造,106.57,3.0,2.0,2.0,6300000.0,華廈,1,1
737,淡水區,26.7,鋼筋混凝土造,150.58,3.0,2.0,2.0,8180000.0,住宅大樓,1,1
741,淡水區,22.56,鋼筋混凝土造,159.96,3.0,2.0,2.0,9000000.0,華廈,2,2
742,淡水區,3.35,鋼筋混凝土造,41.76,0.0,0.0,0.0,3080000.0,住宅大樓,1,1
744,淡水區,15.87,鋼筋混凝土造,117.44,1.0,1.0,1.0,6880000.0,住宅大樓,1,1
745,淡水區,15.87,鋼筋混凝土造,117.44,1.0,1.0,1.0,6800000.0,住宅大樓,1,1
746,淡水區,15.87,鋼筋混凝土造,117.44,1.0,1.0,1.0,7020000.0,住宅大樓,1,1
747,淡水區,24.43,鋼筋混凝土造,166.08,3.0,1.0,2.0,10300000.0,住宅大樓,0,1
748,淡水區,24.43,鋼筋混凝土造,166.08,3.0,1.0,2.0,10000000.0,住宅大樓,1,1
749,淡水區,24.43,鋼筋混凝土造,166.08,3.0,1.0,2.0,10100000.0,住宅大樓,1,1
750,三芝區,87.05,鋼筋混凝土造,241.25,5.0,2.0,3.0,6000000.0,透天厝,1,1
751,新店區,24.53,鋼筋混凝土造,121.55,3.0,2.0,2.0,10200000.0,華廈,3,1
752,新店區,13.78,鋼筋混凝土造,111.32,3.0,2.0,2.0,8300000.0,住宅大樓,1,1
754,新店區,17.72,鋼骨鋼筋混凝土造,208.52,3.0,2.0,2.0,25850000.0,住宅大樓,1,1
756,新店區,30.65,鋼筋混凝土造,71.1,3.0,2.0,1.0,8100000.0,公寓,1,1
758,汐止區,11.34,鋼筋混凝土造,82.52,3.0,2.0,1.0,5400000.0,華廈,1,1
759,汐止區,3.51,鋼骨鋼筋混凝土造,67.57,0.0,0.0,0.0,3980000.0,住宅大樓,0,1
765,汐止區,7.82,鋼筋混凝土造,60.44,2.0,1.0,1.0,5150000.0,住宅大樓,2,1
766,汐止區,14.75,鋼筋混凝土造,95.75,3.0,2.0,2.0,6600000.0,住宅大樓,1,1
768,土城區,22.78,鋼筋混凝土造,106.74,3.0,2.0,2.0,8250000.0,華廈,1,1
769,板橋區,25.5,鋼筋混凝土造,81.85,3.0,1.0,1.0,6250000.0,公寓,1,1
770,板橋區,16.0,加強磚造,38.93,1.0,1.0,1.0,3650000.0,公寓,1,1
772,新莊區,24.4,鋼筋混凝土造,87.41,3.0,2.0,1.0,4050000.0,公寓,1,1
774,五股區,17.2,鋼筋混凝土造,93.86,4.0,1.0,2.0,3850000.0,住宅大樓,1,1
776,林口區,42.67,鋼筋混凝土造,176.18,3.0,2.0,2.0,12500000.0,華廈,1,1
777,林口區,19.43,鋼筋混凝土造,136.89,3.0,1.0,2.0,8000000.0,華廈,1,1
779,新莊區,15.63,鋼筋混凝土造,114.23,3.0,2.0,2.0,9500000.0,住宅大樓,1,1
780,新莊區,11.03,鋼筋混凝土造,109.54,3.0,2.0,1.0,8700000.0,華廈,1,1
781,新莊區,11.05,鋼筋混凝土造,126.32,3.0,2.0,2.0,12580000.0,住宅大樓,1,1
782,林口區,21.59,鋼筋混凝土造,123.3,2.0,1.0,1.0,7780000.0,華廈,1,1
785,中和區,31.99,鋼筋混凝土造,197.91,4.0,2.0,2.0,15800000.0,華廈,1,1
786,中和區,7.69,見其他登記事項,60.53,2.0,1.0,1.0,7500000.0,住宅大樓,1,1
787,中和區,26.84,鋼筋混凝土造,97.51,3.0,2.0,1.0,8600000.0,公寓,2,1
788,中和區,20.57,鋼筋混凝土造,196.01,4.0,2.0,2.0,33000000.0,住宅大樓,1,1
789,永和區,102.91,鋼筋混凝土造,54.21,2.0,1.0,1.0,5000000.0,公寓,3,1
790,中和區,4.57,鋼筋混凝土造,38.28,1.0,1.0,1.0,6400000.0,套房,1,1
791,永和區,2.48,鋼筋混凝土造,33.98,1.0,1.0,1.0,4000000.0,住宅大樓,0,1
792,中和區,3.81,鋼筋混凝土造,45.5,1.0,1.0,1.0,4280000.0,住宅大樓,2,1
795,中和區,19.81,加強磚造,67.58,1.0,1.0,1.0,8000000.0,公寓,1,1
797,三重區,70.23,鋼筋混凝土造,48.44,2.0,1.0,1.0,4500000.0,公寓,1,1
798,三重區,18.4,鋼筋混凝土造,71.0,6.0,1.0,4.0,6300000.0,公寓,1,1
799,三重區,16.79,鋼筋混凝土造,133.18,3.0,2.0,2.0,12500000.0,住宅大樓,1,1
828,樹林區,13.42,鋼筋混凝土造,104.75,1.0,1.0,1.0,5500000.0,住宅大樓,1,1
829,新莊區,22.56,鋼筋混凝土造,134.57,3.0,2.0,2.0,8500000.0,華廈,1,1
830,新莊區,17.92,鋼筋混凝土造,133.79,3.0,2.0,2.0,10450000.0,華廈,7,1
832,板橋區,27.11,鋼筋混凝土造,75.98,3.0,2.0,1.0,4650000.0,公寓,2,1
833,土城區,23.94,鋼筋混凝土造,84.98,3.0,1.0,1.0,4980000.0,公寓,1,1
839,新店區,23.2,鋼筋混凝土造,81.73,3.0,2.0,1.0,4150000.0,華廈,1,1
840,新店區,66.65,鋼筋混凝土造,137.88,3.0,2.0,2.0,8500000.0,公寓,6,2
842,汐止區,12.15,鋼骨鋼筋混凝土造,142.57,3.0,2.0,1.0,10900000.0,住宅大樓,2,1
843,淡水區,21.94,鋼筋混凝土造,166.43,4.0,1.0,2.0,6800000.0,華廈,2,1
845,三芝區,22.56,鋼筋混凝土造,174.57,3.0,2.0,2.0,2820000.0,華廈,1,1
846,淡水區,13.29,鋼筋混凝土造,115.6,2.0,2.0,2.0,5000000.0,住宅大樓,1,1
848,汐止區,5.47,鋼骨鋼筋混凝土造,114.75,3.0,2.0,2.0,6800000.0,住宅大樓,2,1
850,新店區,29.14,鋼筋混凝土造,105.78,2.0,1.0,1.0,3700000.0,公寓,1,1
851,新店區,24.23,鋼筋混凝土造,63.6,1.0,0.0,1.0,1300000.0,華廈,1,1
855,中和區,24.89,鋼筋混凝土造,90.46,3.0,2.0,1.0,6820000.0,公寓,1,1
857,中和區,10.01,鋼筋混凝土造,110.16,2.0,2.0,2.0,11560000.0,住宅大樓,3,1
858,三峽區,4.06,鋼筋混凝土造,47.9,2.0,1.0,1.0,2680000.0,住宅大樓,3,1
859,鶯歌區,20.51,鋼筋混凝土造,87.01,2.0,2.0,1.0,2390000.0,公寓,1,1
861,板橋區,35.75,鋼筋混凝土造,75.21,3.0,2.0,1.0,7000000.0,公寓,3,1
862,林口區,114.58,鋼筋混凝土造,347.07,5.0,2.0,4.0,23580000.0,透天厝,1,1
863,林口區,14.92,鋼筋混凝土造,124.35,2.0,1.0,1.0,6800000.0,住宅大樓,1,1
865,永和區,14.55,鋼筋混凝土造,111.52,2.0,2.0,2.0,12095000.0,住宅大樓,1,1
870,樹林區,91.0,加強磚造,159.14,2.0,1.0,2.0,14220000.0,透天厝,1,1
872,中和區,366.5,鋼筋混凝土造,157.51,3.0,2.0,3.0,10200000.0,透天厝,1,1
874,淡水區,6.78,鋼筋混凝土造,48.1,2.0,1.0,1.0,2350000.0,住宅大樓,1,1
875,淡水區,18.52,鋼筋混凝土造,58.7,2.0,0.0,2.0,3200000.0,華廈,1,2
876,三芝區,28.84,鋼筋混凝土造,163.83,3.0,2.0,2.0,3950000.0,華廈,1,1
882,五股區,19.56,鋼筋混凝土造,161.99,3.0,2.0,2.0,7900000.0,華廈,1,1
883,板橋區,10.57,見其他登記事項,241.75,4.0,2.0,2.0,33000000.0,住宅大樓,1,1
884,土城區,27.22,鋼筋混凝土造,73.6,2.0,1.0,1.0,10050000.0,公寓,0,1
886,林口區,15.96,鋼筋混凝土造,105.53,2.0,2.0,2.0,6300000.0,華廈,1,1
887,板橋區,1.84,見其他登記事項,37.11,0.0,0.0,0.0,6580000.0,住宅大樓,1,1
890,土城區,23.2,鋼筋混凝土造,71.0,3.0,1.0,1.0,3300000.0,公寓,1,1
893,板橋區,26.25,鋼筋混凝土造,83.13,2.0,1.0,1.0,7000000.0,公寓,1,1
894,三峽區,14.77,鋼筋混凝土造,110.9,3.0,2.0,2.0,5050000.0,住宅大樓,1,1
895,樹林區,17.81,鋼筋混凝土造,137.42,3.0,2.0,2.0,7300000.0,住宅大樓,1,1
896,樹林區,10.91,鋼筋混凝土造,103.32,1.0,1.0,1.0,5700000.0,住宅大樓,1,1
897,三峽區,11.65,鋼筋混凝土造,76.63,2.0,1.0,1.0,5300000.0,住宅大樓,1,1
898,樹林區,22.74,鋼筋混凝土造,179.92,4.0,2.0,2.0,11200000.0,住宅大樓,1,1
899,三峽區,11.47,鋼筋混凝土造,110.11,2.0,1.0,1.0,5880000.0,住宅大樓,1,1
902,中和區,19.67,鋼筋混凝土造,84.07,5.0,3.0,2.0,8400000.0,公寓,1,1
904,蘆洲區,23.46,鋼筋混凝土造,109.86,3.0,1.0,2.0,8800000.0,華廈,1,1
905,三重區,31.2,鋼筋混凝土造,109.46,3.0,1.0,2.0,6820000.0,公寓,1,1
906,汐止區,13.45,鋼筋混凝土造,103.23,3.0,2.0,2.0,4300000.0,住宅大樓,2,1
913,淡水區,7.3,鋼筋混凝土造,34.54,1.0,1.0,1.0,2500000.0,住宅大樓,1,1
914,三芝區,19.27,鋼筋混凝土造,102.54,3.0,2.0,2.0,2360000.0,華廈,1,1
920,淡水區,24.66,鋼筋混凝土造,183.67,4.0,1.0,2.0,8330000.0,住宅大樓,1,1
924,深坑區,16.5,鋼筋混凝土造,105.56,3.0,1.0,1.0,8150000.0,住宅大樓,2,1
929,淡水區,19.62,鋼筋混凝土造,69.74,3.0,1.0,1.0,5400000.0,公寓,1,1
930,淡水區,18.34,鋼筋混凝土造,103.5,1.0,2.0,1.0,3100000.0,住宅大樓,1,1
932,板橋區,28.5,鋼筋混凝土造,99.01,3.0,2.0,1.0,13500000.0,公寓,1,1
933,板橋區,28.25,鋼筋混凝土造,82.49,2.0,1.0,1.0,4000000.0,公寓,1,1
934,土城區,22.2,鋼筋混凝土造,84.35,5.0,4.0,2.0,7320000.0,公寓,2,1
950,蘆洲區,20.64,加強磚造,54.74,2.0,1.0,1.0,3400000.0,公寓,1,1
957,蘆洲區,29.41,鋼筋混凝土造,105.22,3.0,2.0,2.0,8100000.0,公寓,3,1
958,三重區,15.18,鋼筋混凝土造,34.13,2.0,1.0,1.0,2600000.0,公寓,1,1
959,三重區,21.42,鋼筋混凝土造,74.02,3.0,2.0,1.0,6800000.0,公寓,1,1
960,三重區,25.61,鋼筋混凝土造,83.91,0.0,0.0,0.0,7400000.0,公寓,2,1
961,蘆洲區,19.84,鋼筋混凝土造,117.61,3.0,2.0,2.0,8900000.0,華廈,1,1
962,中和區,45.54,鋼筋混凝土造,277.26,4.0,3.0,4.0,20500000.0,華廈,1,1
965,中和區,23.02,鋼筋混凝土造,95.5,3.0,2.0,2.0,8100000.0,公寓,1,1
966,永和區,2.42,加強磚造,8.92,0.0,0.0,0.0,800000.0,公寓,1,1
967,中和區,19.41,鋼筋混凝土造,68.55,3.0,1.0,1.0,5700000.0,公寓,2,1
969,中和區,37.3,見其他登記事項,109.51,3.0,2.0,2.0,11500000.0,公寓,2,1
970,中和區,30.9,鋼筋混凝土造,121.68,2.0,2.0,1.0,12500000.0,華廈,1,1
972,永和區,9.41,鋼筋混凝土造,55.79,2.0,2.0,1.0,7100000.0,華廈,1,1
974,中和區,2.42,鋼筋混凝土造,34.99,0.0,0.0,1.0,3550000.0,住宅大樓,1,1
975,中和區,24.21,鋼筋混凝土造,88.06,3.0,2.0,1.0,7600000.0,公寓,1,1
977,林口區,22.26,鋼筋混凝土造,178.59,4.0,2.0,2.0,12000000.0,住宅大樓,1,1
978,林口區,20.26,鋼筋混凝土造,182.96,3.0,2.0,2.0,8800000.0,住宅大樓,1,1
979,新莊區,21.64,鋼筋混凝土造,116.1,3.0,2.0,2.0,7200000.0,華廈,1,1
980,新莊區,12.63,鋼筋混凝土造,105.03,2.0,1.0,1.0,5100000.0,住宅大樓,1,1
981,新莊區,6.82,鋼筋混凝土造,164.79,4.0,1.0,2.0,6000000.0,住宅大樓,1,3
982,新莊區,6.95,鋼筋混凝土造,79.31,2.0,2.0,1.0,8400000.0,住宅大樓,1,1
983,林口區,42.21,鋼筋混凝土造,173.61,3.0,2.0,2.0,11800000.0,華廈,1,1
984,新莊區,29.8,鋼筋混凝土造,99.05,3.0,2.0,2.0,6200000.0,公寓,2,1
985,林口區,17.85,鋼筋混凝土造,111.9,4.0,2.0,2.0,6270000.0,華廈,1,1
988,板橋區,26.5,鋼筋混凝土造,61.6,2.0,1.0,1.0,4700000.0,公寓,1,1
989,板橋區,11.67,鋼筋混凝土造,42.0,1.0,1.0,1.0,3000000.0,公寓,1,1
991,板橋區,11.76,鋼筋混凝土造,82.59,2.0,2.0,1.0,9500000.0,住宅大樓,1,1
994,板橋區,4.16,鋼筋混凝土造,44.22,1.0,1.0,1.0,5200000.0,住宅大樓,1,1
995,板橋區,116.0,加強磚造,161.74,4.0,3.0,2.0,16800000.0,透天厝,2,1
996,板橋區,12.45,鋼筋混凝土造,116.77,3.0,2.0,2.0,13140000.0,住宅大樓,1,1
997,板橋區,32.39,鋼筋混凝土造,159.31,3.0,2.0,2.0,13000000.0,住宅大樓,1,1
999,土城區,6.72,鋼筋混凝土造,32.15,1.0,0.0,1.0,3300000.0,住宅大樓,1,1
1001,板橋區,12.02,鋼筋混凝土造,65.58,2.0,1.0,1.0,5200000.0,華廈,0,1
1002,板橋區,26.67,鋼筋混凝土造,87.13,2.0,2.0,2.0,10100000.0,公寓,1,1
1004,板橋區,22.6,鋼筋混凝土造,73.53,2.0,1.0,1.0,8300000.0,公寓,3,1
1006,板橋區,22.0,鋼筋混凝土造,78.21,3.0,1.0,1.0,6850000.0,公寓,1,1
1007,土城區,16.89,鋼筋混凝土造,113.76,3.0,2.0,2.0,11000000.0,住宅大樓,1,1
1008,土城區,7.29,鋼筋混凝土造,42.16,1.0,1.0,1.0,2400000.0,套房,2,1
1009,板橋區,24.49,鋼筋混凝土造,118.19,3.0,1.0,2.0,7600000.0,華廈,1,1
1013,汐止區,6.22,鋼筋混凝土造,69.25,2.0,2.0,1.0,8950000.0,住宅大樓,1,1
1014,汐止區,10.44,鋼筋混凝土造,94.33,2.0,2.0,1.0,7500000.0,住宅大樓,1,1
1015,汐止區,6.22,鋼筋混凝土造,69.25,2.0,1.0,1.0,5550000.0,住宅大樓,1,1
1017,新店區,24.93,鋼骨混凝土造,171.22,3.0,2.0,2.0,10100000.0,住宅大樓,1,1
1019,新店區,14.45,鋼筋混凝土造,96.18,3.0,2.0,1.0,6880000.0,住宅大樓,1,1
1021,淡水區,16.34,鋼筋混凝土造,91.47,1.0,2.0,1.0,4350000.0,住宅大樓,1,1
1023,淡水區,42.75,鋼筋混凝土造,239.16,4.0,2.0,2.0,12960000.0,住宅大樓,1,1
1024,淡水區,51.69,鋼筋混凝土造,103.61,3.0,2.0,1.0,3850000.0,公寓,1,1
1041,淡水區,35.17,鋼筋混凝土造,196.45,4.0,2.0,2.0,11030000.0,住宅大樓,1,1
1042,淡水區,38.38,鋼筋混凝土造,214.72,4.0,2.0,2.0,11300000.0,住宅大樓,1,1
1043,淡水區,21.45,鋼筋混凝土造,119.95,3.0,2.0,2.0,5290000.0,住宅大樓,1,1
1044,淡水區,36.04,鋼筋混凝土造,201.55,4.0,2.0,2.0,10640000.0,住宅大樓,1,1
1045,淡水區,41.51,鋼筋混凝土造,232.18,4.0,2.0,2.0,12500000.0,住宅大樓,1,1
1048,淡水區,21.23,鋼筋混凝土造,118.71,3.0,2.0,2.0,6070000.0,住宅大樓,1,1
1049,淡水區,42.31,鋼筋混凝土造,236.76,3.0,2.0,2.0,13410000.0,住宅大樓,1,1
1050,淡水區,21.08,鋼筋混凝土造,117.71,3.0,2.0,2.0,5530000.0,住宅大樓,1,1
1051,淡水區,42.75,鋼筋混凝土造,239.16,4.0,2.0,2.0,13380000.0,住宅大樓,1,1
1063,淡水區,7.1,鋼筋混凝土造,33.84,1.0,0.0,1.0,1700000.0,住宅大樓,1,1
1064,淡水區,18.03,鋼筋混凝土造,90.48,2.0,2.0,2.0,5100000.0,住宅大樓,1,1
1065,淡水區,18.2,鋼筋混凝土造,135.52,3.0,2.0,2.0,7500000.0,住宅大樓,1,1
1066,淡水區,4.81,鋼筋混凝土造,21.82,1.0,1.0,1.0,850000.0,套房,1,1
1067,淡水區,8.53,鋼筋混凝土造,104.3,2.0,2.0,1.0,6150000.0,住宅大樓,1,1
1068,三芝區,20.76,鋼筋混凝土造,93.38,3.0,2.0,2.0,2250000.0,華廈,1,1
1074,淡水區,8.21,鋼筋混凝土造,29.83,1.0,0.0,1.0,1200000.0,套房,2,1
1076,淡水區,7.9,鋼筋混凝土造,37.33,1.0,1.0,1.0,1700000.0,住宅大樓,0,1
1077,八里區,10.95,鋼筋混凝土造,96.62,3.0,2.0,2.0,3350000.0,住宅大樓,1,1
1082,淡水區,31.19,鋼筋混凝土造,257.34,4.0,2.0,2.0,27000000.0,住宅大樓,2,1
1093,汐止區,5.01,鋼筋混凝土造,56.44,1.0,1.0,1.0,5240000.0,住宅大樓,1,1
1094,汐止區,17.38,鋼筋混凝土造,209.34,4.0,2.0,2.0,18600000.0,住宅大樓,1,1
1095,汐止區,6.22,鋼筋混凝土造,69.25,2.0,1.0,1.0,5380000.0,住宅大樓,1,1
1106,汐止區,11.9,鋼筋混凝土造,144.76,3.0,2.0,2.0,16150000.0,住宅大樓,1,1
1110,汐止區,15.37,鋼筋混凝土造,117.13,3.0,2.0,2.0,9200000.0,住宅大樓,2,1
1112,新店區,41.33,鋼筋混凝土造,112.32,3.0,2.0,1.0,12000000.0,公寓,1,1
1114,汐止區,26.21,鋼筋混凝土造,323.4,4.0,2.0,2.0,27500000.0,住宅大樓,1,1
1116,板橋區,7.17,鋼筋混凝土造,30.6,1.0,1.0,1.0,2500000.0,公寓,1,1
1118,板橋區,480.0,加強磚造,60.53,3.0,2.0,2.0,6600000.0,公寓,1,1
1120,板橋區,36.25,加強磚造,84.75,3.0,1.0,1.0,7600000.0,公寓,1,1
1122,板橋區,12.8,鋼筋混凝土造,86.66,2.0,2.0,1.0,8060000.0,住宅大樓,1,1
1125,五股區,23.36,鋼筋混凝土造,154.17,5.0,2.0,2.0,8320000.0,華廈,1,1
1129,泰山區,15.44,鋼筋混凝土造,103.24,3.0,2.0,2.0,6100000.0,住宅大樓,1,1
1130,泰山區,30.64,鋼筋混凝土造,87.69,3.0,2.0,1.0,5000000.0,公寓,2,1
1131,新莊區,18.98,加強磚造,62.25,2.0,2.0,2.0,5300000.0,公寓,1,1
1132,新莊區,19.87,鋼筋混凝土造,70.3,3.0,1.0,1.0,4570000.0,公寓,1,1
1133,新莊區,8.77,鋼筋混凝土造,74.63,2.0,1.0,1.0,5900000.0,住宅大樓,1,1
1135,新莊區,10.84,鋼筋混凝土造,120.99,5.0,3.0,1.0,7880000.0,住宅大樓,1,3
1136,新莊區,13.47,鋼筋混凝土造,136.19,3.0,2.0,2.0,6300000.0,住宅大樓,1,1
1139,五股區,12.65,鋼筋混凝土造,107.82,3.0,1.0,2.0,6500000.0,住宅大樓,1,1
1141,中和區,12.66,鋼筋混凝土造,159.09,3.0,2.0,2.0,13400000.0,住宅大樓,1,1
1143,中和區,32.01,鋼筋混凝土造,107.51,3.0,2.0,2.0,7980000.0,公寓,1,1
1144,中和區,5.74,鋼筋混凝土造,64.18,1.0,2.0,1.0,8000000.0,住宅大樓,2,1
1145,中和區,15.08,鋼筋混凝土造,87.38,3.0,2.0,1.0,9500000.0,華廈,1,1
1149,三重區,21.01,鋼筋混凝土造,82.0,3.0,2.0,1.0,6450000.0,公寓,1,1
1150,三重區,28.95,鋼筋混凝土造,206.83,4.0,2.0,2.0,20200000.0,住宅大樓,1,1
